sample;E;N;Z;E_rel;N_rel;Lat;Long;sio2;tio2;al2o3;fe2o3;mno;mgo;cao;na2o;k2o;p2o5;LOI;v;cr;co;ni;cu;zn;ga;rb;sr;y;zr;nb;ba;la;ce;sc;pb;th;as;s
;m;m;m;m;m;deg;deg;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm
V;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sample;Easting;Northing;Heigth;Easting_rel;Northing_rel;Latitude;Longitude;SiO2;TiO2;Al2O3;Fe2O3;MnO;MgO;CaO;Na2O;K2O;P2O5;LOI;V;Cr;Co;Ni;Cu;Zn;Ga;Rb;Sr;Y;Zr;Nb;Ba;La;Ce;Sc;Pb;Th;As;S
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reno438;678320.78;4907828.09;0;31377.48;32970.82;44.300082;11.234417;77.83;0.17;11.15;0.9;0.02;0.62;0.68;1.86;2.67;0.04;4.06;24;38;9;30;31;35;2;116;70;14;94;4;415;11;23;5;25;2;4;62
Reno439;678218.52;4907285.62;0;31275.22;32428.35;44.295227;11.232951;59.38;0.47;12.44;2.83;0.07;1.68;7.6;1.37;2.09;0.08;11.99;56;73;9;45;33;70;4;88;185;23;189;6;426;28;60;16;15;10;5;190
Reno440;677334.97;4907297.3;0;30391.67;32440.03;44.295548;11.221888;80.24;0.21;8.51;1;0.05;0.48;2.27;1.74;2.29;0.05;3.16;15;34;4;28;25;34;2;83;84;20;192;4;383;19;45;6;13;5;2;141
Reno441;676785.51;4907180.29;0;29842.21;32323.02;44.294629;11.214966;83.28;0.18;8.64;0.49;0.02;0.39;1.3;1.98;2.58;0.06;1.1;10;34;5;24;25;23;8;104;86;21;209;4;359;11;28;6;10;12;3;141
Reno442;676151.91;4906507.6;0;29208.61;31650.33;44.288731;11.206803;76.2;0.15;9.62;1.03;0.06;0.7;3.42;1.86;2.63;0.05;4.28;20;48;6;41;27;36;1;90;107;9;68;4;515;7;32;6;15;13;4;34
Reno443;675538.03;4905520.49;0;28594.73;30663.22;44.279999;11.198783;54.06;0.4;10.7;4.06;0.17;2;13.72;0.98;1.59;0.08;12.24;56;143;14;71;30;68;5;67;294;27;195;6;323;20;38;23;14;5;3;421
Reno444;675402.8;4905035.56;0;28459.5;30178.29;44.275669;11.196927;53.57;0.39;11.06;3.94;0.17;1.91;14.47;1.03;1.61;0.07;11.82;52;157;12;69;31;61;9;66;254;21;211;6;345;19;36;17;13;11;5;270
Reno445;674889.55;4904251.31;0;27946.25;29394.04;44.268737;11.190238;47.75;0.42;10.76;4.47;0.19;3.08;16.44;0.92;1.33;0.08;14.56;61;195;17;106;35;68;10;59;273;18;115;6;276;21;40;21;16;9;5;305
Reno446;674652.11;4903300.82;0;27708.81;28443.55;44.260243;11.186948;51.52;0.37;10.26;4.1;0.18;2.43;15.45;1.07;1.44;0.07;13.11;55;220;12;85;30;65;7;59;271;17;120;5;302;14;40;17;13;8;6;245
Reno447;678444.94;4896700.53;0;31501.64;21843.26;44.199946;11.232181;55.86;0.37;9.38;3.62;0.15;2.19;12.62;1.15;1.41;0.07;13.18;53;250;14;83;24;71;4;71;319;23;204;5;266;19;39;21;18;12;3;0
Reno448;677929.09;4898933.24;0;30985.79;24075.97;44.220158;11.226487;61.77;0.2;7.29;2.71;0.2;1.61;9.95;1.45;1.06;0.04;13.72;33;275;9;87;22;51;1;50;213;16;85;3;215;12;24;14;12;17;3;33
Reno449;677760.03;4899894.83;0;30816.73;25037.56;44.22885;11.224698;61.19;0.35;7.47;2.41;0.13;1.86;13.32;1.52;1.26;0.05;10.44;33;50;3;74;22;44;6;53;272;19;254;6;264;19;32;12;11;3;2;69
Reno450;678251.42;4901353.1;0;31308.12;26495.83;44.241849;11.231342;55.64;0.34;7.89;3.16;0.16;1.87;14.42;1.14;1.31;0.06;14.21;43;365;11;80;23;62;3;62;362;24;162;6;281;18;37;19;16;2;3;292
Reno451;678159.29;4900832.27;0;31215.99;25975;44.237186;11.230012;54.89;0.64;17.1;5.95;0.18;2.83;4.76;0.69;2.01;0.08;10.87;116;131;30;93;48;102;14;125;187;26;130;12;254;32;61;16;18;7;6;341
Reno452;677817.63;4901690.47;0;30874.33;26833.2;44.24499;11.226028;57.09;0.4;13.55;3.77;0.09;2.31;9.23;1.03;2.26;0.07;10.2;60;91;10;60;29;63;11;104;275;17;94;7;331;21;63;10;17;10;3;616
Reno453;678173.37;4902525.14;0;31230.07;27667.87;44.252412;11.230764;72.01;0.15;8.92;0.83;0.03;0.82;6.34;1.78;2.45;0.07;6.6;14;54;5;35;26;31;4;92;194;13;119;2;426;14;24;4;14;14;6;233
Reno454;677511.48;4902733.28;0;30568.18;27876.01;44.254446;11.22255;66.9;0.35;11.37;2.84;0.12;1.89;5.84;1.65;2.15;0.11;6.78;66;72;9;55;18;52;3;85;212;19;152;4;595;18;46;12;13;5;3;185
Reno455;677761.42;4903768.48;0;30818.12;28911.21;44.263698;11.22603;50.62;0.42;12.13;4.16;0.18;3.23;12.3;1.03;1.99;0.1;13.84;78;132;18;98;41;70;11;81;290;17;76;6;635;21;42;17;12;3;4;533
Reno456;676851.2;4903898.81;0;29907.9;29041.54;44.265092;11.214679;77.67;0.21;9.5;0.89;0.03;0.61;2.57;2.01;2.35;0.05;4.11;17;34;6;28;27;28;3;93;115;18;197;4;389;17;42;4;14;7;4;81
Reno457;675906.72;4905011.95;0;28963.42;30154.68;44.275335;11.203229;79.3;0.34;8.31;1.36;0.09;0.53;2.82;1.71;2.14;0.06;3.34;17;39;4;29;24;38;2;95;132;64;992;5;425;65;104;7;13;27;3;119
Reno458;674238.59;4902650.79;0;27295.29;27793.52;44.254494;11.181555;80.26;0.11;8.42;0.64;0.03;0.4;2.53;1.81;2.39;0.07;3.34;10;29;4;26;25;29;0;81;101;9;77;3;403;6;10;5;14;1;2;164
Reno459;674148.53;4903667.79;0;27205.23;28810.52;44.263665;11.180766;71.07;0.27;9.08;1.48;0.06;1.09;5.8;1.72;2.25;0.08;7.1;26;58;5;43;26;43;0;85;191;22;308;5;541;20;38;9;15;4;2;435
Reno460;674379.21;4904193.24;0;27435.91;29335.97;44.268337;11.183829;60.17;0.4;11.69;3.4;0.11;1.9;7.89;1.34;1.9;0.07;11.13;60;87;11;484;32;71;6;99;269;28;229;7;435;25;49;17;19;6;4;287
Reno461;678218.87;4895828.59;0;31275.57;20971.32;44.192157;11.229058;51.97;0.5;11.62;4.54;0.11;2.6;11.25;0.83;1.58;0.09;14.91;80;132;16;94;29;91;7;77;273;19;92;7;299;27;38;20;13;6;3;346
Reno462;678534.86;4897340.24;0;31591.56;22482.97;44.205679;11.233523;53.92;0.41;12.11;3.65;0.1;2.22;10.39;1.07;1.83;0.09;14.21;54;109;14;63;21;73;7;84;266;21;139;7;422;25;53;19;17;6;5;336
Reno463;681465.79;4912235.77;0;34522.49;37378.5;44.338955;11.275345;60.53;0.38;10.86;2.54;0.06;1.06;8.95;1.57;1.68;0.07;12.3;48;56;8;42;30;57;9;83;231;20;188;6;339;22;47;11;21;15;4;214
Reno464;681167.25;4913832.24;0;34223.95;38974.97;44.353391;11.272158;55.02;0.32;9.48;2.22;0.06;0.98;13.33;1.44;1.58;0.1;15.47;41;54;8;43;18;62;6;89;350;21;175;6;317;22;38;13;16;11;5;300
Reno465;681229.98;4913313.29;0;34286.68;38456.02;44.348707;11.272764;61.12;0.33;9.9;2.31;0.05;1.01;9.84;1.44;1.68;0.12;12.2;42;58;7;43;30;113;7;80;282;19;156;6;312;18;43;9;24;7;7;264
Reno466;679715.36;4914995.23;0;32772.06;40137.96;44.364214;11.254356;52.26;0.42;11.68;3.07;0.06;1.37;12.47;0.98;1.7;0.11;15.88;64;76;10;47;28;99;10;100;438;24;171;9;317;28;50;14;20;12;4;240
Reno467;679492.65;4913860.26;0;32549.35;39002.99;44.354059;11.251172;49.53;0.35;9.81;2.6;0.06;1.15;16.26;1.04;1.51;0.11;17.48;50;67;7;46;29;87;8;84;512;19;148;6;304;19;35;13;22;6;6;269
Reno468;680195.84;4915711.13;0;33252.54;40853.86;44.370535;11.260629;42.93;0.41;10.32;3.02;0.07;1.44;20.13;0.74;1.48;0.07;19.39;65;80;10;51;28;68;11;83;692;22;150;9;266;21;46;21;12;7;5;371
Reno469;680791.7;4914703.58;0;33848.4;39846.31;44.361323;11.267752;42.17;0.42;10.53;3.27;0.06;1.53;19.44;0.72;1.6;0.08;20.18;70;80;9;49;29;68;10;95;705;21;133;8;285;23;51;20;16;9;4;532
Reno470;682183.91;4912017.53;0;35240.61;37160.26;44.336812;11.28427;40.92;0.41;10.3;3.07;0.06;1.43;22.8;0.7;1.51;0.07;18.73;61;80;8;52;35;61;13;85;699;17;120;7;270;23;42;24;21;3;3;345
Reno471;680946.1;4910593.17;0;34002.8;35735.9;44.324308;11.268261;47.09;0.34;9.29;2.64;0.06;1.21;20.02;0.96;1.53;0.07;16.79;47;65;6;46;30;54;9;77;719;19;156;5;305;15;50;19;17;5;2;241
Reno472;682218.87;4914767.93;0;35275.57;39910.66;44.361545;11.28567;42.62;0.26;7.42;2.04;0.05;0.99;23.58;0.92;1.39;0.06;20.67;40;54;3;39;31;47;9;65;749;17;129;4;269;18;32;19;14;8;3;287
Reno473;679796.79;4910850.03;0;32853.49;35992.76;44.326904;11.253947;39.69;0.27;6.99;2.1;0.05;0.9;24.07;0.79;1.24;0.08;23.82;36;52;2;43;40;70;8;66;528;14;108;4;263;15;27;24;16;3;2;345
Reno474;679397.54;4909545.38;0;32454.24;34688.11;44.315266;11.248495;40.7;0.25;6.67;1.9;0.05;1.4;22.48;0.94;1.21;0.07;24.33;35;60;1;48;26;105;6;64;647;16;122;4;291;16;30;23;28;3;2;656
Reno475;678945.45;4909214.52;0;32002.15;34357.25;44.312401;11.242717;44.13;0.59;15.24;4.38;0.05;2.13;12.82;0.49;1.89;0.06;18.22;108;107;16;60;35;90;14;127;584;23;115;10;288;30;65;19;18;12;9;808
Reno476;678279.41;4908019.15;0;31336.11;33161.88;44.301811;11.233964;12.82;0.15;3.87;1.32;0.02;0.83;42.19;0.19;0.55;0;38.06;31;45;0;43;39;48;4;35;966;6;29;4;125;14;29;43;5;16;2;546
Reno477;677703.62;4906072.11;0;30760.32;31214.84;44.284436;11.226089;47.86;0.3;8.56;2.27;0.09;1.22;19.03;1.02;1.49;0.07;18.09;42;67;5;49;27;64;9;74;639;15;95;6;300;17;34;14;21;8;2;491
Reno478;679082.8;4906064.34;0;32139.5;31207.07;44.284028;11.243358;25.03;0.24;5.84;1.86;0.05;1;31.94;0.47;0.97;0.05;32.55;36;55;0;47;32;62;6;54;806;12;76;4;239;14;25;32;13;10;2;522
Reno479;681095.56;4906486.87;0;34152.26;31629.6;44.287331;11.26871;45.76;0.46;11.48;3.27;0.06;1.63;16.64;0.87;1.69;0.07;18.07;69;78;10;54;29;66;12;89;610;24;152;9;314;27;49;19;18;7;5;359
Reno480;680551.07;4911815.92;0;33607.77;36958.65;44.335406;11.263734;62.01;0.31;10.13;3.2;0.09;1.06;9.54;1.12;1.7;0.07;13.83;48;61;11;42;28;50;4;81;247;13;68;4;283;15;47;14;18;3;8;177
Reno481;706447.7;4919051.98;0;59504.4;44194.71;44.393588;11.59113;41.36;0.51;11.92;4.74;0.15;2.65;16.22;0.54;1.9;0.05;19.96;78;87;14;59;44;87;8;98;351;21;116;9;394;23;54;22;15;3;4;758
Reno482;705977.51;4917059.05;0;59034.21;42201.78;44.375798;11.584443;46.05;0.55;13.66;5.28;0.12;2.92;11.78;0.61;2.17;0.07;16.79;84;93;16;63;33;96;11;107;295;23;127;10;501;30;53;19;18;7;3;881
Reno483;705280.32;4916540.62;0;58337.02;41683.35;44.371333;11.575496;47.19;0.57;13.41;4.94;0.13;2.68;11.86;0.74;1.72;0.08;16.68;86;99;14;57;22;75;11;101;223;26;166;9;380;32;66;17;17;6;3;164
Reno484;705523.51;4915876.25;0;58580.21;41018.98;44.365289;11.578283;46.78;0.55;13.7;5.4;0.12;2.9;11.45;0.65;2.21;0.08;16.16;87;96;13;60;39;91;12;110;301;24;130;11;503;33;62;20;14;4;5;1099
Reno485;664402.54;4899870.14;0;17459.24;25012.87;44.231762;11.057554;68;0.32;11.97;2.96;0.08;1.72;4.56;1.47;2.44;0.06;6.43;48;55;6;32;50;51;8;97;140;14;81;4;442;17;34;7;16;3;2;252
Reno486;660472.5;4895795.31;0;13529.2;20938.04;44.195974;11.007128;66.88;0.34;12.49;2.96;0.08;1.85;4.66;1.51;2.59;0.08;6.57;54;62;7;34;30;53;11;115;170;17;108;5;469;24;49;9;15;6;2;256
Reno487;659907.51;4894885.29;0;12964.21;20028.02;44.18791;10.999785;53.5;0.62;16.82;5.38;0.13;2.95;7.09;0.79;2.33;0.1;10.29;101;112;16;54;48;106;16;112;185;20;130;8;433;31;58;17;17;6;7;322
Reno488;659122.46;4894445.35;0;12179.16;19588.08;44.184123;10.989835;51.2;0.67;16.3;5.53;0.15;2.79;7.92;0.85;2.27;0.11;12.21;103;95;18;54;47;100;15;122;245;27;155;13;329;31;63;18;18;7;5;407
Reno489;658542.46;4894085.35;0;11599.16;19228.08;44.18101;10.982474;59.3;0.47;14.81;4.38;0.14;2.46;5.48;1.01;2.59;0.08;9.27;78;80;14;48;44;91;12;64;93;10;52;4;408;24;46;14;20;6;3;319
Reno490;657932.45;4894395.3;0;10989.15;19538.03;44.183931;10.97494;63.44;0.41;13.89;2.99;0.08;2.25;5.87;1.4;2.85;0.09;6.75;56;62;6;36;26;53;7;107;158;15;124;6;460;20;37;12;12;10;2;284
Reno491;657082.43;4894685.34;0;10139.13;19828.07;44.186724;10.964398;49.66;0.65;16.09;5.54;0.14;2.8;8.5;0.72;2.22;0.1;13.57;105;102;19;56;54;109;18;105;213;20;119;9;379;31;62;17;20;13;4;401
Reno492;656932.43;4895270.45;0;9989.13;20413.18;44.192021;10.962697;51.45;0.63;16.36;5.27;0.13;2.8;8.4;0.9;2.35;0.09;11.62;102;94;18;54;44;90;14;100;211;20;105;8;358;30;56;18;19;9;2;367
Reno493;656107.42;4894595.42;0;9164.12;19738.15;44.186124;10.952179;51.68;0.64;16.2;5.16;0.12;2.74;8.51;0.88;2.27;0.1;11.71;97;90;15;51;46;91;11;97;216;20;115;8;369;29;60;18;15;7;8;373
Reno494;656307.41;4895520.39;0;9364.11;20663.12;44.194404;10.954955;52.11;0.63;16.28;5.5;0.13;3.17;7.94;0.85;2.14;0.11;11.13;101;105;18;56;46;106;14;96;187;20;122;9;395;31;58;17;15;9;8;337
Reno495;655482.43;4893795.42;0;8539.13;18938.15;44.179059;10.944127;51.96;0.64;16.93;5.13;0.12;2.83;8.23;0.85;2.34;0.09;10.88;107;99;15;48;42;88;14;108;238;22;150;9;366;34;60;17;20;5;4;299
Reno496;664082.49;4899720.09;0;17139.19;24862.82;44.230484;11.053502;51.95;0.66;17.31;5.56;0.12;2.92;7.25;0.74;2.34;0.09;11.06;106;101;18;51;45;98;12;119;228;23;152;11;379;28;56;17;19;7;3;403
Reno497;654897.42;4894255.49;0;7954.12;19398.22;44.183323;10.936948;50.69;0.63;16.27;5.25;0.12;2.84;8.37;0.84;2.22;0.1;12.68;101;95;18;54;45;102;12;99;214;21;135;10;415;32;63;15;16;9;6;459
Reno498;652342.38;4893120.54;0;5399.08;18263.27;44.173648;10.90467;51.77;0.65;17.11;5.56;0.12;2.89;6.86;0.71;2.28;0.08;11.97;115;103;19;53;39;93;16;116;213;22;116;9;351;31;62;17;20;8;3;324
Reno499;651707.39;4893920.58;0;4764.09;19063.31;44.180979;10.896962;55.71;0.58;16.19;4.8;0.12;2.51;6.98;0.89;2.24;0.09;9.9;95;85;13;47;41;79;12;113;245;21;124;9;361;30;55;16;18;6;4;274
Reno500;651607.43;4893195.57;0;4664.13;18338.3;44.174476;10.895503;48.69;0.67;17.36;5.89;0.15;3.06;7.26;0.63;2.33;0.09;13.86;125;116;20;62;51;120;14;119;224;21;126;12;340;46;68;17;41;6;6;408
Reno501;652157.45;4893065.58;0;5214.15;18208.31;44.173192;10.902342;50.55;0.68;17.58;5.99;0.13;2.92;7.22;0.68;2.4;0.09;11.76;117;110;21;55;49;97;17;128;232;26;134;12;379;35;62;19;20;4;4;313
Reno502;651972.41;4892935.5;0;5029.11;18078.23;44.17206;10.899991;58.69;0.52;14.92;3.72;0.09;2.27;7.69;1.26;2.38;0.1;8.36;73;62;10;36;34;64;10;105;262;24;181;8;383;23;46;14;16;8;5;355
Reno503;652597.44;4892545.56;0;5654.14;17688.29;44.168421;10.907692;55.72;0.54;15.81;4.87;0.1;2.56;7.37;1.05;2.27;0.09;9.6;89;83;13;43;39;79;14;117;256;27;167;9;431;28;54;13;21;6;4;303
Reno504;652672.39;4892745.57;0;5729.09;17888.3;44.170205;10.908687;61.3;0.43;15.21;3.62;0.09;2.06;5.41;1.66;2.63;0.1;7.5;69;63;8;34;31;64;9;128;249;21;129;7;445;25;52;10;21;5;4;207
Reno505;654407.42;4893520.47;0;7464.12;18663.2;44.176813;10.930605;47.69;0.57;15.95;4.8;0.1;2.64;5.8;0.69;1.97;0.08;19.71;105;94;16;46;37;88;11;118;226;25;146;12;366;29;58;10;16;6;3;396
Reno506;652332.42;4891195.48;0;5389.12;16338.21;44.156328;10.903988;54.41;0.59;16.17;5.22;0.11;2.77;7.32;0.95;2.16;0.09;10.22;94;95;17;51;49;90;13;100;214;22;131;9;337;33;56;16;17;10;3;383
Reno507;663057.51;4899485.14;0;16114.21;24627.87;44.2286;11.040603;49.34;0.72;18.32;6.58;0.15;3.14;6.42;0.57;2.62;0.09;12.05;130;122;23;64;47;113;18;143;209;27;139;12;432;39;78;19;17;6;5;381
Reno508;652257.42;4891345.55;0;5314.12;16488.28;44.157694;10.903094;51.42;0.66;17.01;5.85;0.13;2.97;7.26;0.7;2.31;0.08;11.61;110;109;19;56;45;103;16;112;192;23;133;10;373;32;66;17;13;12;7;413
Reno509;651957.4;4890420.55;0;5014.1;15563.28;44.149433;10.899077;53.05;0.67;17.27;5.89;0.11;2.83;5.41;0.93;2.62;0.14;11.09;121;112;20;55;46;125;16;124;161;27;154;11;442;37;62;17;23;8;3;398
Reno510;650597.4;4889285.52;0;3654.1;14428.25;44.139501;10.881756;50.68;0.7;17.68;5.97;0.1;3.22;6.41;0.84;2.47;0.1;11.82;121;126;21;57;38;101;14;129;164;22;125;11;414;33;67;17;11;6;5;492
Reno511;649952.42;4889170.55;0;3009.12;14313.28;44.138599;10.873664;54;0.61;16.29;5.26;0.1;2.63;7.5;0.85;2.12;0.1;10.52;100;93;16;47;46;92;14;113;247;26;176;11;392;32;62;16;19;13;11;430
Reno512;649732.43;4889145.54;0;2789.13;14288.27;44.138419;10.870908;47.88;0.72;17.84;6.8;0.17;2.91;7.07;0.54;2.43;0.08;13.55;130;121;29;65;46;123;15;141;217;29;124;13;384;40;71;19;17;10;3;162
Reno513;648632.35;4887545.57;0;1689.05;12688.3;44.124246;10.856711;49.9;0.73;18.62;6.16;0.16;2.94;5.79;0.69;2.56;0.09;12.34;130;122;22;62;47;110;16;130;50;74;5;90;417;42;77;17;16;3;2;440
Reno514;653182.41;4889835.5;0;6239.11;14978.23;44.143913;10.914216;55.68;0.63;16.3;5.43;0.11;3.79;5.73;1.09;2.2;0.12;8.93;107;131;17;67;35;89;11;118;172;23;159;10;487;33;60;15;20;8;4;280
Reno515;651822.45;4888670.54;0;4879.15;13813.27;44.133714;10.896886;58.97;0.59;14.51;4.68;0.08;4.41;5.21;1.58;2.09;0.15;7.73;93;133;15;71;34;83;11;82;134;20;151;8;523;27;57;13;18;8;6;163
Reno516;649652.36;4887495.55;0;2709.06;12638.28;44.123588;10.869439;58.36;0.62;15.36;4.92;0.09;4.79;4.16;1.47;2.26;0.16;7.8;102;141;15;72;30;86;11;108;123;24;153;10;461;28;56;14;20;3;4;84
Reno517;648982.4;4892945.63;0;2039.1;18088.36;44.172767;10.862612;53.08;0.43;11.82;4.13;0.1;2.61;9.09;1.44;1.97;0.11;15.21;77;100;11;54;39;121;12;94;185;19;129;8;448;22;45;13;32;6;3;415
Reno518;662382.49;4899070.17;0;15439.19;24212.9;44.225017;11.032028;57.97;0.66;16.67;5.52;0.1;3.77;2.48;1.15;2.26;0.13;9.29;113;130;16;69;34;101;15;123;106;25;157;11;466;30;65;11;21;10;2;254
Reno519;650207.38;4892195.59;0;3264.08;17338.32;44.165767;10.877713;61.71;0.62;14.97;4.91;0.1;4.12;2.07;1.59;2.26;0.15;7.5;101;130;16;65;35;91;11;115;84;21;177;7;690;31;63;10;22;12;6;219
Reno520;653782.46;4892045.51;0;6839.16;17188.24;44.163673;10.92236;56.56;0.63;16.06;5.22;0.1;3.28;4.26;1.13;2.02;0.13;10.6;103;120;18;62;33;91;11;106;133;24;162;9;399;30;58;13;19;2;5;157
Reno521;652872.45;4893295.55;0;5929.15;18438.28;44.175112;10.911348;59.02;0.64;15.79;5.5;0.1;5.23;1.83;1.41;2.14;0.14;8.18;111;167;20;95;33;104;12;117;88;24;25;9;613;26;51;12;23;8;6;162
Reno522;655182.46;4896945.49;0;8239.16;22088.22;44.207467;10.941307;55.63;0.67;16.71;5.73;0.19;3.21;0.98;0.94;2.27;0.15;13.5;127;128;23;80;43;143;14;123;76;23;112;11;640;37;71;13;29;9;8;159
Reno523;661872.51;4897845.23;0;14929.21;22987.96;44.214109;11.025269;53.89;0.64;16.86;5.8;0.17;3.01;4.04;0.9;2.89;0.11;11.69;123;125;23;71;51;123;10;143;143;29;147;12;624;37;73;24;22;8;4;557
Reno524;660612.48;4896375.22;0;13669.18;21517.95;44.201161;11.009056;60.45;0.6;14.93;4.13;0.06;3.49;1.52;1.95;2.04;0.13;10.71;85;101;11;48;13;79;6;86;71;21;193;8;437;25;50;15;16;8;2;285
Reno525;660807.47;4894520.27;0;13864.17;19663;44.184428;11.010927;49.99;0.69;17.46;6.27;0.14;2.42;4.37;0.65;2.64;0.14;15.23;130;116;24;57;53;129;11;142;180;27;134;14;375;40;73;23;18;6;4;339
Reno526;661732.53;4895395.2;0;14789.23;20537.93;44.192096;11.022763;51.08;0.71;17.92;6.56;0.15;2.48;4.56;0.65;2.79;0.14;12.95;132;122;26;62;57;130;11;137;179;26;131;13;386;42;82;23;22;4;4;315
Reno527;661494.19;4898221.46;0;14550.89;23364.19;44.217578;11.020652;53.29;0.64;16.16;4.28;0.06;1.99;7.75;1.13;3.03;0.008;11.58;91;63;9;34;31;89;9;102;169;21;141;8;447;29;56;21;21;6;5;250
Reno528;660512.71;4898999.82;0;13569.41;24142.55;44.224798;11.008611;51.39;0.7;18.27;6.37;0.16;2.97;4.6;0.63;3.01;0.08;11.82;131;133;25;71;52;115;13;104;179;22;147;9;300;41;76;26;17;12;2;329
Reno529;661418.61;4897150.86;0;14475.31;22293.59;44.207962;11.019377;50.95;0.68;18.48;6.4;0.18;3.13;4.65;0.65;3.07;0.08;11.74;134;129;29;77;48;118;12;160;211;28;148;16;305;38;81;25;20;8;2;355
Reno530;661222.9;4896451.08;0;14279.6;21593.81;44.201709;11.016714;48.82;0.49;12.87;3.62;0.06;1.89;14.61;1.06;2.41;0.05;14.12;72;57;5;31;35;78;5;109;277;21;159;9;380;25;48;22;20;6;3;602
Reno531;660638.69;4895499.73;0;13695.39;20642.46;44.193278;11.009116;33.99;0.41;10.46;3.69;0.14;1.76;21.94;0.5;1.73;0.05;25.33;68;65;8;48;44;86;7;81;399;17;92;7;266;26;48;29;15;2;4;585
Reno532;672892.9;4893596.37;0;25949.6;18739.1;44.173355;11.161727;70.34;0.44;13.14;3.15;0.07;2.59;1.19;2.1;1.72;0.1;4.89;60;107;9;66;35;464;8;81;87;14;131;6;350;17;40;8;19;4;4;56
Reno533;672537.2;4891451.04;0;25593.9;16593.77;44.154138;11.156577;69.83;0.46;12.77;3.39;0.08;2.27;1.56;2.03;1.61;0.09;5.91;66;109;12;63;34;68;7;89;79;16;171;8;380;18;41;6;19;6;5;100
Reno534;670827;4891224.45;0;23883.7;16367.18;44.152501;11.135132;62.84;0.52;14.09;4.08;0.11;2.53;3.07;1.6;1.76;0.12;9.48;81;116;16;71;22;81;13;97;119;23;181;10;384;26;45;8;25;7;3;160
Reno535;670440;4890628.22;0;23496.7;15770.95;44.147227;11.130103;60.9;0.56;15.34;4.54;0.1;2.69;3.72;1.37;1.89;0.1;8.79;87;118;17;69;24;85;10;104;129;19;160;10;410;25;53;11;24;6;4;287
Reno536;667341.16;4886473.86;0;20397.86;11616.59;44.110565;11.090063;62.29;0.49;14.49;3.99;0.09;2.5;5.41;1.46;1.82;0.1;7.36;70;113;13;62;23;70;12;88;169;18;135;7;419;25;52;11;20;7;3;312
Reno537;668358.56;4887768.18;0;21415.26;12910.91;44.121977;11.103181;61.7;0.47;14.12;4.03;0.09;2.44;5.38;1.46;1.77;0.1;8.44;75;107;15;67;18;71;10;91;177;20;122;9;390;21;42;12;16;6;5;273
Reno538;678313.67;4896990.98;0;31370.37;22133.71;44.202591;11.230638;50.55;0.66;17.1;5.77;0.12;2.88;7.07;0.7;2.18;0.09;12.88;122;135;21;78;33;102;15;131;205;25;144;12;333;29;69;18;20;12;3;705
Reno539;677800.14;4899019.22;0;30856.84;24161.95;44.220963;11.224903;51.8;0.6;16.02;5.56;0.11;2.76;7.41;0.82;2.02;0.1;12.8;103;134;22;74;39;99;14;120;203;25;154;12;467;27;53;16;20;7;3;681
Reno540;677719.73;4899736.12;0;30776.43;24878.85;44.227432;11.22414;54.5;0.62;16.74;5.55;0.11;2.82;7.01;0.93;2.15;0.09;9.48;106;129;19;72;33;94;16;104;161;23;136;10;398;35;58;18;17;16;2;468
Reno541;678296.67;4901416.92;0;31353.37;26559.65;44.242412;11.23193;56.75;0.52;14.59;4.93;0.1;2.61;7.11;1.14;1.98;0.09;10.18;84;132;16;75;35;87;12;105;222;22;130;8;546;21;45;14;19;5;2;552
Reno542;677015.92;4900780.19;0;30072.62;25922.92;44.236996;11.215687;52.33;0.63;16.79;5.57;0.11;2.789;6.53;0.84;2.16;0.09;12.17;109;143;21;74;34;96;18;109;153;20;123;9;338;30;58;13;23;6;5;533
Reno543;677502.77;4902459.26;0;30559.47;27601.99;44.251983;11.222348;51.39;0.58;15.47;5.35;0.11;3.07;7.87;0.88;1.97;0.1;13.21;99;150;20;91;32;92;12;118;227;26;149;12;434;27;50;15;18;6;4;642
Reno544;678064.28;4902961.92;0;31120.98;28104.65;44.256368;11.229547;52.37;0.6;15.7;5.41;0.1;3.04;7.13;0.9;2.09;0.1;12.53;106;167;21;98;35;98;16;127;236;27;170;12;426;31;67;15;20;13;3;707
Reno545;677267.25;4903471.76;0;30323.95;28614.49;44.261149;11.219743;52.49;0.59;14.84;5.17;0.1;2.83;7.84;1.02;2.04;0.09;12.99;97;151;19;89;35;93;12;124;245;28;187;11;446;31;56;15;22;10;14;760
Reno546;677581.34;4904170.44;0;30638.04;29313.17;44.267358;11.223912;53.19;0.58;15.17;5.13;0.09;2.86;7.72;0.99;2.08;0.09;12.1;99;148;20;87;32;96;17;126;235;24;158;11;419;33;64;14;22;8;2;686
