2023-04-13-18:04:47;11.46
2023-04-13-18:24:47;11.42
2023-04-13-18:44:46;11.32
2023-04-13-19:04:46;11.21
2023-04-13-19:24:46;11.14
2023-04-13-19:44:46;10.89
2023-04-13-20:04:46;10.84
2023-04-13-20:24:45;10.78
2023-04-13-20:44:45;10.75
2023-04-13-21:04:45;10.66
2023-04-13-21:24:45;10.72
2023-04-13-21:44:45;10.55
2023-04-13-22:04:44;10.5
2023-04-13-22:24:44;10.46
2023-04-13-22:44:44;10.43
2023-04-13-23:04:44;10.37
2023-04-13-23:24:44;10.32
2023-04-13-23:44:43;10.25
