Timestamp;Temp. Ambiente
2023-04-07 10:46:22;9.33
2023-04-07 11:06:21;9.07
2023-04-07 11:26:21;8.98
2023-04-07 11:46:21;8.94
2023-04-07 12:06:21;8.91
2023-04-07 12:26:21;8.95
2023-04-07 12:46:20;8.98
2023-04-07 13:06:20;9.01
2023-04-07 13:26:20;9.04
2023-04-07 13:46:20;9.08
2023-04-07 14:06:20;9.09
2023-04-07 14:26:19;9.13
2023-04-07 14:46:19;9.18
2023-04-07 15:06:19;9.2
2023-04-07 15:26:19;9.25
2023-04-07 15:46:19;9.26
2023-04-07 16:06:18;9.25
2023-04-07 16:26:18;9.26
2023-04-07 16:46:18;9.22
2023-04-07 17:06:18;9.27
2023-04-07 17:26:18;9.26
2023-04-07 17:46:17;9.24
2023-04-07 18:06:17;9.22
2023-04-07 18:26:17;9.28
2023-04-07 18:46:17;9.23
2023-04-07 19:06:16;9.23
2023-04-07 19:26:16;9.25
2023-04-07 19:46:16;9.25
2023-04-07 20:06:16;9.2
2023-04-07 20:26:16;9.21
2023-04-07 20:46:15;9.2
2023-04-07 21:06:15;9.2
2023-04-07 21:26:15;9.13
2023-04-07 21:46:15;9.13
2023-04-07 22:06:15;9.08
2023-04-07 22:26:14;9.11
2023-04-07 22:46:14;9.08
2023-04-07 23:06:14;9.03
2023-04-07 23:26:14;9
2023-04-07 23:46:14;9
2023-04-08 00:06:13;9.04
2023-04-08 00:26:13;9.03
2023-04-08 00:46:13;9.02
2023-04-08 01:06:13;9.01
2023-04-08 01:26:12;8.94
2023-04-08 01:46:12;8.91
2023-04-08 02:06:12;8.88
2023-04-08 02:26:12;8.86
2023-04-08 02:46:12;8.79
2023-04-08 03:06:11;8.71
2023-04-08 03:26:11;8.72
2023-04-08 03:46:11;8.74
2023-04-08 04:06:12;8.79
2023-04-08 04:26:11;8.82
2023-04-08 04:46:10;8.84
2023-04-08 05:06:11;8.85
2023-04-08 05:26:10;8.79
2023-04-08 05:46:10;8.74
2023-04-08 06:06:10;8.68
2023-04-08 06:26:09;8.66
2023-04-08 07:06:09;8.69
2023-04-08 07:46:09;8.7
2023-04-08 08:06:08;8.79
2023-04-08 08:26:08;8.91
2023-04-08 08:46:08;8.94
2023-04-08 09:06:08;8.98
2023-04-08 09:26:07;9.08
2023-04-08 09:46:07;9.12
2023-04-08 10:06:07;9.15
2023-04-08 10:26:07;9.4
2023-04-08 10:46:07;9.43
2023-04-08 11:06:06;9.35
2023-04-08 11:26:06;9.37
2023-04-08 11:46:06;9.35
2023-04-08 12:06:06;9.42
2023-04-08 12:26:06;9.42
2023-04-08 12:46:05;9.52
2023-04-08 13:06:05;9.59
2023-04-08 13:26:05;9.6
2023-04-08 13:46:05;9.61
2023-04-08 14:06:05;9.61
