X;Y;Z;reality
m;m;m; 
R+;R+;R;R
;;; 
X;Y;depth;field
;;; 
1493580.9;4916488.9;-4.8;25.3
1493580.9;4916488.2;-4.9;25.3
1493581.0;4916486.8;-5.2;25.3
1493581.1;4916485.3;-5.3;25.3
1493581.0;4916483.9;-5.3;25.3
1493581.0;4916482.5;-5.3;25.3
1493580.9;4916481.1;-5.2;25.3
1493580.7;4916479.7;-4.9;25.3
1493580.0;4916478.4;-4.8;25.3
1493579.2;4916475.6;-4.3;25.3
1493579.2;4916474.8;-4.2;25.3
1493579.1;4916474.1;-4.2;25.3
1493579.0;4916472.7;-4.4;25.3
1493578.8;4916471.3;-4.4;25.3
1493578.8;4916469.9;-4.5;25.3
1493578.0;4916467.3;-4.6;25.3
1493577.6;4916465.9;-4.7;25.3
1493577.5;4916464.4;-4.3;25.3
1493577.4;4916462.8;-4.2;25.3
1493577.3;4916461.3;-4.2;25.3
1493577.0;4916460.0;-4.3;25.3
1493577.0;4916458.6;-4.4;25.3
1493577.0;4916457.1;-4.6;25.3
1493576.8;4916455.6;-4.6;25.3
1493576.7;4916454.1;-4.5;25.3
1493576.6;4916452.8;-4.6;25.3
1493576.6;4916451.4;-4.3;25.3
1493576.2;4916449.9;-3.7;25.3
1493575.7;4916448.4;-3.5;25.3
1493575.8;4916446.8;-3.8;25.3
1493575.9;4916445.3;-4.1;25.3
1493576.1;4916443.7;-3.9;25.3
1493576.1;4916442.0;-3.5;25.3
1493576.3;4916440.5;-3.2;25.3
1493576.7;4916438.9;-2.8;25.3
1493576.8;4916438.1;-2.6;25.3
1493576.9;4916437.4;-2.5;25.3
1493576.6;4916435.9;-2.4;25.3
1493576.2;4916434.2;-2.2;25.3
1493575.9;4916432.9;-1.8;25.3
1493575.8;4916431.6;-1.6;25.3
1493576.0;4916430.3;-1.3;25.3
1493575.9;4916428.8;-1.1;25.3
1493576.1;4916427.2;-0.7;25.3
1493576.4;4916425.5;-0.1;25.3
1493576.5;4916423.8;0.2;25.3
1493576.5;4916422.0;0.4;25.3
1493576.6;4916418.7;1.0;25.3
1493576.3;4916417.3;1.4;25.3
1493576.0;4916415.8;1.3;25.3
1493575.9;4916414.4;0.7;25.3
1493575.8;4916412.9;0.1;25.3
1493575.7;4916411.3;-0.4;25.3
1493575.6;4916409.6;-0.9;25.3
1493575.6;4916408.1;-1.1;25.3
1493575.6;4916406.5;-1.3;25.3
1493575.7;4916404.9;-1.1;25.3
1493575.6;4916403.4;-1.0;25.3
1493575.6;4916402.3;-0.6;25.3
1493575.8;4916400.9;-0.1;25.3
1493576.0;4916399.3;0.5;25.3
1493576.1;4916397.5;1.0;25.3
1493576.1;4916395.9;1.4;25.3
1493576.3;4916394.4;1.6;25.3
1493576.4;4916392.8;1.9;25.3
1493576.9;4916391.0;2.2;25.3
1493577.1;4916389.3;2.7;25.3
1493577.0;4916387.8;3.3;25.3
1493576.9;4916386.2;3.5;25.3
1493576.8;4916384.6;3.6;25.3
1493577.0;4916383.0;3.4;25.3
1493577.0;4916381.4;3.1;25.3
1493576.8;4916379.6;2.8;25.3
1493576.7;4916377.9;2.6;25.3
1493576.6;4916376.3;2.5;25.3
1493576.7;4916374.7;2.2;25.3
1493576.7;4916373.1;2.0;25.3
1493576.5;4916371.7;1.8;25.3
1493576.4;4916370.4;1.5;25.3
1493576.5;4916368.6;1.4;25.3
1493576.5;4916367.0;1.3;25.3
1493576.4;4916365.5;1.0;25.3
1493576.4;4916364.2;1.0;25.3
1493576.3;4916362.9;0.6;25.3
1493576.3;4916362.2;0.4;25.3
1493576.2;4916361.5;0.3;25.3
1493575.9;4916360.0;-0.2;25.3
1493575.8;4916358.5;-0.1;25.3
1493575.6;4916355.8;-0.1;25.3
1493575.3;4916354.7;-0.1;25.3
1493575.0;4916353.3;0.0;25.3
1493574.7;4916351.9;0.2;25.3
1493574.4;4916350.6;0.3;25.3
1493574.1;4916349.2;0.4;25.3
1493573.8;4916347.8;0.5;25.3
1493573.5;4916346.5;0.7;25.3
1493573.2;4916345.1;0.8;25.3
1493572.8;4916343.7;0.9;25.3
1493572.5;4916342.3;1.0;25.3
1493572.2;4916341.0;1.2;25.3
1493571.9;4916339.6;1.3;25.3
1493571.6;4916338.2;1.4;25.3
1493571.3;4916336.8;1.5;25.3
1493571.0;4916335.5;1.7;25.3
1493570.7;4916334.1;1.8;25.3
1493570.4;4916332.7;1.9;25.3
1493570.1;4916331.3;2.0;25.3
1493569.8;4916330.0;2.2;25.3
1493569.5;4916328.6;2.3;25.3
1493569.2;4916327.0;2.3;25.3
1493568.8;4916325.2;2.2;25.3
1493568.6;4916324.4;2.3;25.3
1493568.5;4916323.5;2.4;25.3
1493568.6;4916321.8;2.4;25.3
1493568.5;4916318.5;2.8;25.3
1493567.8;4916317.1;2.6;25.3
1493567.2;4916315.7;2.5;25.3
1493566.6;4916314.2;2.4;25.3
1493566.4;4916312.7;2.2;25.3
1493566.0;4916311.3;1.9;25.3
1493565.5;4916309.9;2.0;25.3
1493565.0;4916308.5;1.7;25.3
1493564.6;4916307.2;1.1;25.3
1493564.3;4916305.8;1.0;25.3
1493564.2;4916304.4;0.7;25.3
1493563.9;4916303.1;0.4;25.3
1493563.5;4916301.8;0.2;25.3
1493563.2;4916300.4;0.0;25.3
1493563.3;4916299.1;-0.3;25.3
1493563.5;4916297.7;-0.4;25.3
1493563.7;4916296.5;-0.9;25.3
1493563.8;4916295.2;-1.2;25.3
1493563.8;4916293.7;-1.8;25.3
1493563.8;4916292.1;-2.5;25.3
1493563.7;4916290.5;-2.7;25.3
1493563.5;4916289.0;-2.6;25.3
1493563.2;4916287.6;-2.3;25.3
1493562.7;4916286.2;-1.9;25.3
1493562.3;4916284.8;-2.1;25.3
1493562.0;4916283.2;-2.2;25.3
1493561.9;4916281.8;-2.3;25.3
1493562.1;4916280.4;-2.4;25.3
1493562.3;4916278.9;-2.4;25.3
1493562.4;4916277.4;-2.5;25.3
1493562.5;4916275.9;-2.6;25.3
1493562.9;4916274.7;-2.4;25.3
1493563.5;4916273.7;-2.4;25.3
1493563.9;4916272.5;-2.4;25.3
1493563.9;4916270.8;-2.4;25.3
1493563.6;4916269.1;-2.6;25.3
1493563.3;4916267.3;-2.9;25.3
1493563.1;4916265.9;-3.4;25.3
1493563.3;4916264.6;-3.3;25.3
1493563.2;4916263.1;-3.2;25.3
1493562.9;4916261.6;-3.4;25.3
1493563.1;4916260.2;-3.4;25.3
1493563.4;4916258.7;-3.4;25.3
1493563.6;4916257.3;-3.1;25.3
1493563.6;4916256.1;-2.8;25.3
1493563.6;4916254.8;-2.8;25.3
1493563.6;4916254.0;-3.0;25.3
1493563.6;4916253.2;-3.2;25.3
1493564.1;4916250.2;-3.6;25.3
1493564.5;4916249.0;-3.5;25.3
1493564.8;4916247.6;-3.5;25.3
1493565.2;4916246.0;-3.5;25.3
1493565.4;4916244.5;-3.4;25.3
1493565.6;4916243.1;-3.3;25.3
1493565.8;4916241.7;-3.3;25.3
1493566.3;4916240.2;-2.8;25.3
1493566.7;4916238.8;-2.5;25.3
1493567.1;4916237.3;-2.3;25.3
1493567.3;4916236.4;-1.9;25.3
1493567.5;4916235.6;-1.6;25.3
1493568.4;4916232.2;-0.8;25.3
1493569.0;4916230.6;-0.3;25.3
1493569.4;4916229.1;0.2;25.3
1493569.8;4916227.6;0.7;25.3
1493570.8;4916226.0;1.3;25.3
1493571.6;4916224.7;1.7;25.3
1493572.5;4916223.4;2.1;25.3
1493572.6;4916222.1;1.8;25.3
1493572.9;4916221.0;1.4;25.3
1493573.1;4916219.8;0.9;25.3
1493573.5;4916218.6;0.8;25.3
1493573.9;4916217.1;1.3;25.3
1493574.3;4916215.6;1.8;25.3
1493575.0;4916214.1;2.4;25.3
1493575.9;4916212.7;3.0;25.3
1493576.7;4916211.3;3.7;25.3
1493577.1;4916209.8;3.8;25.3
1493577.3;4916207.9;4.0;25.3
1493577.6;4916206.4;3.9;25.3
1493578.3;4916205.1;4.1;25.3
1493579.0;4916204.0;4.4;25.3
1493579.6;4916202.9;4.8;25.3
1493580.0;4916201.6;4.7;25.3
1493580.3;4916200.4;4.8;25.3
1493580.7;4916199.1;5.0;25.3
1493581.1;4916197.6;5.2;25.3
1493581.6;4916196.0;5.7;25.3
1493582.1;4916194.5;6.1;25.3
1493582.8;4916193.0;6.4;25.3
1493583.5;4916191.7;6.8;25.3
1493584.3;4916190.4;7.1;25.3
1493585.1;4916189.1;7.1;25.3
1493586.0;4916187.5;7.2;25.3
1493586.9;4916186.0;7.3;25.3
1493587.6;4916184.6;7.5;25.3
1493588.2;4916183.5;7.2;25.3
1493588.9;4916182.4;7.0;25.3
1493589.4;4916181.4;6.2;25.3
1493590.2;4916180.1;5.8;25.3
1493590.9;4916178.8;5.4;25.3
1493592.0;4916177.8;5.2;25.3
1493593.2;4916176.8;5.4;25.3
1493594.4;4916175.8;5.6;25.3
1493595.4;4916174.7;5.5;25.3
1493595.9;4916173.5;5.7;25.3
1493596.3;4916172.3;5.8;25.3
1493597.2;4916171.2;6.0;25.3
1493598.4;4916170.1;6.0;25.3
1493599.6;4916169.0;6.1;25.3
1493600.5;4916168.0;6.1;25.3
1493600.9;4916167.5;6.2;25.3
1493601.3;4916167.0;6.2;25.3
1493603.3;4916165.2;6.3;25.3
1493604.3;4916164.1;6.6;25.3
1493605.3;4916163.3;6.6;25.3
1493606.4;4916162.8;6.4;25.3
1493607.3;4916162.0;6.2;25.3
1493608.2;4916161.0;6.2;25.3
1493609.3;4916159.6;6.4;25.3
1493610.3;4916158.6;6.3;25.3
1493611.3;4916157.8;6.1;25.3
1493612.3;4916156.7;5.8;25.3
1493613.5;4916155.7;5.8;25.3
1493614.4;4916154.8;5.5;25.3
1493615.1;4916153.9;5.5;25.3
1493615.9;4916153.0;5.3;25.3
1493616.6;4916151.9;5.0;25.3
1493617.1;4916150.7;4.7;25.3
1493617.8;4916149.3;4.5;25.3
1493618.7;4916147.9;4.3;25.3
1493619.6;4916146.4;4.2;25.3
1493620.4;4916145.1;4.1;25.3
1493621.3;4916144.0;3.8;25.3
1493622.0;4916143.0;3.7;25.3
1493622.9;4916142.0;3.5;25.3
1493623.9;4916141.1;3.4;25.3
1493624.9;4916140.3;3.2;25.3
1493626.0;4916139.6;2.9;25.3
1493627.3;4916138.8;2.6;25.3
1493628.4;4916138.0;2.8;25.3
1493629.4;4916136.9;3.3;25.3
1493630.6;4916135.6;4.2;25.3
1493631.6;4916134.5;4.8;25.3
1493632.8;4916133.5;5.5;25.3
1493633.8;4916132.5;5.9;25.3
1493634.8;4916131.6;6.3;25.3
1493635.5;4916131.0;6.3;25.3
1493636.3;4916130.2;6.6;25.3
1493637.0;4916129.1;6.8;25.3
1493638.0;4916128.2;7.5;25.3
1493639.2;4916127.6;7.6;25.3
1493640.3;4916127.1;7.4;25.3
1493641.3;4916126.5;7.3;25.3
1493642.7;4916126.0;7.5;25.3
1493644.1;4916125.7;8.0;25.3
1493645.4;4916125.3;8.6;25.3
1493646.6;4916125.4;9.2;25.3
1493647.8;4916125.4;9.6;25.3
1493649.0;4916125.3;10.0;25.3
1493650.0;4916125.1;10.2;25.3
1493651.2;4916124.7;10.2;25.3
1493652.8;4916124.0;10.3;25.3
1493654.3;4916123.5;10.3;25.3
1493656.0;4916122.8;10.3;25.3
1493657.5;4916122.2;10.1;25.3
1493659.1;4916121.6;9.9;25.2
1493660.5;4916121.0;9.8;25.2
1493661.7;4916120.4;9.9;25.2
1493663.1;4916119.9;9.7;25.2
1493664.6;4916119.6;9.6;25.2
1493666.0;4916119.3;9.2;25.2
1493667.4;4916119.1;8.9;25.2
1493668.8;4916118.8;8.8;25.2
1493670.2;4916118.3;8.5;25.3
1493671.6;4916117.6;8.3;25.3
1493673.0;4916116.9;8.1;25.3
1493674.4;4916116.6;7.8;25.3
1493675.7;4916116.2;7.4;25.3
1493677.1;4916116.1;7.1;25.3
1493678.4;4916115.9;6.8;25.3
1493679.8;4916115.8;6.9;25.3
1493681.4;4916115.6;6.8;25.3
1493682.7;4916115.4;6.6;25.3
1493683.8;4916115.0;6.2;25.3
1493685.2;4916114.6;5.8;25.3
1493686.4;4916114.2;5.3;25.3
1493687.6;4916113.8;4.8;25.3
1493688.9;4916113.6;4.3;25.3
1493690.0;4916113.5;3.6;25.3
1493691.0;4916113.4;3.3;25.3
1493692.1;4916113.2;2.7;25.3
1493693.5;4916113.0;2.4;25.3
1493694.9;4916112.8;2.0;25.3
1493696.5;4916112.6;2.1;25.3
1493698.2;4916112.1;2.7;25.3
1493700.0;4916111.5;3.5;25.3
1493701.9;4916111.0;3.8;25.3
1493703.5;4916110.7;3.9;25.3
1493705.1;4916110.5;4.0;25.3
1493706.6;4916110.4;4.2;25.3
1493708.0;4916110.3;4.3;25.3
1493709.3;4916110.1;4.2;25.3
1493710.7;4916110.0;3.9;25.3
1493712.1;4916110.1;3.5;25.3
1493713.5;4916110.2;3.1;25.3
1493715.1;4916110.3;2.9;25.3
1493716.5;4916110.2;2.4;25.3
1493717.7;4916110.2;2.1;25.3
1493718.7;4916110.2;1.8;25.3
1493720.0;4916110.3;1.4;25.3
1493721.4;4916110.4;0.9;25.3
1493723.3;4916110.7;0.7;25.3
1493724.7;4916111.0;0.9;25.3
1493726.2;4916111.3;1.2;25.3
1493727.4;4916111.8;1.2;25.3
1493728.7;4916112.1;1.5;25.3
1493729.9;4916112.5;1.8;25.3
1493731.1;4916112.8;1.8;25.3
1493732.5;4916113.0;1.5;25.3
1493733.9;4916113.2;1.2;25.3
1493735.4;4916113.6;0.8;25.3
1493736.9;4916113.9;0.5;25.3
1493738.3;4916114.2;0.1;25.3
1493739.8;4916114.4;0.4;25.3
1493741.4;4916114.8;0.2;25.3
1493743.0;4916115.2;-0.1;25.3
1493744.2;4916115.7;-0.4;25.3
1493745.5;4916116.0;-0.2;25.3
1493746.8;4916116.3;0.0;25.3
1493748.4;4916116.5;0.5;25.3
1493749.8;4916116.8;0.4;25.3
1493751.2;4916117.0;0.3;25.3
1493752.5;4916117.2;0.1;25.3
1493753.9;4916117.6;0.1;25.3
1493755.3;4916117.9;0.1;25.3
1493756.7;4916118.5;0.1;25.3
1493758.2;4916119.0;0.1;25.3
1493759.7;4916119.4;0.1;25.3
1493761.1;4916119.6;0.3;25.3
1493762.7;4916119.8;0.5;25.3
1493764.4;4916120.1;0.7;25.3
1493765.9;4916120.5;0.9;25.3
1493767.4;4916121.1;1.0;25.3
1493768.9;4916121.7;1.1;25.3
1493770.5;4916122.5;1.1;25.3
1493772.1;4916123.2;1.3;25.3
1493773.7;4916123.8;1.7;25.3
1493775.2;4916124.4;2.2;25.3
1493776.7;4916124.9;2.1;25.3
1493778.1;4916125.4;2.0;25.3
1493779.3;4916126.1;1.6;25.3
1493780.6;4916126.9;1.8;25.3
1493781.9;4916127.7;1.9;25.3
1493783.4;4916128.3;2.0;25.3
1493784.8;4916129.1;2.2;25.3
1493786.2;4916129.8;2.5;25.3
1493787.4;4916130.2;2.4;25.3
1493788.6;4916130.7;2.4;25.3
1493789.8;4916131.2;2.2;25.3
1493791.2;4916131.8;2.2;25.3
1493792.3;4916132.5;2.4;25.3
1493793.5;4916133.1;2.5;25.3
1493794.4;4916134.0;2.5;25.3
1493795.5;4916135.1;2.2;25.3
1493797.0;4916136.2;2.2;25.3
1493798.6;4916137.4;1.9;25.3
1493800.1;4916138.3;1.7;25.3
1493801.6;4916139.1;1.5;25.3
1493803.0;4916140.0;1.0;25.3
1493804.4;4916140.9;0.5;25.3
1493805.9;4916141.7;0.0;25.3
1493807.3;4916142.9;-0.6;25.3
1493808.8;4916143.8;-0.9;25.3
1493810.0;4916144.9;-1.2;25.3
1493811.4;4916146.3;-1.7;25.3
1493812.8;4916147.5;-2.0;25.3
1493814.2;4916148.6;-2.3;25.3
1493815.7;4916149.3;-1.9;25.3
1493817.2;4916150.1;-1.8;25.3
1493818.6;4916150.9;-1.5;25.3
1493819.9;4916151.8;-1.3;25.3
1493821.2;4916152.7;-1.2;25.2
1493822.5;4916153.6;-1.1;25.2
1493823.6;4916154.8;-1.3;25.2
1493824.5;4916156.3;-1.6;25.3
1493825.6;4916157.7;-1.3;25.3
1493826.4;4916159.0;-1.2;25.3
1493826.9;4916160.2;-1.4;25.3
1493827.4;4916161.4;-1.6;25.3
1493828.1;4916161.9;-1.9;25.3
1493828.9;4916162.2;-1.9;25.3
1493829.5;4916162.8;-2.2;25.2
1493830.2;4916163.7;-2.3;25.3
1493831.0;4916164.7;-2.7;25.3
1493831.9;4916165.7;-3.0;25.3
1493832.9;4916166.6;-3.3;25.3
1493833.9;4916167.4;-3.3;25.2
1493834.5;4916168.5;-3.4;25.2
1493834.8;4916169.6;-3.8;25.2
1493835.1;4916170.8;-4.1;25.2
1493835.7;4916171.8;-4.4;25.2
1493836.4;4916173.0;-4.7;25.2
1493837.3;4916174.0;-4.5;25.2
1493838.0;4916175.1;-4.7;25.2
1493839.2;4916176.6;-4.8;25.3
1493840.5;4916178.2;-4.9;25.3
1493841.8;4916179.8;-5.1;25.3
1493842.6;4916181.1;-5.5;25.3
1493843.2;4916182.2;-5.7;25.3
1493843.8;4916183.4;-5.8;25.3
1493844.2;4916184.5;-6.4;25.3
1493844.8;4916185.5;-7.0;25.3
1493845.4;4916186.5;-7.6;25.3
1493846.0;4916187.8;-7.8;25.3
1493846.4;4916189.1;-7.9;25.3
1493846.8;4916190.5;-8.1;25.3
1493847.2;4916191.7;-8.1;25.3
1493847.6;4916193.1;-8.3;25.3
1493848.0;4916194.4;-8.5;25.3
1493848.7;4916195.9;-8.4;25.3
1493849.3;4916197.4;-8.1;25.3
1493849.9;4916199.0;-7.8;25.3
1493850.3;4916200.4;-7.6;25.3
1493850.6;4916201.6;-7.4;25.3
1493850.9;4916202.8;-7.2;25.3
1493851.2;4916204.0;-6.8;25.3
1493851.8;4916205.2;-6.2;25.3
1493852.5;4916206.4;-5.7;25.3
1493852.9;4916208.1;-5.8;25.3
1493853.5;4916209.5;-5.4;25.3
1493854.1;4916210.9;-5.1;25.3
1493854.6;4916212.4;-4.8;25.3
1493855.0;4916213.9;-4.5;25.3
1493855.3;4916215.5;-4.3;25.3
1493855.9;4916216.9;-4.4;25.3
1493856.5;4916218.6;-4.4;25.3
1493857.1;4916220.3;-4.4;25.3
1493857.4;4916222.1;-4.6;25.3
1493857.8;4916223.8;-4.7;25.3
1493858.1;4916225.5;-4.8;25.3
1493858.9;4916226.9;-4.7;25.3
1493859.7;4916228.3;-4.7;25.3
1493860.5;4916229.7;-4.6;25.3
1493861.3;4916231.0;-4.6;25.3
1493861.9;4916232.7;-4.8;25.4
1493862.5;4916234.3;-4.9;25.4
1493862.4;4916235.9;-5.3;25.4
1493862.5;4916237.6;-5.6;25.3
1493862.6;4916239.3;-5.9;25.3
1493862.8;4916240.6;-6.2;25.3
1493862.7;4916241.9;-6.6;25.3
1493862.6;4916243.2;-7.0;25.3
1493862.6;4916244.6;-7.2;25.3
1493862.4;4916245.7;-7.6;25.3
1493862.2;4916246.8;-7.9;25.3
1493862.2;4916248.2;-8.2;25.3
1493862.3;4916249.8;-8.1;25.3
1493862.4;4916251.3;-8.1;25.3
1493862.7;4916252.7;-8.1;25.3
1493863.1;4916254.0;-8.3;25.3
1493863.6;4916255.3;-8.6;25.3
1493863.9;4916257.0;-9.1;25.3
1493864.2;4916258.8;-9.4;25.3
1493864.4;4916260.5;-9.7;25.3
1493864.6;4916262.2;-9.6;25.3
1493864.6;4916263.8;-9.4;25.3
1493864.6;4916265.4;-9.3;25.3
1493864.5;4916267.1;-9.3;25.3
1493864.4;4916268.8;-9.3;25.3
1493864.2;4916270.4;-9.3;25.3
1493863.6;4916271.9;-9.8;25.3
1493863.7;4916273.5;-10.2;25.3
1493863.8;4916275.0;-10.6;25.3
1493864.2;4916276.9;-10.7;25.3
1493864.4;4916278.8;-11.0;25.3
1493864.6;4916280.6;-11.3;25.3
1493864.9;4916282.7;-11.6;25.3
1493865.2;4916284.4;-11.5;25.3
1493865.5;4916286.0;-11.4;25.3
1493865.5;4916287.8;-11.1;25.3
1493865.4;4916289.8;-11.3;25.3
1493865.4;4916291.8;-11.5;25.3
1493865.7;4916294.0;-11.3;25.3
1493866.0;4916295.9;-11.4;25.3
1493866.3;4916297.8;-11.4;25.3
1493866.2;4916299.4;-11.3;25.3
1493866.1;4916300.8;-11.4;25.3
1493865.9;4916302.2;-11.4;25.3
1493865.6;4916303.8;-11.2;25.3
1493865.4;4916305.3;-10.9;25.3
1493865.2;4916306.9;-10.7;25.3
1493865.0;4916308.3;-10.7;25.3
1493864.6;4916309.9;-10.8;25.3
1493864.2;4916311.5;-10.8;25.3
1493863.8;4916313.1;-10.9;25.3
1493863.3;4916314.7;-11.1;25.3
1493862.9;4916316.2;-11.3;25.3
1493862.4;4916317.7;-11.4;25.3
1493861.7;4916319.0;-11.7;25.3
1493861.1;4916320.4;-11.9;25.3
1493860.4;4916322.1;-12.5;25.3
1493860.3;4916324.0;-13.2;25.3
1493860.2;4916325.8;-13.9;25.3
1493860.0;4916327.4;-14.3;25.3
1493859.8;4916328.6;-14.5;25.3
1493859.7;4916329.8;-14.7;25.4
1493859.2;4916330.9;-14.4;25.3
1493858.7;4916332.1;-14.2;25.3
1493858.1;4916333.3;-13.9;25.3
1493857.4;4916334.7;-13.8;25.3
1493856.6;4916336.2;-14.2;25.3
1493855.8;4916337.7;-14.5;25.3
1493855.1;4916339.3;-14.9;25.3
1493854.5;4916341.1;-15.0;25.3
1493853.9;4916342.9;-15.1;25.3
1493853.6;4916344.3;-15.3;25.3
1493853.5;4916345.5;-15.2;25.3
1493853.4;4916346.7;-15.2;25.3
1493852.8;4916348.1;-15.4;25.3
1493852.3;4916349.2;-15.4;25.3
1493851.8;4916350.4;-15.5;25.3
1493850.8;4916351.8;-15.4;25.3
1493850.3;4916353.2;-15.2;25.3
1493849.7;4916354.7;-15.0;25.3
1493849.3;4916355.8;-15.0;25.3
1493848.4;4916357.3;-15.2;25.3
1493847.6;4916358.9;-15.5;25.3
1493847.2;4916360.2;-15.3;25.3
1493846.9;4916361.6;-15.0;25.3
1493846.6;4916362.9;-14.7;25.3
1493846.3;4916364.7;-14.7;25.3
1493846.2;4916366.3;-14.4;25.3
1493846.0;4916367.9;-14.2;25.3
1493845.5;4916369.4;-13.7;25.3
1493844.9;4916370.6;-13.1;25.3
1493844.2;4916371.7;-12.4;25.3
1493843.7;4916372.7;-11.8;25.3
1493842.9;4916373.7;-11.4;25.3
1493842.2;4916374.7;-11.1;25.3
1493841.2;4916375.9;-10.5;25.3
1493840.5;4916376.9;-9.8;25.3
1493839.8;4916378.0;-9.1;25.3
1493839.2;4916379.1;-8.8;25.3
1493838.6;4916380.3;-9.1;25.3
1493838.0;4916381.5;-9.4;25.3
1493837.4;4916382.4;-9.3;25.3
1493836.6;4916383.9;-8.9;25.3
1493835.9;4916385.4;-8.6;25.3
1493835.1;4916386.8;-8.0;25.3
1493834.5;4916388.1;-7.4;25.3
1493833.8;4916389.4;-6.8;25.3
1493833.2;4916390.9;-6.5;25.3
1493832.7;4916392.3;-6.2;25.3
1493832.2;4916393.7;-6.0;25.3
1493831.9;4916395.0;-5.5;25.3
1493831.7;4916396.3;-5.0;25.3
1493831.5;4916397.6;-4.6;25.3
1493831.3;4916399.0;-4.2;25.3
1493830.8;4916400.6;-4.0;25.3
1493830.3;4916402.2;-3.7;25.3
1493830.1;4916403.6;-3.3;25.3
1493829.6;4916405.4;-3.2;25.3
1493829.1;4916407.3;-3.2;25.3
1493828.6;4916409.2;-3.3;25.3
1493828.2;4916410.8;-3.2;25.3
1493827.8;4916412.5;-3.2;25.3
1493827.3;4916414.2;-3.3;25.3
1493826.8;4916415.7;-3.6;25.3
1493826.3;4916417.3;-3.9;25.3
1493825.5;4916419.0;-4.1;25.3
1493825.1;4916420.7;-4.3;25.3
1493824.7;4916422.4;-4.5;25.3
1493824.4;4916423.9;-4.4;25.3
1493824.2;4916425.4;-4.6;25.3
1493824.0;4916426.8;-4.7;25.3
1493823.6;4916428.3;-4.7;25.3
1493823.3;4916429.7;-4.7;25.3
1493823.0;4916431.2;-4.7;25.3
1493822.5;4916432.6;-4.6;25.3
1493821.9;4916433.8;-4.3;25.3
1493821.4;4916435.0;-4.1;25.3
1493820.9;4916436.5;-3.9;25.3
1493820.6;4916438.2;-3.8;25.3
1493820.2;4916439.8;-3.8;25.3
1493819.7;4916441.4;-3.5;25.3
1493819.3;4916443.0;-3.5;25.3
1493819.0;4916444.6;-3.5;25.3
1493818.8;4916446.2;-3.3;25.3
1493818.6;4916447.8;-3.1;25.3
1493818.5;4916449.5;-2.9;25.3
1493818.3;4916451.2;-3.0;25.3
1493818.0;4916452.7;-3.0;25.3
1493817.6;4916454.2;-3.1;25.3
1493817.0;4916455.9;-3.3;25.3
1493816.7;4916457.6;-3.3;25.3
1493816.4;4916459.2;-3.1;25.3
1493816.1;4916460.8;-2.8;25.3
1493815.5;4916462.5;-2.9;25.3
1493814.8;4916464.2;-2.9;25.3
1493814.2;4916465.9;-3.0;25.3
1493813.7;4916467.8;-3.0;25.3
1493813.1;4916469.7;-3.1;25.3
1493812.8;4916471.6;-2.9;25.3
1493812.6;4916473.4;-2.6;25.3
1493812.4;4916475.2;-2.4;25.3
1493812.4;4916476.9;-2.1;25.3
1493812.4;4916478.5;-1.9;25.3
1493812.4;4916480.1;-1.7;25.3
1493812.4;4916481.6;-1.6;25.3
1493812.2;4916483.1;-1.7;25.3
1493811.9;4916484.7;-1.7;25.3
1493811.3;4916486.7;-1.8;25.3
1493811.0;4916488.7;-1.5;25.3
1493811.1;4916490.4;-1.4;25.3
1493811.0;4916491.8;-1.4;25.3
1493810.7;4916493.3;-1.6;25.3
1493810.6;4916494.8;-1.8;25.3
1493810.6;4916496.1;-2.0;25.3
1493810.7;4916497.6;-2.1;25.3
1493810.7;4916499.4;-1.9;25.3
1493810.6;4916501.1;-1.7;25.3
1493810.6;4916502.8;-1.6;25.3
1493810.9;4916504.3;-1.6;25.3
1493810.9;4916506.0;-1.5;25.3
1493811.0;4916507.8;-1.5;25.3
1493811.4;4916509.5;-1.5;25.3
1493811.4;4916511.2;-1.1;25.3
1493811.2;4916512.8;-1.1;25.3
1493811.1;4916514.5;-1.3;25.3
1493810.8;4916516.2;-1.6;25.3
1493810.4;4916517.9;-1.9;25.3
1493810.2;4916519.6;-2.3;25.3
1493810.3;4916521.2;-2.5;25.3
1493810.1;4916522.8;-2.9;25.3
1493810.0;4916524.3;-3.0;25.3
1493809.9;4916525.7;-2.9;25.3
1493809.9;4916527.0;-2.9;25.3
1493809.8;4916528.2;-2.6;25.3
1493809.7;4916529.8;-2.2;25.3
1493809.9;4916531.5;-1.7;25.3
1493810.0;4916533.2;-1.2;25.3
1493810.1;4916534.5;-1.1;25.3
1493810.0;4916535.8;-1.0;25.3
1493810.0;4916537.1;-0.7;25.3
1493810.2;4916538.4;-0.6;25.3
1493810.3;4916539.8;-0.6;25.3
1493810.4;4916541.2;-0.5;25.3
1493810.4;4916542.8;-0.3;25.3
1493810.2;4916544.5;-0.1;25.3
1493810.3;4916546.3;0.1;25.3
1493810.4;4916547.9;0.4;25.3
1493810.6;4916549.7;0.8;25.3
1493810.7;4916551.6;1.4;25.3
1493810.8;4916553.5;1.5;25.3
1493810.7;4916555.1;1.5;25.3
1493810.8;4916556.4;1.8;25.3
1493810.9;4916558.0;2.2;25.3
1493811.2;4916559.7;2.2;25.3
1493811.3;4916561.6;2.0;25.3
1493811.4;4916563.3;1.8;25.3
1493811.1;4916565.1;1.6;25.3
1493810.7;4916566.9;1.6;25.3
1493810.5;4916568.7;1.7;25.3
1493810.5;4916570.4;1.8;25.3
