X;Y;Z;reality
m;m;m; 
R+;R+;R;R
;;; 
X;Y;depth;field
;;; 
1493810.7;4916572.1;1.9;25.3
1493811.3;4916573.6;1.9;25.3
1493811.9;4916575.0;1.4;25.3
1493812.1;4916576.6;1.1;25.3
1493812.1;4916578.1;0.9;25.3
1493812.1;4916579.6;0.8;25.3
1493812.3;4916580.9;0.7;25.3
1493812.3;4916582.2;0.4;25.3
1493812.5;4916583.8;0.0;25.3
1493812.6;4916585.5;-0.3;25.3
1493812.4;4916586.9;-0.6;25.3
1493812.1;4916588.4;-0.8;25.3
1493811.8;4916589.8;-1.0;25.3
1493811.6;4916591.1;-1.4;25.3
1493811.6;4916592.2;-1.9;25.3
1493811.7;4916593.4;-2.0;25.3
1493811.8;4916594.9;-2.1;25.3
1493811.7;4916596.7;-2.1;25.3
1493811.6;4916598.2;-2.3;25.3
1493811.8;4916599.5;-2.8;25.3
1493812.3;4916600.8;-3.0;25.3
1493812.7;4916602.1;-3.1;25.3
1493812.8;4916603.9;-3.2;25.3
1493813.1;4916605.3;-2.9;25.3
1493813.2;4916606.7;-2.7;25.3
1493813.3;4916608.3;-2.6;25.3
1493813.2;4916609.8;-2.5;25.3
1493813.1;4916611.1;-2.4;25.3
1493813.2;4916612.6;-2.5;25.3
1493813.5;4916613.9;-2.8;25.3
1493813.5;4916615.3;-3.0;25.3
1493813.3;4916616.7;-2.8;25.3
1493813.1;4916618.3;-2.8;25.3
1493813.1;4916620.1;-2.7;25.4
1493813.4;4916621.8;-2.7;25.3
1493813.8;4916623.6;-3.0;25.3
1493814.0;4916625.6;-2.3;25.3
1493813.8;4916627.4;-2.1;25.3
1493813.7;4916629.0;-1.7;25.3
1493813.8;4916630.5;-1.6;25.3
1493814.0;4916631.9;-1.4;25.3
1493814.2;4916633.3;-1.2;25.3
1493814.3;4916634.8;-1.2;25.3
1493814.2;4916636.8;-1.1;25.3
1493813.7;4916639.0;-1.0;25.3
1493813.0;4916641.1;-1.1;25.3
1493812.2;4916643.2;-1.1;25.3
1493811.3;4916645.3;-1.1;25.3
1493810.9;4916647.1;-1.0;25.3
1493810.7;4916648.8;-1.2;25.3
1493810.4;4916650.3;-1.4;25.3
1493810.5;4916651.6;-1.5;25.3
1493810.7;4916652.9;-1.6;25.3
1493810.9;4916654.0;-1.9;25.3
1493811.2;4916655.2;-2.3;25.3
1493811.3;4916656.4;-2.5;25.3
1493811.1;4916657.7;-2.7;25.3
1493811.0;4916658.9;-3.2;25.3
1493810.8;4916660.0;-3.7;25.3
1493810.8;4916661.5;-4.3;25.3
1493810.7;4916663.2;-4.8;25.3
1493810.5;4916664.8;-5.2;25.3
1493810.7;4916666.1;-5.6;25.3
1493810.8;4916667.4;-6.2;25.3
1493811.2;4916668.6;-6.5;25.3
1493811.6;4916670.1;-6.5;25.3
1493811.8;4916671.9;-6.1;25.3
1493811.8;4916673.9;-5.6;25.3
1493811.4;4916675.8;-5.1;25.3
1493811.2;4916677.9;-4.1;25.3
1493811.4;4916679.5;-3.6;25.3
1493811.6;4916680.8;-3.7;25.3
1493811.8;4916682.1;-3.6;25.3
1493812.2;4916683.6;-3.3;25.3
1493812.4;4916684.9;-3.1;25.3
1493812.6;4916686.3;-2.8;25.3
1493812.6;4916687.7;-2.7;25.3
1493812.3;4916689.3;-2.6;25.3
1493812.1;4916690.6;-2.7;25.3
1493811.9;4916692.1;-3.0;25.3
1493811.8;4916693.7;-2.9;25.3
1493811.7;4916695.2;-2.9;25.3
1493811.6;4916696.7;-3.0;25.3
1493811.7;4916698.3;-3.0;25.3
1493811.7;4916699.8;-3.1;25.3
1493811.6;4916701.3;-3.4;25.3
1493811.3;4916702.9;-3.5;25.3
1493810.9;4916704.4;-3.4;25.3
1493810.6;4916705.8;-3.5;25.3
1493810.4;4916707.2;-3.8;25.3
1493810.1;4916708.8;-3.9;25.3
1493809.9;4916710.2;-3.9;25.3
1493810.3;4916711.5;-3.7;25.3
1493810.4;4916712.9;-3.6;25.3
1493810.1;4916714.5;-3.7;25.3
1493809.7;4916716.0;-3.9;25.3
1493809.4;4916717.5;-4.2;25.3
1493809.1;4916718.9;-4.4;25.3
1493808.9;4916720.4;-4.8;25.3
1493808.7;4916721.9;-5.0;25.3
1493808.6;4916723.4;-5.2;25.3
1493808.5;4916724.9;-5.3;25.3
1493808.3;4916726.4;-5.5;25.3
1493808.2;4916727.8;-5.6;25.3
1493808.1;4916729.5;-5.3;25.3
1493808.1;4916731.3;-5.1;25.3
1493808.0;4916733.0;-5.0;25.3
1493808.0;4916734.5;-4.8;25.3
1493807.8;4916735.9;-4.5;25.3
1493807.4;4916737.2;-4.7;25.3
1493806.7;4916738.9;-5.3;25.3
1493806.0;4916740.5;-5.3;25.3
1493805.2;4916742.2;-5.4;25.3
1493804.8;4916743.7;-5.4;25.3
1493804.3;4916745.4;-5.2;25.3
1493803.8;4916746.8;-5.0;25.3
1493803.3;4916748.3;-4.7;25.3
1493802.9;4916749.9;-4.6;25.3
1493802.4;4916751.5;-4.5;25.3
1493802.1;4916753.0;-4.5;25.3
1493801.8;4916754.5;-4.5;25.3
1493801.5;4916755.8;-4.3;25.3
1493801.3;4916757.2;-4.0;25.3
1493801.0;4916758.5;-3.7;25.3
1493800.6;4916759.9;-3.5;25.3
1493800.1;4916761.3;-3.7;25.3
1493799.6;4916762.7;-3.9;25.3
1493799.1;4916764.1;-3.8;25.3
1493798.6;4916765.7;-3.7;25.3
1493798.1;4916767.0;-3.7;25.3
1493797.7;4916768.4;-3.6;25.3
1493797.2;4916769.7;-3.3;25.3
1493796.7;4916771.0;-2.9;25.3
1493796.6;4916772.2;-2.9;25.3
1493796.4;4916773.4;-3.1;25.3
1493795.9;4916774.6;-3.3;25.3
1493795.8;4916776.0;-2.7;25.3
1493795.5;4916777.7;-2.5;25.3
1493795.2;4916779.1;-2.6;25.3
1493794.7;4916780.3;-2.1;25.3
1493794.4;4916781.5;-1.8;25.3
1493793.9;4916782.7;-1.5;25.3
1493793.7;4916783.9;-1.2;25.3
1493793.5;4916785.4;-0.8;25.3
1493793.3;4916787.1;-0.2;25.3
1493793.1;4916788.4;-0.4;25.3
1493792.8;4916789.6;-0.4;25.3
1493792.6;4916790.8;0.0;25.3
1493792.5;4916791.8;0.1;25.3
1493792.4;4916792.8;0.2;25.3
1493792.2;4916794.4;0.5;25.3
1493791.9;4916796.0;0.9;25.3
1493791.3;4916797.4;0.9;25.3
1493790.7;4916798.9;0.7;25.3
1493790.5;4916800.4;0.6;25.3
1493790.0;4916801.4;1.1;25.3
1493789.5;4916802.5;1.3;25.3
1493789.1;4916803.8;1.4;25.3
1493788.9;4916805.4;1.5;25.3
1493788.6;4916807.0;1.4;25.3
1493788.3;4916808.7;1.3;25.3
1493787.9;4916810.3;1.3;25.3
1493787.7;4916811.7;1.3;25.3
1493787.5;4916813.2;1.2;25.3
1493787.0;4916814.7;0.9;25.3
1493786.5;4916816.3;0.9;25.3
1493786.0;4916818.0;0.8;25.3
1493785.9;4916819.6;0.6;25.3
1493785.7;4916821.2;0.4;25.3
1493785.3;4916822.7;0.0;25.3
1493784.8;4916824.4;-0.4;25.3
1493784.3;4916826.0;-0.9;25.3
1493783.9;4916827.3;-0.7;25.3
1493783.8;4916828.7;0.2;25.3
1493783.6;4916830.2;0.7;25.3
1493783.2;4916831.9;1.2;25.3
1493782.5;4916833.5;1.2;25.3
1493781.3;4916835.2;1.5;25.3
1493780.5;4916836.9;1.7;25.3
1493780.1;4916838.4;2.0;25.3
1493779.9;4916839.8;2.3;25.3
1493779.5;4916841.3;2.4;25.3
1493778.9;4916842.8;2.5;25.3
1493778.4;4916844.3;2.8;25.3
1493777.8;4916845.7;2.6;25.3
1493777.1;4916847.2;2.3;25.3
1493775.9;4916848.5;1.9;25.3
1493774.8;4916849.9;1.8;25.3
1493774.2;4916851.3;1.6;25.3
1493773.6;4916853.0;0.8;25.3
1493773.1;4916854.8;0.1;25.3
1493772.3;4916856.4;-0.9;25.3
1493771.6;4916857.9;-1.7;25.3
1493771.1;4916859.0;-2.0;25.3
1493770.6;4916859.9;-2.2;25.3
1493769.9;4916860.7;-2.3;25.3
1493769.1;4916861.7;-2.7;25.3
1493768.3;4916863.1;-3.4;25.3
1493767.7;4916864.5;-3.8;25.3
1493767.1;4916865.8;-4.2;25.3
1493766.4;4916867.1;-4.3;25.3
1493765.6;4916868.3;-4.4;25.3
1493764.7;4916869.6;-4.3;25.3
1493763.8;4916871.1;-4.3;25.3
1493763.0;4916872.5;-4.1;25.3
1493762.2;4916873.6;-4.0;25.3
1493761.4;4916875.0;-4.0;25.3
1493760.4;4916876.4;-4.0;25.3
1493759.3;4916877.8;-3.9;25.3
1493758.3;4916879.1;-3.8;25.3
1493757.3;4916880.6;-3.7;25.3
1493756.3;4916881.8;-3.9;25.3
1493755.2;4916883.1;-4.2;25.3
1493754.4;4916884.3;-4.3;25.4
1493753.5;4916885.7;-4.6;25.3
1493752.6;4916887.0;-4.9;25.3
1493751.6;4916888.2;-5.3;25.3
1493750.6;4916889.5;-5.6;25.3
1493749.5;4916890.9;-5.7;25.3
1493748.6;4916892.5;-5.8;25.3
1493747.5;4916894.1;-6.4;25.3
1493746.6;4916895.5;-6.8;25.3
1493745.7;4916896.8;-7.2;25.3
1493745.0;4916897.8;-7.2;25.3
1493744.2;4916899.0;-7.2;25.3
1493743.3;4916900.0;-7.1;25.3
1493742.3;4916900.8;-7.0;25.3
1493741.4;4916901.8;-6.7;25.3
1493740.4;4916902.9;-6.5;25.3
1493739.3;4916904.1;-6.6;25.3
1493738.4;4916905.1;-6.6;25.3
1493737.6;4916906.0;-6.3;25.3
1493736.7;4916907.0;-6.0;25.3
1493735.9;4916908.2;-5.6;25.3
1493735.2;4916909.4;-5.4;25.3
1493734.2;4916910.7;-5.1;25.3
1493733.2;4916911.9;-4.8;25.3
1493732.3;4916913.1;-4.2;25.3
1493731.3;4916914.4;-4.1;25.3
1493730.3;4916915.6;-4.0;25.3
1493729.4;4916916.8;-4.1;25.3
1493728.5;4916918.1;-3.8;25.3
1493727.4;4916919.2;-3.5;25.3
1493726.3;4916920.2;-2.8;25.3
1493725.0;4916921.1;-2.3;25.3
1493723.8;4916922.2;-2.0;25.3
1493722.9;4916923.5;-2.1;25.3
1493721.8;4916924.3;-2.5;25.3
1493720.6;4916924.8;-2.6;25.3
1493719.1;4916925.2;-2.7;25.3
1493717.7;4916926.0;-2.9;25.3
1493716.6;4916927.1;-2.9;25.3
1493715.1;4916928.1;-2.9;25.3
1493713.8;4916929.3;-2.5;25.3
1493713.0;4916930.6;-1.8;25.3
1493712.1;4916931.9;-1.7;25.3
1493711.0;4916932.9;-1.7;25.3
1493710.0;4916933.9;-1.8;25.3
1493708.9;4916935.0;-2.7;25.3
1493707.8;4916936.2;-3.6;25.3
1493706.7;4916937.2;-3.7;25.3
1493705.8;4916938.2;-3.8;25.3
1493704.9;4916939.2;-4.0;25.3
1493703.9;4916940.1;-4.2;25.3
1493703.0;4916941.0;-4.3;25.3
1493702.0;4916942.1;-4.3;25.3
1493700.8;4916942.8;-4.6;25.3
1493699.5;4916943.5;-4.9;25.3
1493698.3;4916944.3;-5.1;25.3
1493697.1;4916945.1;-5.5;25.3
1493695.9;4916946.0;-5.8;25.3
1493694.4;4916947.1;-6.3;25.3
1493693.2;4916948.3;-6.4;25.3
1493692.2;4916949.6;-6.9;25.3
1493690.9;4916951.0;-7.4;25.3
1493689.7;4916952.6;-7.5;25.3
1493688.3;4916953.9;-7.7;25.3
1493686.8;4916954.7;-8.1;25.3
1493685.6;4916955.5;-8.0;25.3
1493684.4;4916956.5;-8.2;25.3
1493682.8;4916957.3;-8.8;25.3
1493681.3;4916958.1;-9.1;25.3
1493680.0;4916958.8;-8.8;25.3
1493678.9;4916959.4;-8.1;25.3
1493677.7;4916960.1;-7.9;25.3
1493676.8;4916960.7;-7.7;25.3
1493675.7;4916961.4;-7.7;25.3
1493674.5;4916962.3;-7.8;25.3
1493673.1;4916963.0;-7.7;25.3
1493671.7;4916963.9;-7.7;25.3
1493670.2;4916964.8;-7.8;25.3
1493668.9;4916965.7;-7.7;25.3
1493667.7;4916966.5;-7.7;25.3
1493666.4;4916967.1;-7.6;25.3
1493665.0;4916967.7;-7.7;25.3
1493664.2;4916968.3;-7.3;25.3
1493663.1;4916969.0;-7.3;25.3
1493661.8;4916969.8;-7.6;25.3
1493660.5;4916970.5;-7.7;25.3
1493659.3;4916971.3;-7.8;25.3
1493657.8;4916971.9;-8.0;25.3
1493656.4;4916972.5;-8.2;25.3
1493655.1;4916973.1;-8.3;25.3
1493653.8;4916973.8;-8.2;25.3
1493652.6;4916974.6;-8.2;25.3
1493651.8;4916975.5;-8.6;25.3
1493650.8;4916976.0;-8.1;25.3
1493649.8;4916977.1;-8.6;25.3
1493648.8;4916978.2;-9.0;25.3
1493647.7;4916979.3;-9.3;25.3
1493646.5;4916980.2;-9.5;25.3
1493645.2;4916981.4;-9.7;25.3
1493643.8;4916982.4;-9.7;25.3
1493642.5;4916983.3;-9.7;25.3
1493641.2;4916984.2;-9.4;25.3
1493639.8;4916984.9;-8.8;25.3
1493638.6;4916985.9;-8.7;25.3
1493637.4;4916986.9;-8.6;25.3
1493636.2;4916987.7;-8.3;25.3
1493634.8;4916988.4;-8.2;25.3
1493633.7;4916989.1;-7.9;25.3
1493632.6;4916989.7;-7.6;25.3
1493631.3;4916990.5;-7.4;25.3
1493630.0;4916991.2;-7.4;25.3
1493628.6;4916992.0;-7.4;25.3
1493627.4;4916992.8;-7.5;25.3
1493626.3;4916993.7;-7.6;25.3
1493625.1;4916994.4;-7.6;25.3
1493624.0;4916995.4;-8.0;25.3
1493622.7;4916996.3;-8.6;25.3
1493621.5;4916997.2;-9.0;25.3
1493620.1;4916998.1;-9.2;25.3
1493618.9;4916999.1;-9.4;25.3
1493617.8;4917000.2;-10.1;25.3
1493616.8;4917001.2;-10.3;25.3
1493616.1;4917002.2;-10.7;25.3
1493615.0;4917003.4;-11.0;25.3
1493613.6;4917004.3;-11.1;25.3
1493612.3;4917005.2;-11.2;25.3
1493611.0;4917006.2;-11.2;25.3
1493609.6;4917007.2;-11.1;25.3
1493608.1;4917008.0;-11.1;25.3
1493606.7;4917008.8;-11.2;25.3
1493605.3;4917009.8;-11.6;25.3
1493603.8;4917010.9;-11.8;25.3
1493602.2;4917011.8;-12.1;25.3
1493600.7;4917012.6;-12.4;25.3
1493599.4;4917013.6;-12.5;25.3
1493598.2;4917014.6;-12.4;25.3
1493596.9;4917015.4;-11.9;25.3
1493595.6;4917016.1;-11.1;25.3
1493594.5;4917016.9;-10.4;25.3
1493593.4;4917018.0;-10.0;25.3
1493592.3;4917019.2;-10.0;25.3
1493590.9;4917020.0;-10.1;25.3
1493589.7;4917020.9;-10.1;25.3
1493588.3;4917021.7;-10.0;25.3
1493586.9;4917022.4;-9.9;25.3
1493585.4;4917023.0;-9.8;25.3
1493584.0;4917023.7;-9.8;25.3
1493582.7;4917024.3;-9.6;25.3
1493581.3;4917024.9;-9.6;25.3
1493579.9;4917025.3;-9.7;25.3
1493578.5;4917025.8;-9.6;25.3
1493577.0;4917026.5;-9.5;25.3
1493575.4;4917027.3;-9.4;25.3
1493573.9;4917028.4;-9.5;25.3
1493572.3;4917029.1;-9.6;25.3
1493570.9;4917030.0;-9.7;25.3
1493569.8;4917031.1;-9.6;25.3
1493568.3;4917031.9;-9.7;25.3
1493566.9;4917032.7;-9.4;25.3
1493565.6;4917033.7;-9.3;25.3
1493564.3;4917034.5;-9.1;25.3
1493563.1;4917035.2;-8.9;25.3
1493562.0;4917035.9;-8.6;25.3
1493560.6;4917036.5;-8.4;25.3
1493559.1;4917037.4;-8.3;25.3
1493557.9;4917038.1;-8.3;25.3
1493556.4;4917039.1;-8.4;25.3
1493555.1;4917040.1;-8.6;25.3
1493554.1;4917040.5;-8.2;25.4
1493552.7;4917041.3;-8.3;25.3
1493551.4;4917042.2;-8.2;25.3
1493550.2;4917043.1;-8.1;25.3
1493548.9;4917044.0;-7.9;25.3
1493547.6;4917045.0;-7.6;25.3
1493546.4;4917046.0;-7.5;25.3
1493545.3;4917046.9;-7.3;25.3
1493544.1;4917047.7;-7.2;25.3
1493542.8;4917048.6;-7.0;25.3
1493541.6;4917049.7;-6.9;25.3
1493540.5;4917050.5;-6.7;25.3
1493539.9;4917051.1;-6.2;25.3
1493538.8;4917052.3;-5.8;25.3
1493537.5;4917053.5;-5.2;25.3
1493536.5;4917054.7;-4.7;25.3
1493535.3;4917055.8;-4.3;25.3
1493534.0;4917057.2;-4.7;25.3
1493532.9;4917058.4;-4.6;25.3
1493531.5;4917059.7;-4.6;25.3
1493530.0;4917060.8;-4.7;25.3
1493528.8;4917061.8;-4.4;25.3
1493527.7;4917063.0;-4.3;25.4
1493526.6;4917064.5;-4.2;25.4
1493525.3;4917065.7;-4.2;25.4
1493524.3;4917066.7;-4.1;25.4
1493523.2;4917067.5;-3.8;25.4
1493522.2;4917068.6;-3.7;25.3
1493521.2;4917069.9;-3.7;25.4
1493520.1;4917071.2;-3.7;25.4
1493519.0;4917072.4;-3.7;25.4
1493517.9;4917073.6;-3.7;25.4
1493516.9;4917075.1;-3.3;25.4
1493515.9;4917076.7;-3.0;25.4
1493514.8;4917078.1;-2.5;25.4
1493513.8;4917079.5;-2.1;25.4
1493512.7;4917081.3;-1.5;25.4
1493511.8;4917082.9;-1.1;25.3
1493511.0;4917084.3;-0.9;25.3
1493510.1;4917085.8;-1.2;25.3
1493509.3;4917087.0;-1.3;25.3
1493508.3;4917088.1;-1.3;25.3
1493507.5;4917089.5;-1.3;25.3
1493506.9;4917090.9;-1.1;25.3
1493506.1;4917092.2;-1.0;25.3
1493505.2;4917093.3;-0.8;25.3
1493504.5;4917094.6;-0.9;25.3
1493503.6;4917095.9;-0.8;25.3
1493502.7;4917097.1;-0.7;25.4
1493502.3;4917098.8;-0.4;25.4
1493501.9;4917100.6;-0.3;25.4
1493501.2;4917102.0;-0.2;25.4
1493500.5;4917103.2;-0.1;25.4
1493499.7;4917104.7;0.0;25.4
1493499.0;4917106.3;-0.1;25.4
1493498.6;4917107.8;-0.3;25.3
1493498.3;4917109.3;-0.3;25.3
1493497.9;4917110.7;-0.1;25.3
1493497.3;4917112.1;0.2;25.3
1493496.5;4917113.4;0.7;25.3
1493495.7;4917115.1;0.8;25.3
1493494.9;4917116.8;0.9;25.3
1493494.5;4917118.3;0.8;25.3
1493494.0;4917119.9;0.8;25.3
1493493.6;4917121.3;0.7;25.3
1493493.1;4917122.7;0.9;25.3
1493492.6;4917124.1;0.7;25.3
1493492.1;4917125.5;0.5;25.3
1493491.5;4917127.1;0.3;25.3
1493490.8;4917128.8;-0.1;25.3
1493490.2;4917130.2;0.0;25.3
1493489.8;4917131.4;-0.1;25.3
1493489.5;4917132.4;-0.3;25.3
1493489.5;4917133.5;-0.4;25.3
1493489.4;4917134.9;-0.3;25.3
1493489.1;4917136.5;0.1;25.3
1493489.1;4917137.9;0.2;25.3
1493489.3;4917139.2;0.3;25.3
1493489.4;4917140.5;0.1;25.3
1493489.5;4917142.0;-0.1;25.3
1493489.5;4917143.7;-0.3;25.3
1493489.4;4917145.4;-0.3;25.3
1493489.3;4917147.1;-0.4;25.3
1493489.3;4917148.6;-0.3;25.3
1493489.2;4917150.2;-0.4;25.3
1493489.1;4917151.7;-0.3;25.3
1493488.8;4917153.5;-1.0;25.3
1493488.5;4917154.9;-1.1;25.3
1493488.2;4917156.4;-1.3;25.3
1493488.1;4917157.7;-1.3;25.3
1493488.0;4917159.2;-1.2;25.3
1493487.7;4917160.7;-1.0;25.3
1493487.2;4917162.0;-0.6;25.2
1493487.0;4917163.3;-0.3;25.2
1493486.9;4917164.7;0.0;25.2
1493487.0;4917166.2;0.0;25.2
1493487.2;4917167.7;0.1;25.2
1493487.5;4917169.4;0.2;25.2
1493487.7;4917170.9;0.2;25.2
1493487.8;4917172.5;-0.1;25.2
1493487.9;4917174.2;-0.4;25.2
1493488.4;4917175.9;-0.4;25.2
1493488.6;4917177.4;0.2;25.2
1493488.8;4917178.9;0.4;25.2
1493488.7;4917180.4;0.6;25.2
1493488.8;4917182.1;0.8;25.2
1493489.1;4917183.7;0.6;25.2
1493489.5;4917185.2;0.5;25.2
1493489.6;4917186.7;0.7;25.2
1493489.8;4917188.2;0.8;25.2
1493489.9;4917189.9;0.7;25.2
1493490.2;4917191.7;0.9;25.2
1493490.1;4917193.4;1.1;25.2
1493490.1;4917195.1;1.3;25.2
1493490.1;4917196.7;1.5;25.2
1493490.1;4917198.3;1.8;25.2
1493490.5;4917199.9;2.0;25.2
1493490.8;4917201.5;2.2;25.2
1493491.1;4917203.1;2.4;25.2
1493490.9;4917204.6;2.4;25.2
1493490.6;4917205.8;2.6;25.2
1493490.4;4917207.0;2.7;25.2
1493490.6;4917208.2;3.0;25.2
1493490.8;4917209.4;3.5;25.2
1493491.1;4917210.6;4.2;25.2
1493491.3;4917212.4;4.4;25.2
1493491.6;4917214.1;4.7;25.2
1493492.0;4917215.5;5.0;25.2
1493492.6;4917217.2;5.0;25.2
1493493.2;4917218.8;5.1;25.2
1493493.6;4917220.2;5.1;25.2
1493494.1;4917221.5;5.0;25.2
1493494.6;4917222.9;4.9;25.2
1493494.9;4917224.2;4.7;25.2
1493495.1;4917225.4;4.4;25.2
1493495.4;4917226.7;4.3;25.3
1493495.8;4917227.8;4.7;25.3
1493496.2;4917229.2;5.2;25.3
1493496.7;4917230.7;5.4;25.3
1493497.1;4917232.0;5.6;25.3
1493497.5;4917233.0;5.8;25.3
1493497.8;4917234.3;5.9;25.3
1493498.0;4917236.0;5.9;25.3
1493498.4;4917237.5;5.9;25.3
1493499.1;4917239.1;6.0;25.3
1493499.7;4917240.6;6.0;25.3
1493500.2;4917242.0;6.0;25.3
1493500.7;4917243.4;6.0;25.3
1493501.4;4917244.9;5.8;25.3
1493502.2;4917246.5;5.5;25.3
1493502.7;4917247.7;5.5;25.3
1493503.0;4917248.8;5.7;25.3
1493503.3;4917249.9;6.0;25.3
1493503.9;4917251.3;6.1;25.3
1493504.5;4917252.8;6.2;25.3
1493505.2;4917254.3;6.2;25.3
1493505.8;4917255.8;6.3;25.3
1493506.4;4917257.3;6.4;25.3
1493507.0;4917258.7;6.5;25.3
1493507.7;4917260.2;6.5;25.3
1493508.3;4917261.7;6.6;25.3
1493508.9;4917263.2;6.7;25.3
1493509.5;4917264.7;6.8;25.3
1493510.1;4917266.1;6.9;25.3
1493510.8;4917267.6;6.9;25.3
1493511.4;4917269.1;7.0;25.3
1493512.0;4917270.6;7.1;25.3
1493512.6;4917272.1;7.2;25.3
1493513.3;4917273.5;7.2;25.3
1493513.9;4917275.0;7.3;25.3
1493514.5;4917276.5;7.4;25.3
1493515.1;4917278.0;7.5;25.3
1493515.7;4917279.5;7.6;25.3
1493516.4;4917280.9;7.6;25.3
1493517.0;4917282.4;7.7;25.3
1493517.6;4917283.9;7.8;25.3
1493518.2;4917285.4;7.9;25.3
1493518.9;4917286.9;7.9;25.3
1493519.5;4917288.3;8.0;25.3
1493520.1;4917289.8;8.1;25.3
1493520.7;4917291.3;8.2;25.3
1493521.3;4917292.8;8.3;25.3
1493522.0;4917294.3;8.3;25.3
1493522.6;4917295.7;8.4;25.3
1493523.2;4917297.2;8.5;25.3
1493523.8;4917298.7;8.6;25.3
1493524.5;4917300.2;8.6;25.3
1493525.1;4917301.7;8.7;25.3
1493525.7;4917303.1;8.8;25.3
1493526.3;4917304.6;8.9;25.3
1493526.9;4917306.1;9.0;25.3
1493527.6;4917307.6;9.0;25.3
1493528.2;4917309.1;9.1;25.3
1493528.8;4917310.5;9.2;25.3
1493529.4;4917312.0;9.3;25.3
1493530.1;4917313.5;9.4;25.3
1493530.7;4917315.0;9.4;25.3
1493531.3;4917316.5;9.5;25.3
1493531.9;4917317.9;9.6;25.3
1493532.6;4917319.4;9.7;25.3
1493533.2;4917320.9;9.7;25.3
1493533.8;4917322.4;9.8;25.3
1493534.4;4917323.9;9.9;25.3
1493535.0;4917325.3;10.0;25.3
1493535.7;4917326.8;10.1;25.3
1493536.3;4917328.3;10.1;25.3
1493536.9;4917329.8;10.2;25.3
1493537.5;4917331.3;10.3;25.3
1493538.2;4917332.7;10.4;25.3
1493538.8;4917334.2;10.4;25.3
1493539.4;4917335.7;10.5;25.3
1493540.0;4917337.2;10.6;25.3
1493540.6;4917338.7;10.7;25.3
1493541.3;4917340.1;10.8;25.3
1493541.9;4917341.6;10.8;25.3
1493542.5;4917343.1;10.9;25.3
1493543.1;4917344.6;11.0;25.3
1493543.8;4917346.1;11.1;25.3
1493544.4;4917347.5;11.1;25.3
1493545.0;4917349.0;11.2;25.3
1493545.6;4917350.5;11.3;25.3
1493546.2;4917352.0;11.4;25.3
1493546.9;4917353.5;11.5;25.3
1493547.5;4917354.9;11.5;25.3
1493548.1;4917356.4;11.6;25.3
1493548.7;4917357.9;11.7;25.3
1493549.4;4917359.4;11.8;25.3
1493550.0;4917360.9;11.8;25.3
1493550.6;4917362.3;11.9;25.3
1493551.2;4917363.8;12.0;25.3
1493552.4;4917365.8;11.7;25.3
1493553.2;4917367.3;11.9;25.3
1493553.6;4917368.7;12.0;25.3
1493554.3;4917370.3;12.2;25.3
1493555.1;4917371.7;12.7;25.3
1493556.0;4917373.5;12.7;25.3
1493556.3;4917375.2;13.1;25.3
1493556.7;4917376.5;13.5;25.3
1493557.5;4917377.8;13.4;25.3
1493558.0;4917378.7;13.8;25.3
1493558.5;4917379.9;13.9;25.3
1493559.4;4917381.4;13.7;25.3
1493560.5;4917383.1;13.3;25.3
1493561.8;4917384.8;12.5;25.3
1493562.8;4917386.4;11.8;25.3
1493563.8;4917387.9;11.0;25.3
1493564.8;4917389.5;10.4;25.3
1493566.1;4917391.5;9.4;25.3
1493567.4;4917393.7;8.3;25.3
1493568.5;4917395.7;7.4;25.3
1493569.6;4917397.7;6.1;25.3
1493570.6;4917399.2;5.4;25.3
1493571.5;4917400.5;4.7;25.3
1493572.2;4917401.7;4.2;25.3
1493572.8;4917402.8;3.6;25.3
1493573.4;4917403.9;3.2;25.3
1493574.4;4917405.3;2.5;25.3
1493575.4;4917406.8;1.9;25.3
1493576.3;4917408.4;0.7;25.3
1493577.3;4917409.7;0.2;25.3
1493578.4;4917411.0;-0.2;25.3
1493579.5;4917411.9;0.0;25.3
1493580.6;4917412.7;-0.2;25.3
1493581.5;4917413.3;-0.3;25.3
1493582.6;4917414.6;-0.8;25.2
1493583.7;4917415.9;-1.1;25.3
1493584.8;4917417.4;-1.5;25.3
1493585.8;4917418.4;-2.0;25.3
1493586.6;4917419.3;-2.1;25.3
1493587.2;4917420.5;-2.5;25.3
1493588.2;4917421.2;-2.7;25.3
1493589.4;4917421.6;-2.6;25.3
1493590.4;4917422.4;-2.3;25.3
1493591.3;4917423.0;-1.7;25.3
1493592.2;4917423.7;-1.3;25.3
1493593.0;4917424.1;-0.9;25.3
1493593.9;4917424.6;-0.2;25.3
1493595.0;4917425.1;0.1;25.3
1493595.6;4917425.5;0.6;25.3
1493596.3;4917426.1;0.8;25.3
1493596.8;4917426.4;1.2;25.3
1493597.3;4917426.8;1.5;25.3
1493598.4;4917427.2;1.9;25.3
1493599.5;4917427.7;2.4;25.3
1493600.5;4917428.3;2.6;25.3
1493601.8;4917429.0;2.7;25.3
1493603.4;4917429.8;2.5;25.3
1493605.0;4917430.5;2.6;25.3
1493606.5;4917431.4;2.1;25.3
1493607.5;4917431.9;2.4;25.3
1493607.8;4917431.8;3.1;25.3
1493608.4;4917431.9;3.7;25.3
1493609.3;4917432.2;4.1;25.3
1493610.5;4917432.6;4.5;25.3
1493611.9;4917433.6;4.5;25.3
