id;xcoord;ycoord;fid;castanea;vege;cat_vege;z_coord
;m;m;;;;;m
V;R;R;;;V;K;A
;;;;;;; 
id_cat;x;y;;;name_vegetation;category;absolute_depth
;;;;;;; 
187;1623824.64675004;4841308.00977259;44;;altre_latifoglie;2;0
193;1623941.97388429;4841149.98710953;44;;altre_latifoglie;2;0
433;1623846.85593795;4841282.73151758;44;;altre_latifoglie;2;0
571;1623461.04928655;4841425.69106238;44;;altre_latifoglie;2;0
877;1623926.06539194;4841161.68731105;44;;altre_latifoglie;2;0
20;1622809.21308999;4840821.5622824;45;;altre_latifoglie;2;0
180;1622741.40463834;4840976.05522217;45;;altre_latifoglie;2;0
666;1624421.96662572;4841360.84109399;48;;altre_latifoglie;2;0
132;1622461.42529715;4843049.65057184;50;;altre_latifoglie;2;0
2;1623892.07990183;4840179.17480343;53;;altre_latifoglie;2;0
330;1625526.21947298;4840651.97057624;53;;altre_latifoglie;2;0
406;1623912.1062171;4839490.40615917;53;;altre_latifoglie;2;0
440;1623975.99727519;4839849.06684506;53;;altre_latifoglie;2;0
445;1624048.51657797;4840394.4979322;53;;altre_latifoglie;2;0
771;1624921.48014579;4840389.40671967;53;;altre_latifoglie;2;0
781;1624473.63526064;4839595.73053839;53;;altre_latifoglie;2;0
819;1624836.71406506;4840458.69276143;53;;altre_latifoglie;2;0
871;1624570.59959551;4840466.78660591;53;;altre_latifoglie;2;0
245;1623629.95409621;4840423.39742722;54;;macchia_a_leccio;3;0
424;1623494.91693329;4840549.5522528;54;;macchia_a_leccio;3;0
912;1623585.6102142;4840397.43494839;54;;macchia_a_leccio;3;0
73;1623225.69737433;4839483.8785133;55;;macchia_a_leccio;3;0
74;1623225.69737433;4839483.8785133;55;;macchia_a_leccio;3;0
11;1623093.63104624;4839134.04173535;56;;macchia_a_leccio;3;0
19;1622679.20104095;4839569.91490188;56;;macchia_a_leccio;3;0
21;1623391.59559162;4838970.85261426;56;;macchia_a_leccio;3;0
43;1622627.88907312;4839860.04184633;56;;macchia_a_leccio;3;0
57;1622980.40598511;4839458.7156079;56;;macchia_a_leccio;3;0
73;1623225.69737433;4839483.8785133;56;;macchia_a_leccio;3;0
74;1623225.69737433;4839483.8785133;56;;macchia_a_leccio;3;0
97;1622792.18854558;4839632.15855209;56;;macchia_a_leccio;3;0
100;1622264.5644091;4840132.24822041;56;;macchia_a_leccio;3;0
107;1623114.02543899;4839661.08869625;56;;macchia_a_leccio;3;0
140;1622218.86783824;4840261.93775449;56;;macchia_a_leccio;3;0
178;1622309.93070337;4840055.82433117;56;;macchia_a_leccio;3;0
182;1622490.88455292;4839862.76102883;56;;macchia_a_leccio;3;0
242;1622228.42925375;4840149.07908563;56;;macchia_a_leccio;3;0
316;1623196.58024764;4839324.62945176;56;;macchia_a_leccio;3;0
321;1622047.06886544;4840264.12809811;56;;macchia_a_leccio;3;0
352;1621985.38021164;4840058.14134595;56;;macchia_a_leccio;3;0
394;1623317.98664862;4839249.75174373;56;;macchia_a_leccio;3;0
427;1623122.09860038;4839633.72255026;56;;macchia_a_leccio;3;0
436;1623022.34257794;4839412.04921112;56;;macchia_a_leccio;3;0
570;1622047.50471996;4840135.81971898;56;;macchia_a_leccio;3;0
572;1623249.78731807;4839039.3363126;56;;macchia_a_leccio;3;0
573;1623093.64307683;4839543.88465566;56;;macchia_a_leccio;3;0
662;1623370.00019034;4839199.55142829;56;;macchia_a_leccio;3;0
682;1623126.23989822;4839219.83577934;56;;macchia_a_leccio;3;0
689;1622258.10387934;4840080.31172218;56;;macchia_a_leccio;3;0
704;1623061.3261638;4839476.23657257;56;;macchia_a_leccio;3;0
715;1623066.69314712;4839176.99218952;56;;macchia_a_leccio;3;0
720;1622072.52218425;4840120.54403218;56;;macchia_a_leccio;3;0
732;1622838.71078165;4839691.25018144;56;;macchia_a_leccio;3;0
740;1622785.6955967;4839841.51735314;56;;macchia_a_leccio;3;0
743;1622368.49496591;4840043.0215093;56;;macchia_a_leccio;3;0
842;1622670.91234616;4839804.83669429;56;;macchia_a_leccio;3;0
848;1622571.68093228;4839883.98224093;56;;macchia_a_leccio;3;0
886;1622943.72383805;4839669.76015312;56;;macchia_a_leccio;3;0
888;1623269.5798738;4839100.26356836;56;;macchia_a_leccio;3;0
922;1622401.91115988;4840174.86878487;56;;macchia_a_leccio;3;0
291;1623239.66811117;4840074.31500227;58;;macchia_a_sughera;4;0
274;1622558.34479262;4840047.14994214;59;;macchia_a_sughera;4;0
280;1622210.50891518;4840885.51547541;59;;macchia_a_sughera;4;0
313;1622913.52471436;4840108.28556821;59;;macchia_a_sughera;4;0
361;1622384.49164556;4840383.58448255;59;;macchia_a_sughera;4;0
401;1622638.35943805;4840343.86917605;59;;macchia_a_sughera;4;0
548;1622742.96546622;4840031.56274626;59;;macchia_a_sughera;4;0
553;1622509.19561428;4840191.14621537;59;;macchia_a_sughera;4;0
591;1622644.62830993;4840073.52544964;59;;macchia_a_sughera;4;0
612;1622303.38902553;4840307.85295171;59;;macchia_a_sughera;4;0
615;1622167.43214615;4841105.66247524;59;;macchia_a_sughera;4;0
669;1622376.12112479;4840380.0436752;59;;macchia_a_sughera;4;0
685;1622433.51863759;4840189.69485286;59;;macchia_a_sughera;4;0
730;1622652.41905657;4840215.20915554;59;;macchia_a_sughera;4;0
784;1622533.39715205;4840834.23690005;59;;macchia_a_sughera;4;0
830;1622611.49504853;4840037.39503383;59;;macchia_a_sughera;4;0
860;1623075.2422488;4840145.8184162;59;;macchia_a_sughera;4;0
892;1622089.69792869;4841168.31547123;59;;macchia_a_sughera;4;0
948;1622405.81743153;4840299.11105299;59;;macchia_a_sughera;4;0
335;1624507.61436134;4843110.46197707;62;;bosco_misto_di_pino_e_castagno;5;0
251;1623940.1525271;4843666.60793853;71;;bosco_misto_di_pino_e_castagno;5;0
160;1625167.06741009;4841958.58272259;72;;bosco_misto_di_pino_e_castagno;5;0
218;1625567.34796419;4841841.77564387;72;;bosco_misto_di_pino_e_castagno;5;0
286;1625150.63746938;4841886.94054064;72;;bosco_misto_di_pino_e_castagno;5;0
455;1625271.44790623;4841809.94555321;72;;bosco_misto_di_pino_e_castagno;5;0
705;1625317.67152057;4841748.85732836;72;;bosco_misto_di_pino_e_castagno;5;0
706;1625535.28433585;4841832.39219566;72;;bosco_misto_di_pino_e_castagno;5;0
813;1625776.12228993;4841116.53562268;74;;bosco_misto_di_pino_e_castagno;5;0
224;1623416.17129954;4840816.31314836;80;;bosco_misto_di_pino_e_castagno;5;0
545;1623404.73715239;4840470.71538441;80;;bosco_misto_di_pino_e_castagno;5;0
647;1623377.61184501;4840599.34343902;80;;bosco_misto_di_pino_e_castagno;5;0
773;1623325.17365918;4840625.57727354;80;;bosco_misto_di_pino_e_castagno;5;0
366;1624358.91887794;4840720.76801901;81;;bosco_misto_di_pino_e_castagno;5;0
430;1623896.20664464;4841103.77097499;81;;bosco_misto_di_pino_e_castagno;5;0
460;1624358.81373074;4840858.65495584;81;;bosco_misto_di_pino_e_castagno;5;0
603;1624037.13457246;4840729.13920684;81;;bosco_misto_di_pino_e_castagno;5;0
717;1624488.89412479;4840873.59746872;81;;bosco_misto_di_pino_e_castagno;5;0
768;1624568.24878787;4842899.05275307;85;;bosco_misto_di_pino_e_castagno;5;0
17;1624684.50869455;4843008.59512066;86;;bosco_misto_di_pino_e_castagno;5;0
55;1624659.06883734;4843388.68840259;87;;bosco_misto_di_pino_e_castagno;5;0
91;1625126.14482372;4843187.32370506;87;;bosco_misto_di_pino_e_castagno;5;0
99;1624987.09164257;4843127.13442413;87;;bosco_misto_di_pino_e_castagno;5;0
201;1624899.25784941;4843544.62096622;87;;bosco_misto_di_pino_e_castagno;5;0
209;1624819.90094642;4843339.84422883;87;;bosco_misto_di_pino_e_castagno;5;0
219;1624248.07288423;4843560.8897958;87;;bosco_misto_di_pino_e_castagno;5;0
243;1624909.63311887;4843499.61208862;87;;bosco_misto_di_pino_e_castagno;5;0
260;1625109.93743306;4843058.59364504;87;;bosco_misto_di_pino_e_castagno;5;0
277;1624470.76564749;4843548.63010805;87;;bosco_misto_di_pino_e_castagno;5;0
453;1624702.76348333;4843626.64722284;87;;bosco_misto_di_pino_e_castagno;5;0
456;1625062.8457373;4843029.7609638;87;;bosco_misto_di_pino_e_castagno;5;0
589;1624263.64714985;4843596.32039495;87;;bosco_misto_di_pino_e_castagno;5;0
635;1624488.59942355;4843245.25478024;87;;bosco_misto_di_pino_e_castagno;5;0
850;1624641.19376358;4843158.4420708;87;;bosco_misto_di_pino_e_castagno;5;0
911;1624860.81559493;4843267.84403991;87;;bosco_misto_di_pino_e_castagno;5;0
939;1624513.72688895;4843605.02812798;87;;bosco_misto_di_pino_e_castagno;5;0
978;1624918.15691864;4842960.16428449;87;;bosco_misto_di_pino_e_castagno;5;0
12;1625130.01259716;4842527.2514381;88;;bosco_misto_di_pino_e_castagno;5;0
544;1625043.83886826;4842515.44622089;88;;bosco_misto_di_pino_e_castagno;5;0
782;1624780.12303959;4841269.9054199;89;;bosco_misto_di_pino_e_castagno;5;0
827;1624983.05584799;4841296.54797787;89;;bosco_misto_di_pino_e_castagno;5;0
889;1625051.67071487;4841467.85878891;89;;bosco_misto_di_pino_e_castagno;5;0
1;1623359.74696034;4843446.63645974;91;;bosco_misto_di_pino_e_castagno;5;0
208;1623811.41988084;4843898.29829381;91;;bosco_misto_di_pino_e_castagno;5;0
213;1623359.54522606;4843336.28671463;91;;bosco_misto_di_pino_e_castagno;5;0
253;1623537.74458655;4843107.85101347;91;;bosco_misto_di_pino_e_castagno;5;0
317;1623503.88421813;4843588.29239415;91;;bosco_misto_di_pino_e_castagno;5;0
356;1623880.84106384;4843776.10204025;91;;bosco_misto_di_pino_e_castagno;5;0
500;1623607.5077455;4843321.63336443;91;;bosco_misto_di_pino_e_castagno;5;0
537;1623428.69842495;4843758.87068065;91;;bosco_misto_di_pino_e_castagno;5;0
566;1623335.00245101;4843636.19692938;91;;bosco_misto_di_pino_e_castagno;5;0
733;1623552.44316825;4843979.21697419;91;;bosco_misto_di_pino_e_castagno;5;0
780;1623759.7350736;4843871.64724538;91;;bosco_misto_di_pino_e_castagno;5;0
814;1623904.85714925;4843731.03271774;91;;bosco_misto_di_pino_e_castagno;5;0
864;1623265.05946694;4843611.51225914;91;;bosco_misto_di_pino_e_castagno;5;0
887;1623548.23609134;4843973.21933299;91;;bosco_misto_di_pino_e_castagno;5;0
953;1623420.46076588;4843330.40186733;91;;bosco_misto_di_pino_e_castagno;5;0
991;1623804.7544679;4843990.62995387;91;;bosco_misto_di_pino_e_castagno;5;0
999;1623775.24902109;4843929.75658301;91;;bosco_misto_di_pino_e_castagno;5;0
347;1623606.8403562;4844201.00193708;94;;pineta;6;0
353;1623209.72217175;4844268.04247207;94;;pineta;6;0
414;1623593.68679647;4844217.10562851;94;;pineta;6;0
579;1623515.43701582;4844223.69048922;94;;pineta;6;0
654;1623419.18403586;4844393.06391718;94;;pineta;6;0
835;1623467.59549751;4844296.76717558;94;;pineta;6;0
970;1623468.24158652;4844223.07494188;94;;pineta;6;0
824;1623734.28233965;4843785.93653949;98;;pineta;6;0
452;1624923.15134856;4843282.1248082;99;;pineta;6;0
619;1624999.69826622;4843211.04386569;100;;pineta;6;0
70;1625786.94833079;4841688.40668303;108;;pineta;6;0
408;1623590.19826411;4843234.60019501;112;;pineta;6;0
868;1624786.41974023;4843212.41631916;117;;pineta;6;0
558;1624537.68234182;4842637.35813803;120;;pineta;6;0
587;1624538.87936575;4842833.22438913;120;;pineta;6;0
650;1624474.09016208;4842679.64879453;120;;pineta;6;0
801;1624415.19305999;4842744.44738303;120;;pineta;6;0
173;1622960.57524009;4843448.14633144;121;;pineta;6;0
233;1624292.53381798;4842467.00003977;125;;pineta;6;0
247;1624278.84576157;4842581.14718614;125;;pineta;6;0
898;1624169.72874106;4842589.62941366;125;;pineta;6;0
198;1623370.71986793;4841260.32280272;133;;pineta;6;0
199;1623370.71986793;4841260.32280272;133;;pineta;6;0
124;1625709.6847887;4840695.00921185;141;;pineta;6;0
690;1625779.87101446;4840696.09194169;141;;pineta;6;0
942;1625715.21995781;4840731.00696271;141;;pineta;6;0
63;1624066.35887767;4841252.0807755;143;;pineta;6;0
76;1623959.22503695;4841356.01371607;143;;pineta;6;0
109;1624021.89074267;4841459.43343964;143;;pineta;6;0
163;1624013.7230821;4841031.58665249;143;;pineta;6;0
461;1624097.54352934;4840977.10027991;143;;pineta;6;0
501;1624141.11109989;4841258.60815878;143;;pineta;6;0
530;1624146.68801381;4840878.4303172;143;;pineta;6;0
534;1623975.02735598;4841281.8134215;143;;pineta;6;0
596;1624139.00822697;4841081.41071097;143;;pineta;6;0
607;1623985.57872124;4841083.2149484;143;;pineta;6;0
869;1623987.88372563;4841119.49719436;143;;pineta;6;0
900;1623986.76943129;4841171.0231927;143;;pineta;6;0
6;1623112.67236244;4840991.65780128;144;;pineta;6;0
10;1622735.73759181;4841281.12894751;144;;pineta;6;0
34;1623898.00485019;4840517.74000251;144;;pineta;6;0
37;1623616.52147764;4841194.285601;144;;pineta;6;0
54;1623737.18306189;4840885.795881;144;;pineta;6;0
60;1623939.46792187;4840559.51777185;144;;pineta;6;0
66;1622933.56878819;4841209.66421752;144;;pineta;6;0
82;1623746.42254861;4841055.63661011;144;;pineta;6;0
98;1623252.89856067;4841576.14632652;144;;pineta;6;0
126;1622978.72537068;4841188.43023884;144;;pineta;6;0
198;1623370.71986793;4841260.32280272;144;;pineta;6;0
199;1623370.71986793;4841260.32280272;144;;pineta;6;0
211;1623708.21167593;4841068.68662184;144;;pineta;6;0
227;1623297.87585344;4841555.57189628;144;;pineta;6;0
265;1623276.53205779;4840418.58239057;144;;pineta;6;0
273;1623550.3907765;4841152.46760455;144;;pineta;6;0
307;1623096.99253096;4841198.71443373;144;;pineta;6;0
326;1623749.76093457;4840406.94027924;144;;pineta;6;0
329;1623773.44489994;4840294.64957884;144;;pineta;6;0
339;1623224.89942207;4840595.03373989;144;;pineta;6;0
348;1623153.11224201;4841206.63788122;144;;pineta;6;0
380;1623726.79086866;4840536.80235686;144;;pineta;6;0
416;1623725.28953724;4840495.26720829;144;;pineta;6;0
421;1623053.4837971;4841024.85589433;144;;pineta;6;0
483;1623955.22745874;4840931.8548757;144;;pineta;6;0
535;1623502.62814556;4840808.1138298;144;;pineta;6;0
540;1622768.06450053;4841220.16334184;144;;pineta;6;0
577;1623419.68442042;4840893.50506586;144;;pineta;6;0
586;1623278.59324428;4841306.31417713;144;;pineta;6;0
614;1623344.90503962;4840417.69875185;144;;pineta;6;0
627;1623763.4591728;4840418.63307647;144;;pineta;6;0
684;1623624.07502253;4840872.34983161;144;;pineta;6;0
698;1623178.55545485;4840956.37916788;144;;pineta;6;0
727;1623967.47442152;4840403.50465589;144;;pineta;6;0
744;1623103.89031835;4841072.78433594;144;;pineta;6;0
818;1623279.39649031;4841206.18611983;144;;pineta;6;0
821;1622845.33676808;4841367.3908875;144;;pineta;6;0
840;1623389.8785343;4841431.43653434;144;;pineta;6;0
845;1623879.41457106;4840873.68735411;144;;pineta;6;0
891;1623248.08085864;4841137.52400061;144;;pineta;6;0
896;1622995.24925326;4841304.5677041;144;;pineta;6;0
909;1623483.00424194;4841328.95008657;144;;pineta;6;0
916;1623480.2554324;4840912.95121507;144;;pineta;6;0
923;1623098.62018768;4841042.80080854;144;;pineta;6;0
955;1622869.53048311;4841321.70166623;144;;pineta;6;0
964;1623200.37530005;4841189.41032578;144;;pineta;6;0
105;1624333.42521925;4841530.25056792;147;;pineta;6;0
152;1624251.99465225;4841225.3337124;147;;pineta;6;0
165;1624239.11569484;4841415.27222787;147;;pineta;6;0
235;1624465.31493736;4840780.75222188;147;;pineta;6;0
338;1624655.25848488;4841227.95696106;147;;pineta;6;0
371;1624392.96025569;4841007.18539101;147;;pineta;6;0
