Timestamp;T (°C);CT (°C);H (%)
2023/07/23 00:11:57;19.15;18.81;94.8
2023/07/23 00:31:57;19.13;18.75;94.4
2023/07/23 00:51:57;19.11;18.75;93.4
2023/07/23 01:11:56;19.06;18.75;
2023/07/23 01:31:56;19.06;18.68;91.2
2023/07/23 01:51:56;19.03;18.68;90.3
2023/07/23 02:11:56;19.02;18.68;90.8
2023/07/23 02:31:56;18.9;18.62;91.2
2023/07/23 02:51:55;18.81;18.62;91.7
2023/07/23 03:11:55;18.74;18.56;92.5
2023/07/23 03:31:55;18.67;18.56;92.8
2023/07/23 03:51:55;18.68;18.56;93.2
2023/07/23 04:11:55;18.63;18.56;93.5
2023/07/23 04:31:54;18.59;18.5;93.6
2023/07/23 04:51:55;18.56;18.5;93.6
2023/07/23 05:11:54;18.65;18.5;
2023/07/23 05:31:54;18.69;18.5;95.1
2023/07/23 05:51:53;18.69;18.43;95.8
2023/07/23 06:11:54;18.66;18.43;
2023/07/23 06:31:53;18.55;18.43;95.9
2023/07/23 06:51:53;18.54;18.43;95.6
2023/07/23 07:11:53;18.58;18.43;96.1
2023/07/23 07:31:52;18.66;18.43;95.8
2023/07/23 07:51:52;18.75;18.37;
2023/07/23 08:11:52;18.86;18.37;93.9
2023/07/23 08:31:52;18.9;18.43;
2023/07/23 08:51:52;18.92;18.43;89.8
2023/07/23 09:11:51;18.97;18.43;89.9
2023/07/23 09:31:51;19.08;18.43;
2023/07/23 09:51:51;19.13;18.43;91.7
2023/07/23 10:11:51;19.16;18.43;91.9
2023/07/23 10:31:50;19.56;18.5;93.2
2023/07/23 10:51:50;21.2;18.62;88.5
2023/07/23 11:11:50;21.69;18.75;86.2
2023/07/23 11:31:50;21.89;18.81;84.6
2023/07/23 11:51:50;20.74;;87.8
2023/07/23 12:11:49;20.35;18.93;89.9
2023/07/23 12:31:49;20.25;18.93;90.6
2023/07/23 12:51:49;20.17;19.18;90.7
2023/07/23 13:11:49;20.22;19.06;90.9
2023/07/23 13:31:49;20.26;19.06;
2023/07/23 13:51:48;20.29;19.18;89.4
2023/07/23 14:11:48;20.34;19.37;89.1
2023/07/23 14:31:48;20.34;19.37;
2023/07/23 14:51:48;20.39;19.31;87.7
2023/07/23 15:11:48;20.44;19.31;86.7
2023/07/23 15:31:47;20.44;19.31;85.2
2023/07/23 15:51:47;20.51;19.37;
2023/07/23 16:11:47;20.39;19.25;83.6
2023/07/23 16:31:47;20.36;19.25;83.7
2023/07/23 16:51:47;20.46;19.25;83.3
2023/07/23 17:11:46;20.42;19.25;84.1
2023/07/23 17:31:48;21.28;19.31;83.5
2023/07/23 17:51:46;21.2;19.43;85.2
2023/07/23 18:11:46;20.6;19.5;87.8
2023/07/23 18:31:45;20.49;19.31;89.2
2023/07/23 18:51:45;20.64;19.31;89.2
2023/07/23 19:11:45;20.74;19.31;88.6
2023/07/23 19:31:45;20.59;19.37;87.9
2023/07/23 19:51:45;20.21;19.31;89.9
2023/07/23 20:11:44;;19.5;91.5
2023/07/23 20:31:44;19.93;19.37;92.2
2023/07/23 20:51:44;19.8;19.37;92.3
2023/07/23 21:11:44;19.81;19.43;91.5
2023/07/23 21:31:44;19.72;19.37;90.8
2023/07/23 21:51:43;19.68;19.43;90.7
2023/07/23 22:11:43;19.56;19.37;91.2
2023/07/23 22:31:43;19.42;19.31;91.4
2023/07/23 22:51:43;19.31;19.37;91.8
2023/07/23 23:11:43;19.24;19.25;92.2
2023/07/23 23:31:42;19.16;19.31;92.8
2023/07/23 23:51:42;19.15;19.25;
