2023-04-19-18:00:53;11.06
2023-04-19-18:20:52;11.05
2023-04-19-18:40:52;11.06
2023-04-19-19:00:52;11.03
2023-04-19-19:40:51;10.97
2023-04-19-20:00:51;10.94
2023-04-19-20:20:51;10.95
2023-04-19-20:40:51;10.93
2023-04-19-21:00:51;10.94
2023-04-19-21:20:50;10.89
2023-04-19-21:40:50;10.89
2023-04-19-22:00:50;10.87
2023-04-19-22:20:50;10.88
2023-04-19-22:40:49;10.89
2023-04-19-23:00:49;10.87
2023-04-19-23:20:49;10.84
2023-04-19-23:40:49;10.81
