X;Y;Z;S;A;Q;C
1416704.719545;4856663.319424;-5.75;1390.59212;0.02532;3450.776268;3
1416705.095265;4856662.989523;-5.75;1478.491827;0.027487;3379.598686;3
1416705.470985;4856662.659623;-5.75;1562.78193;0.026283;3736.028856;3
1416705.846705;4856662.329722;-5.75;1653.555653;0.026403;3934.971559;3
1416706.222425;4856661.999822;-5.75;1759.085748;0.026903;4108.2875;3
1416706.598146;4856661.669921;-5.75;1830.139387;0.024771;4642.217038;3
1416706.973866;4856661.34002;-5.75;1893.019201;0.021209;5608.173009;3
1416707.349586;4856661.01012;-5.75;1976.691144;0.017084;7270.11651;3
1416707.725306;4856660.680219;-5.75;1950.378799;0.014069;8710.463593;3
1416708.101026;4856660.350319;-5.75;1953.737715;0.013488;9100.999203;3
1416708.476746;4856660.020418;-5.75;1929.45328;0.011197;10827.244683;3
1416708.852466;4856659.690517;-5.75;1895.995198;0.009038;13180.401748;3
1416709.228186;4856659.360617;-5.75;1841.310281;0.0083;13938.129016;3
1416709.603906;4856659.030716;-5.75;1780.637828;0.006856;16319.854692;3
1416709.979627;4856658.700816;-5.75;1681.795767;0.005972;17694.517967;3
1416710.355347;4856658.370915;-5.75;1603.666895;0.004525;22270.159549;3
1416710.731067;4856658.041015;-5.75;1492.437608;0.004508;20802.482115;3
1416688.18786;4856677.83505;-6.25;1403.439688;0.001047;84220.33481;3
1416688.56358;4856677.505149;-6.25;1448.722921;0.001038;87693.705947;3
1416688.9393;4856677.175249;-6.25;1486.623989;0.001166;80119.906311;3
1416689.31502;4856676.845348;-6.25;1511.214116;0.001233;77010.11388;3
1416689.690741;4856676.515447;-6.25;1537.449814;0.001301;74232.249165;3
1416690.066461;4856676.185547;-6.25;1550.682555;0.001222;79712.439117;3
1416690.442181;4856675.855646;-6.25;1554.288986;0.001065;91680.512274;3
1416690.817901;4856675.525746;-6.25;1561.864039;0.001093;89799.05751;3
1416691.193621;4856675.195845;-6.25;1563.376893;0.002057;47754.908473;3
1416691.569341;4856674.865944;-6.25;1556.531995;0.002151;45470.235531;3
1416691.945061;4856674.536044;-6.25;1544.340355;0.003405;28497.168384;3
1416692.320781;4856674.206143;-6.25;1524.732476;0.003911;24497.782788;3
1416692.696501;4856673.876243;-6.25;1517.910974;0.004191;22754.040747;3
1416693.072222;4856673.546342;-6.25;1516.945396;0.004637;20552.717933;3
1416693.447942;4856673.216441;-6.25;1513.224179;0.005676;16751.183383;3
1416693.823662;4856672.886541;-6.25;1521.230165;0.006427;14871.991067;3
1416694.199382;4856672.55664;-6.25;1539.871755;0.0075;12900.981812;3
1416694.575102;4856672.22674;-6.25;1564.68679;0.00778;12636.898027;3
1416694.950822;4856671.896839;-6.25;1596.063358;0.008186;12250.474566;3
1416695.326542;4856671.566939;-6.25;1617.120718;0.009298;10928.359562;3
1416695.702262;4856671.237038;-6.25;1621.680169;0.010321;9872.409789;3
1416696.077982;4856670.907137;-6.25;1615.484964;0.010344;9812.420045;3
1416696.453703;4856670.577237;-6.25;1592.508801;0.009564;10462.705049;3
1416696.829423;4856670.247336;-6.25;1555.931738;0.009062;10788.26063;3
1416697.205143;4856669.917436;-6.25;1520.481062;0.00811;11780.176298;3
1416697.580863;4856669.587535;-6.25;1476.842132;0.007272;12760.371353;3
1416697.956583;4856669.257634;-6.25;1423.907;0.005953;15027.752094;3
1416698.332303;4856668.927734;-6.25;1388.237619;0.004569;19091.507681;3
1416698.708023;4856668.597833;-6.25;1355.433614;0.003542;24045.45872;3
1416699.083743;4856668.267933;-6.25;1320.958982;0.002576;32221.260212;3
1416699.459463;4856667.938032;-6.25;1293.168086;0.001852;43875.294102;3
1416699.835184;4856667.608132;-6.25;1252.912206;0.001256;62663.751504;3
1416700.210904;4856667.278231;-6.25;1232.714246;0.001162;66672.137536;3
1416700.586624;4856666.94833;-6.25;1218.121493;0.00115;66574.302156;3
1416700.962344;4856666.61843;-6.25;1206.254431;0.001096;69129.12384;3
1416701.338064;4856666.288529;-6.25;1194.668772;0.001082;69371.478935;3
1416701.713784;4856665.958629;-6.25;1194.261186;0.001093;68623.459829;3
1416702.089504;4856665.628728;-6.25;1200.972376;0.001112;67848.911519;3
1416702.465224;4856665.298827;-6.25;1222.690857;0.001137;67574.019208;3
1416702.840944;4856664.968927;-6.25;1240.001775;0.002019;38596.606275;3
1416703.216665;4856664.639026;-6.25;1269.245273;0.004;19939.315375;3
1416703.592385;4856664.309126;-6.25;1302.283292;0.00617;13262.110331;3
1416703.968105;4856663.979225;-6.25;1347.754144;0.008797;9625.795943;3
1416704.343825;4856663.649324;-6.25;1397.274398;0.011485;7644.309971;3
1416704.719545;4856663.319424;-6.25;1452.030042;0.014659;6223.722818;3
1416705.095265;4856662.989523;-6.25;1515.201623;0.017581;5414.996858;3
1416705.470985;4856662.659623;-6.25;1582.427299;0.017515;5676.767169;3
1416705.846705;4856662.329722;-6.25;1666.195337;0.016655;6285.658211;3
1416706.222425;4856661.999822;-6.25;1752.934274;0.015519;7097.267968;3
1416706.598146;4856661.669921;-6.25;1837.953181;0.014145;8164.222951;3
1416706.973866;4856661.34002;-6.25;1924.118462;0.013285;9100.260643;3
1416707.349586;4856661.01012;-6.25;1996.614857;0.011052;11350.84739;3
1416707.725306;4856660.680219;-6.25;2057.969771;0.008637;14970.844985;3
1416708.101026;4856660.350319;-6.25;2097.124178;0.008032;16404.310455;3
1416708.476746;4856660.020418;-6.25;2076.292745;0.007078;18432.353816;3
1416708.852466;4856659.690517;-6.25;2053.280182;0.006634;19448.268149;3
1416709.228186;4856659.360617;-6.25;1996.204121;0.005919;21190.420798;3
1416709.603906;4856659.030716;-6.25;1913.819996;0.004159;28913.0574;3
1416709.979627;4856658.700816;-6.25;1805.645492;0.003406;33305.734981;3
1416688.56358;4856677.505149;-6.75;1542.408605;0.001103;87858.148059;3
1416688.9393;4856677.175249;-6.75;1582.963599;0.001146;86820.409375;3
1416689.31502;4856676.845348;-6.75;1614.515155;0.001148;88401.544025;3
1416689.690741;4856676.515447;-6.75;1634.76326;0.001187;86568.008791;3
1416690.066461;4856676.185547;-6.75;1639.353414;0.001113;92534.673794;3
1416690.442181;4856675.855646;-6.75;1635.12915;0.000954;107641.596198;3
1416690.817901;4856675.525746;-6.75;1643.465357;0.000988;104533.006437;3
1416691.193621;4856675.195845;-6.75;1648.431584;0.000936;110681.819413;3
1416691.569341;4856674.865944;-6.75;1647.146167;0.001035;99947.875872;3
1416691.945061;4856674.536044;-6.75;1641.246269;0.001791;57575.9333;3
1416692.320781;4856674.206143;-6.75;1628.235081;0.001794;57018.823406;3
1416692.696501;4856673.876243;-6.75;1630.054599;0.002075;49354.637108;3
1416693.072222;4856673.546342;-6.75;1638.145308;0.002522;40808.172411;3
1416693.447942;4856673.216441;-6.75;1636.144755;0.003572;28783.169417;3
1416693.823662;4856672.886541;-6.75;1637.778386;0.005062;20330.701848;3
1416694.199382;4856672.55664;-6.75;1650.656783;0.006044;17159.302495;3
1416694.575102;4856672.22674;-6.75;1663.880875;0.00687;15217.379638;3
1416694.950822;4856671.896839;-6.75;1680.979897;0.007344;14382.233488;3
1416695.326542;4856671.566939;-6.75;1688.352443;0.008324;12744.598789;3
1416695.702262;4856671.237038;-6.75;1674.727862;0.009204;11432.150403;3
1416696.077982;4856670.907137;-6.75;1654.73531;0.00923;11264.113227;3
1416696.453703;4856670.577237;-6.75;1631.75223;0.008762;11701.098072;3
1416696.829423;4856670.247336;-6.75;1595.338905;0.008331;12032.329634;3
1416697.205143;4856669.917436;-6.75;1559.53548;0.007396;13249.059133;3
1416697.580863;4856669.587535;-6.75;1513.762886;0.006993;13600.33216;3
1416697.956583;4856669.257634;-6.75;1471.852886;0.005797;15953.079711;3
1416698.332303;4856668.927734;-6.75;1447.16408;0.004564;19924.311864;3
1416698.708023;4856668.597833;-6.75;1423.038493;0.003525;25364.384363;3
1416699.083743;4856668.267933;-6.75;1393.719944;0.002502;34996.40943;3
1416699.459463;4856667.938032;-6.75;1370.468027;0.001777;48453.418664;3
1416699.835184;4856667.608132;-6.75;1331.212316;0.001184;70654.114299;3
1416700.210904;4856667.278231;-6.75;1313.116941;0.001095;75319.813696;3
1416700.586624;4856666.94833;-6.75;1288.651668;0.001091;74222.957218;3
1416700.962344;4856666.61843;-6.75;1273.656312;0.001022;78274.049201;3
1416701.338064;4856666.288529;-6.75;1258.258005;0.000994;79500.811557;3
1416701.713784;4856665.958629;-6.75;1255.847567;0.001022;77180.157923;3
1416702.089504;4856665.628728;-6.75;1256.527019;0.001064;74221.772492;3
1416702.465224;4856665.298827;-6.75;1274.405107;0.001092;73333.705592;3
1416702.840944;4856664.968927;-6.75;1289.356064;0.001114;72736.02648;3
1416703.216665;4856664.639026;-6.75;1316.191629;0.001116;74116.426075;3
1416703.592385;4856664.309126;-6.75;1335.982564;0.001151;72944.898817;3
1416703.968105;4856663.979225;-6.75;1371.423469;0.001164;74035.173442;3
1416704.343825;4856663.649324;-6.75;1405.289834;0.001123;78622.637469;3
1416704.719545;4856663.319424;-6.75;1445.011421;0.001196;75911.467872;3
1416705.095265;4856662.989523;-6.75;1503.282175;0.001188;79483.864841;3
1416705.470985;4856662.659623;-6.75;1566.852798;0.001526;64530.316926;3
1416705.846705;4856662.329722;-6.75;1637.640998;0.002126;48395.960093;3
1416706.222425;4856661.999822;-6.75;1723.245186;0.00241;44926.659002;3
1416706.598146;4856661.669921;-6.75;1808.038867;0.00255;44543.262353;3
1416706.973866;4856661.34002;-6.75;1894.211848;0.002864;41549.247324;3
1416707.349586;4856661.01012;-6.75;1981.99813;0.003019;41246.391487;3
1416707.725306;4856660.680219;-6.75;2039.667307;0.003451;37134.991005;3
1416708.101026;4856660.350319;-6.75;2080.99629;0.003339;39163.0322;3
1416708.476746;4856660.020418;-6.75;2097.304223;0.00291;45278.165959;3
1416708.852466;4856659.690517;-6.75;2079.365847;0.00262;49864.299274;3
1416709.228186;4856659.360617;-6.75;2022.239078;0.00259;49067.763612;3
1416689.31502;4856676.845348;-7.25;1699.414265;0.0011;97112.972074;3
1416689.690741;4856676.515447;-7.25;1729.210724;0.001051;103353.13091;3
1416690.066461;4856676.185547;-7.25;1739.957576;0.001059;103256.79921;3
1416690.442181;4856675.855646;-7.25;1742.040009;0.000967;113236.206559;3
1416690.817901;4856675.525746;-7.25;1741.779748;0.000981;111576.333213;3
1416691.193621;4856675.195845;-7.25;1738.96755;0.000933;117048.256625;3
1416691.569341;4856674.865944;-7.25;1731.981967;0.001037;104975.16992;3
1416691.945061;4856674.536044;-7.25;1712.894451;0.001856;57989.197445;3
1416692.320781;4856674.206143;-7.25;1678.782583;0.001872;56342.79417;3
1416692.696501;4856673.876243;-7.25;1656.996862;0.002152;48375.151318;3
1416693.072222;4856673.546342;-7.25;1649.029419;0.002576;40225.832493;3
1416693.447942;4856673.216441;-7.25;1648.014814;0.003598;28781.243412;3
1416693.823662;4856672.886541;-7.25;1653.911767;0.005042;20608.985463;3
1416694.199382;4856672.55664;-7.25;1649.94205;0.005716;18136.992165;3
1416694.575102;4856672.22674;-7.25;1649.852695;0.00541;19162.594434;3
1416694.950822;4856671.896839;-7.25;1670.924377;0.005721;18350.937428;3
1416695.326542;4856671.566939;-7.25;1684.745304;0.006338;16701.358846;3
1416695.702262;4856671.237038;-7.25;1682.1568;0.006552;16131.955275;3
1416696.077982;4856670.907137;-7.25;1662.428417;0.006012;17373.329333;3
1416696.453703;4856670.577237;-7.25;1642.293807;0.004933;20917.623225;3
1416696.829423;4856670.247336;-7.25;1623.188677;0.004374;23315.1717;3
1416697.205143;4856669.917436;-7.25;1610.422758;0.004009;25236.826545;3
1416697.580863;4856669.587535;-7.25;1571.312335;0.003736;26426.042564;3
1416697.956583;4856669.257634;-7.25;1537.361997;0.0029;33307.69929;3
1416698.332303;4856668.927734;-7.25;1510.636298;0.002326;40814.032395;3
1416698.708023;4856668.597833;-7.25;1484.739231;0.001854;50319.246413;3
1416699.083743;4856668.267933;-7.25;1447.127249;0.001474;61696.832493;3
1416699.459463;4856667.938032;-7.25;1419.771111;0.001168;76388.694315;3
1416699.835184;4856667.608132;-7.25;1377.173407;0.001043;82988.625787;3
1416700.210904;4856667.278231;-7.25;1354.364215;0.000968;87908.901153;3
1416700.586624;4856666.94833;-7.25;1326.663358;0.000964;86445.431736;3
1416700.962344;4856666.61843;-7.25;1309.556265;0.00092;89437.968372;3
1416701.338064;4856666.288529;-7.25;1291.503519;0.000902;89921.847819;3
1416701.713784;4856665.958629;-7.25;1289.859955;0.000926;87500.316366;3
1416702.089504;4856665.628728;-7.25;1291.631099;0.000961;84475.965148;3
1416702.465224;4856665.298827;-7.25;1308.81995;0.000979;83987.353391;3
1416702.840944;4856664.968927;-7.25;1323.871406;0.001004;82816.703565;3
1416703.216665;4856664.639026;-7.25;1349.772602;0.00101;83930.943003;3
1416703.592385;4856664.309126;-7.25;1371.169245;0.001053;81834.255357;3
1416703.968105;4856663.979225;-7.25;1400.289121;0.001085;81123.741281;3
1416704.343825;4856663.649324;-7.25;1426.169382;0.001079;83084.369919;3
1416704.719545;4856663.319424;-7.25;1458.441891;0.001031;88919.322683;3
1416705.095265;4856662.989523;-7.25;1510.29122;0.001054;90046.719157;3
1416705.470985;4856662.659623;-7.25;1571.314524;0.001012;97605.367702;3
1416705.846705;4856662.329722;-7.25;1637.930235;0.000987;104266.014125;3
1416706.222425;4856661.999822;-7.25;1704.137268;0.001063;100693.274459;3
1416706.598146;4856661.669921;-7.25;1782.189315;0.000996;112467.131827;3
1416706.973866;4856661.34002;-7.25;1859.570889;0.001004;116365.572496;3
1416707.349586;4856661.01012;-7.25;1935.976247;0.001035;117471.584399;3
1416707.725306;4856660.680219;-7.25;1978.77411;0.000991;125518.379067;3
1416708.101026;4856660.350319;-7.25;2009.440033;0.001;126236.876963;3
1416708.476746;4856660.020418;-7.25;2027.874809;0.001099;115980.693873;3
1416689.690741;4856676.515447;-7.75;1794.728627;0.001034;109098.153717;3
1416690.066461;4856676.185547;-7.75;1817.699176;0.000954;119763.564705;3
1416690.442181;4856675.855646;-7.75;1831.350182;0.000932;123420.117689;3
1416690.817901;4856675.525746;-7.75;1843.936777;0.000966;119938.042796;3
1416691.193621;4856675.195845;-7.75;1848.972206;0.000917;126691.965942;3
1416691.569341;4856674.865944;-7.75;1848.246052;0.000869;133645.818315;3
1416691.945061;4856674.536044;-7.75;1833.143496;0.001385;83169.920982;3
1416692.320781;4856674.206143;-7.75;1802.858864;0.001396;81141.990339;3
1416692.696501;4856673.876243;-7.75;1779.845928;0.001449;77166.256168;3
1416693.072222;4856673.546342;-7.75;1776.422121;0.001458;76562.587856;3
1416693.447942;4856673.216441;-7.75;1762.073927;0.001472;75218.170665;3
1416693.823662;4856672.886541;-7.75;1749.308932;0.001507;72951.893062;3
1416694.199382;4856672.55664;-7.75;1726.377349;0.001861;58275.309861;3
1416694.575102;4856672.22674;-7.75;1726.314326;0.00187;58011.411481;3
1416694.950822;4856671.896839;-7.75;1742.561934;0.002167;50532.016465;3
1416695.326542;4856671.566939;-7.75;1748.096407;0.002369;46358.879068;3
1416695.702262;4856671.237038;-7.75;1734.362966;0.002544;42839.894375;3
1416696.077982;4856670.907137;-7.75;1711.194149;0.002713;39623.574371;3
1416696.453703;4856670.577237;-7.75;1697.964086;0.002826;37749.0657;3
1416696.829423;4856670.247336;-7.75;1687.220094;0.002542;41706.222241;3
1416697.205143;4856669.917436;-7.75;1665.593852;0.002148;48730.11928;3
1416697.580863;4856669.587535;-7.75;1626.503866;0.001876;54464.836711;3
1416697.956583;4856669.257634;-7.75;1591.970809;0.001677;59653.417417;3
1416698.332303;4856668.927734;-7.75;1558.377668;0.00152;64405.349112;3
1416698.708023;4856668.597833;-7.75;1528.52373;0.001299;73945.648741;3
1416699.083743;4856668.267933;-7.75;1478.334395;0.001143;81238.029991;3
1416699.459463;4856667.938032;-7.75;1436.538402;0.001047;86247.134533;3
1416699.835184;4856667.608132;-7.75;1401.216045;0.000927;94927.243326;3
1416700.210904;4856667.278231;-7.75;1377.241015;0.000845;102457.941798;3
1416700.586624;4856666.94833;-7.75;1349.783396;0.000818;103653.4563;3
1416700.962344;4856666.61843;-7.75;1332.167938;0.000824;101543.969815;3
1416701.338064;4856666.288529;-7.75;1318.373091;0.000843;98213.702164;3
1416701.713784;4856665.958629;-7.75;1321.533736;0.000849;97790.987134;3
1416702.089504;4856665.628728;-7.75;1325.306489;0.000863;96512.761321;3
1416702.465224;4856665.298827;-7.75;1330.831917;0.000879;95170.330696;3
1416702.840944;4856664.968927;-7.75;1339.196352;0.000899;93556.784815;3
1416703.216665;4856664.639026;-7.75;1356.042589;0.000901;94590.673535;3
1416703.592385;4856664.309126;-7.75;1374.273512;0.000899;96063.943035;3
1416703.968105;4856663.979225;-7.75;1396.595816;0.000895;98037.440296;3
1416704.343825;4856663.649324;-7.75;1420.994081;0.000891;100203.290774;3
1416704.719545;4856663.319424;-7.75;1457.572206;0.000849;107901.627687;3
1416705.095265;4856662.989523;-7.75;1507.477042;0.000882;107368.941006;3
1416705.470985;4856662.659623;-7.75;1561.501534;0.000856;114663.259312;3
1416705.846705;4856662.329722;-7.75;1628.90378;0.000851;120323.179949;3
1416706.222425;4856661.999822;-7.75;1705.75028;0.000963;111324.433389;3
1416706.598146;4856661.669921;-7.75;1791.845918;0.000929;121239.118278;3
1416706.973866;4856661.34002;-7.75;1877.559713;0.000926;127453.19863;3
1416707.349586;4856661.01012;-7.75;1960.954325;0.000962;128123.518708;3
1416707.725306;4856660.680219;-7.75;2015.385426;0.000957;132331.794296;3
1416690.442181;4856675.855646;-8.25;1886.794707;0.000955;124076.860138;3
1416690.817901;4856675.525746;-8.25;1903.754378;0.000843;141928.421338;3
1416691.193621;4856675.195845;-8.25;1913.699611;0.000934;128775.628647;3
1416691.569341;4856674.865944;-8.25;1907.637485;0.000878;136503.795707;3
1416691.945061;4856674.536044;-8.25;1889.529132;0.001005;118086.766194;3
1416692.320781;4856674.206143;-8.25;1873.614878;0.001028;114551.146249;3
1416692.696501;4856673.876243;-8.25;1863.310943;0.001081;108298.20882;3
1416693.072222;4856673.546342;-8.25;1867.770856;0.001086;108025.321991;3
1416693.447942;4856673.216441;-8.25;1871.257102;0.001108;106133.065674;3
1416693.823662;4856672.886541;-8.25;1873.617622;0.001072;109774.804899;3
1416694.199382;4856672.55664;-8.25;1861.379048;0.001216;96208.178518;3
1416694.575102;4856672.22674;-8.25;1866.806393;0.001177;99630.431407;3
1416694.950822;4856671.896839;-8.25;1863.391108;0.001314;89084.011915;3
1416695.326542;4856671.566939;-8.25;1853.867818;0.001446;80553.473382;3
1416695.702262;4856671.237038;-8.25;1827.976913;0.001603;71663.85519;3
1416696.077982;4856670.907137;-8.25;1789.878601;0.001768;63596.029671;3
1416696.453703;4856670.577237;-8.25;1755.453879;0.001831;60240.909336;3
1416696.829423;4856670.247336;-8.25;1725.583563;0.001706;63560.014113;3
1416697.205143;4856669.917436;-8.25;1691.833942;0.001622;65532.148939;3
1416697.580863;4856669.587535;-8.25;1646.883897;0.001437;72015.206926;3
1416697.956583;4856669.257634;-8.25;1604.35499;0.001284;78524.964004;3
1416698.332303;4856668.927734;-8.25;1553.399904;0.001164;83886.935828;3
1416698.708023;4856668.597833;-8.25;1510.412265;0.001004;94535.914661;3
1416699.083743;4856668.267933;-8.25;1473.602898;0.000901;102796.928156;3
1416699.459463;4856667.938032;-8.25;1441.280104;0.000872;103865.581859;3
1416699.835184;4856667.608132;-8.25;1409.123623;0.000885;100006.579745;3
1416700.210904;4856667.278231;-8.25;1383.969179;0.000896;97049.050232;3
1416700.586624;4856666.94833;-8.25;1363.59369;0.000894;95827.62788;3
1416700.962344;4856666.61843;-8.25;1356.550022;0.000876;97298.265938;3
1416701.338064;4856666.288529;-8.25;1350.754173;0.000864;98183.983906;3
1416701.713784;4856665.958629;-8.25;1347.422041;0.000861;98283.957748;3
1416702.089504;4856665.628728;-8.25;1346.569325;0.00084;100687.346458;3
1416702.465224;4856665.298827;-8.25;1351.8685;0.000824;103116.574275;3
1416702.840944;4856664.968927;-8.25;1365.153103;0.000802;106985.66115;3
1416703.216665;4856664.639026;-8.25;1381.659577;0.000785;110608.43981;3
1416703.592385;4856664.309126;-8.25;1402.902312;0.000779;113169.871078;3
1416703.968105;4856663.979225;-8.25;1428.479039;0.00077;116594.422914;3
1416704.343825;4856663.649324;-8.25;1455.713959;0.000767;119321.244935;3
1416704.719545;4856663.319424;-8.25;1495.188276;0.000751;125027.550369;3
1416705.095265;4856662.989523;-8.25;1543.769413;0.000752;128971.364383;3
1416705.470985;4856662.659623;-8.25;1600.244535;0.00075;134083.886511;3
1416705.846705;4856662.329722;-8.25;1669.745739;0.000764;137326.854084;3
1416706.222425;4856661.999822;-8.25;1740.376151;0.000754;145065.466998;3
1416706.598146;4856661.669921;-8.25;1821.52199;0.000742;154155.136996;3
1416706.973866;4856661.34002;-8.25;1901.969959;0.000782;152730.447519;3
1416691.193621;4856675.195845;-8.75;1955.813027;0.000956;128478.068395;3
1416691.569341;4856674.865944;-8.75;1960.733666;0.000835;147528.960346;3
1416691.945061;4856674.536044;-8.75;1947.382098;0.000965;126816.301211;3
1416692.320781;4856674.206143;-8.75;1936.393344;0.000989;123065.055466;3
1416692.696501;4856673.876243;-8.75;1920.002088;0.001092;110438.215618;3
1416693.072222;4856673.546342;-8.75;1914.315304;0.001144;105177.336036;3
1416693.447942;4856673.216441;-8.75;1915.016911;0.001178;102153.989175;3
1416693.823662;4856672.886541;-8.75;1909.268761;0.001128;106307.072622;3
1416694.199382;4856672.55664;-8.75;1883.719964;0.001174;100849.947241;3
1416694.575102;4856672.22674;-8.75;1878.119893;0.001018;115901.164741;3
1416694.950822;4856671.896839;-8.75;1871.125698;0.000993;118350.848833;3
1416695.326542;4856671.566939;-8.75;1862.446658;0.000928;126065.79766;3
1416695.702262;4856671.237038;-8.75;1836.42241;0.000888;129952.17543;3
1416696.077982;4856670.907137;-8.75;1797.148415;0.000904;124932.020529;3
1416696.453703;4856670.577237;-8.75;1761.673718;0.00093;118992.283428;3
1416696.829423;4856670.247336;-8.75;1732.52918;0.000882;123417.165289;3
1416697.205143;4856669.917436;-8.75;1690.256915;0.000904;117424.481599;3
1416697.580863;4856669.587535;-8.75;1635.949449;0.000857;119970.171077;3
1416697.956583;4856669.257634;-8.75;1591.76724;0.00083;120511.362606;3
1416698.332303;4856668.927734;-8.75;1544.835676;0.000833;116554.939817;3
1416698.708023;4856668.597833;-8.75;1505.326404;0.000815;116017.069388;3
1416699.083743;4856668.267933;-8.75;1466.160487;0.000814;113231.84772;3
1416699.459463;4856667.938032;-8.75;1436.242504;0.000845;106736.582999;3
1416699.835184;4856667.608132;-8.75;1415.660215;0.000851;104492.179683;3
1416700.210904;4856667.278231;-8.75;1397.383733;0.000867;101213.342354;3
1416700.586624;4856666.94833;-8.75;1380.421129;0.000868;99883.272085;3
1416700.962344;4856666.61843;-8.75;1373.130048;0.000846;101980.245625;3
1416701.338064;4856666.288529;-8.75;1366.802341;0.000812;105797.072186;3
1416701.713784;4856665.958629;-8.75;1368.853371;0.000784;109761.51105;3
1416702.089504;4856665.628728;-8.75;1371.014602;0.000755;114168.527553;3
1416702.465224;4856665.298827;-8.75;1379.255971;0.000758;114327.849804;3
1416702.840944;4856664.968927;-8.75;1394.691917;0.000727;120543.243099;3
1416703.216665;4856664.639026;-8.75;1409.776018;0.000706;125525.905993;3
1416703.592385;4856664.309126;-8.75;1430.472059;0.000701;128247.507572;3
1416703.968105;4856663.979225;-8.75;1458.456207;0.000704;130207.47346;3
1416704.343825;4856663.649324;-8.75;1488.42748;0.000709;131983.985974;3
1416704.719545;4856663.319424;-8.75;1531.78845;0.000709;135682.584908;3
1416705.095265;4856662.989523;-8.75;1582.164598;0.000697;142577.273837;3
1416705.470985;4856662.659623;-8.75;1642.311093;0.000711;145094.472835;3
1416705.846705;4856662.329722;-8.75;1711.525682;0.000713;150888.351994;3
1416706.222425;4856661.999822;-8.75;1782.593058;0.000741;151099.580829;3
1416692.320781;4856674.206143;-9.25;1943.249977;0.001114;109576.973878;3
1416692.696501;4856673.876243;-9.25;1926.797953;0.001112;108835.456577;3
1416693.072222;4856673.546342;-9.25;1924.238172;0.001112;108758.396355;3
1416693.447942;4856673.216441;-9.25;1927.089857;0.001108;109319.593276;3
1416693.823662;4856672.886541;-9.25;1929.22333;0.001047;115789.866591;3
1416694.199382;4856672.55664;-9.25;1909.811695;0.001079;111192.15875;3
1416694.575102;4856672.22674;-9.25;1913.556399;0.000982;122430.817503;3
1416694.950822;4856671.896839;-9.25;1909.661028;0.000951;126137.52917;3
1416695.326542;4856671.566939;-9.25;1900.173379;0.000822;145184.351146;3
1416695.702262;4856671.237038;-9.25;1869.05491;0.000752;156224.096336;3
1416696.077982;4856670.907137;-9.25;1823.531204;0.000816;140418.358603;3
1416696.453703;4856670.577237;-9.25;1779.334642;0.000832;134294.606638;3
1416696.829423;4856670.247336;-9.25;1740.164554;0.000814;134296.630827;3
1416697.205143;4856669.917436;-9.25;1692.648469;0.000846;125710.448381;3
1416697.580863;4856669.587535;-9.25;1640.472771;0.000881;116964.75136;3
1416697.956583;4856669.257634;-9.25;1591.040446;0.000929;107662.485911;3
1416698.332303;4856668.927734;-9.25;1544.247688;0.000972;99827.107933;3
1416698.708023;4856668.597833;-9.25;1506.47006;0.00094;100728.327948;3
1416699.083743;4856668.267933;-9.25;1467.661816;0.000961;95912.356031;3
1416699.459463;4856667.938032;-9.25;1440.444732;0.000985;91906.792284;3
1416699.835184;4856667.608132;-9.25;1421.850309;0.001005;88887.323196;3
1416700.210904;4856667.278231;-9.25;1406.894429;0.00106;83382.718719;3
1416700.586624;4856666.94833;-9.25;1398.434035;0.001089;80649.07052;3
1416700.962344;4856666.61843;-9.25;1393.338231;0.00105;83372.946886;3
1416701.338064;4856666.288529;-9.25;1389.016804;0.000996;87620.330571;3
1416701.713784;4856665.958629;-9.25;1392.171458;0.000947;92383.21653;3
1416702.089504;4856665.628728;-9.25;1395.136725;0.000896;97787.853728;3
1416702.465224;4856665.298827;-9.25;1403.691896;0.00088;100259.573463;3
1416702.840944;4856664.968927;-9.25;1417.858732;0.000796;111847.802733;3
1416703.216665;4856664.639026;-9.25;1433.056633;0.00072;125014.198162;3
1416703.592385;4856664.309126;-9.25;1458.782529;0.000709;129295.407432;3
1416703.968105;4856663.979225;-9.25;1491.384762;0.000705;132860.623537;3
1416704.343825;4856663.649324;-9.25;1528.544596;0.000709;135398.447859;3
1416704.719545;4856663.319424;-9.25;1578.248413;0.00071;139747.218158;3
1416705.095265;4856662.989523;-9.25;1625.885363;0.000671;152137.995206;3
1416705.470985;4856662.659623;-9.25;1684.104407;0.000697;151830.04888;3
1416693.823662;4856672.886541;-9.75;2000.877043;0.001235;101780.815043;3
1416694.199382;4856672.55664;-9.75;2000.767872;0.001098;114479.441939;3
1416694.575102;4856672.22674;-9.75;1996.853902;0.00101;124169.083151;3
1416694.950822;4856671.896839;-9.75;1972.921939;0.000926;133934.746515;3
1416695.326542;4856671.566939;-9.75;1941.740499;0.000829;147184.024833;3
1416695.702262;4856671.237038;-9.75;1895.736506;0.000746;159669.085978;3
1416696.077982;4856670.907137;-9.75;1838.775737;0.000775;149168.012423;3
1416696.453703;4856670.577237;-9.75;1778.481343;0.000796;140332.215877;3
1416696.829423;4856670.247336;-9.75;1722.57983;0.000834;129733.558256;3
1416697.205143;4856669.917436;-9.75;1666.795643;0.000876;119557.876975;3
1416697.580863;4856669.587535;-9.75;1616.386421;0.000923;110003.506003;3
1416697.956583;4856669.257634;-9.75;1569.898386;0.000971;101613.15633;3
1416698.332303;4856668.927734;-9.75;1528.490712;0.001009;95165.525926;3
