X;Y;Z;S;A;Q;C
1416713.293103;4856692.642241;-1.875;736.786933;0.148154;312.470861;1
1416713.465517;4856692.461207;-1.875;730.083787;0.153604;298.641913;1
1416713.637931;4856692.280172;-1.875;726.211533;0.160476;284.336892;1
1416713.810345;4856692.099138;-1.875;723.010898;0.166918;272.158827;1
1416713.982759;4856691.918103;-1.875;720.327628;0.172392;262.537985;1
1416714.155172;4856691.737069;-1.875;717.224654;0.176971;254.643704;1
1416714.327586;4856691.556034;-1.875;709.860391;0.176801;252.27184;1
1416714.5;4856691.375;-1.875;703.874422;0.176358;250.77274;1
1416714.672414;4856691.193966;-1.875;697.631975;0.173745;252.28664;1
1416714.844828;4856691.012931;-1.875;697.68426;0.173876;252.115921;1
1416715.017241;4856690.831897;-1.875;697.896125;0.170814;256.712342;1
1416715.189655;4856690.650862;-1.875;695.615538;0.165655;263.842491;1
1416715.362069;4856690.469828;-1.875;694.587672;0.160421;272.048366;1
1416715.534483;4856690.288793;-1.875;691.675684;0.154321;281.615613;1
1416715.706897;4856690.107759;-1.875;686.547987;0.144374;298.786956;1
1416715.87931;4856689.926724;-1.875;683.016487;0.136659;314.031335;1
1416716.051724;4856689.74569;-1.875;679.387228;0.128512;332.165622;1
1416716.224138;4856689.564655;-1.875;676.896887;0.123448;344.52373;1
1416716.396552;4856689.383621;-1.875;674.837794;0.116654;363.480082;1
1416716.568966;4856689.202586;-1.875;675.738788;0.113697;373.431367;1
1416716.741379;4856689.021552;-1.875;677.040006;0.11538;368.691658;1
1416716.913793;4856688.840517;-1.875;679.553394;0.12001;355.782214;1
1416717.086207;4856688.659483;-1.875;685.532417;0.124635;345.595733;1
1416717.258621;4856688.478448;-1.875;691.82878;0.128494;338.294394;1
1416717.431034;4856688.297414;-1.875;702.071881;0.13807;319.494069;1
1416717.603448;4856688.116379;-1.875;714.771047;0.146314;306.944296;1
1416717.775862;4856687.935345;-1.875;727.941622;0.156236;292.748782;1
1416717.948276;4856687.75431;-1.875;742.832083;0.162594;287.055404;1
1416718.12069;4856687.573276;-1.875;759.31381;0.169435;281.576776;2
1416718.293103;4856687.392241;-1.875;770.096079;0.17738;272.784653;2
1416718.465517;4856687.211207;-1.875;780.593105;0.183291;267.585719;2
1416718.637931;4856687.030172;-1.875;791.637912;0.183553;270.984746;2
1416718.810345;4856686.849138;-1.875;802.593171;0.177869;283.514158;2
1416718.982759;4856686.668103;-1.875;805.399497;0.171853;294.464564;2
1416719.155172;4856686.487069;-1.875;806.222749;0.166292;304.622756;2
1416719.327586;4856686.306034;-1.875;798.334185;0.154339;325.005007;2
1416719.5;4856686.125;-1.875;791.044185;0.143537;346.271102;2
1416719.672414;4856685.943966;-1.875;774.704006;0.129386;376.206896;2
1416719.844828;4856685.762931;-1.875;756.663481;0.121741;390.521619;2
1416720.017241;4856685.581897;-1.875;734.114228;0.118714;388.5448;1
1416720.189655;4856685.400862;-1.875;717.504526;0.115091;391.708936;1
1416720.362069;4856685.219828;-1.875;697.587971;0.112192;390.675327;1
1416720.534483;4856685.038793;-1.875;678.246573;0.114262;372.961534;1
1416720.706897;4856684.857759;-1.875;656.593302;0.119254;345.943505;1
1416720.87931;4856684.676724;-1.875;638.328524;0.12096;331.575067;1
1416721.051724;4856684.49569;-1.875;621.003028;0.121794;320.366431;1
1416721.224138;4856684.314655;-1.875;606.856528;0.120574;316.235831;1
1416721.396552;4856684.133621;-1.875;593.552626;0.118356;315.098971;1
1416721.568966;4856683.952586;-1.875;585.515471;0.117344;313.514761;1
1416721.741379;4856683.771552;-1.875;581.38323;0.114497;319.042329;1
1416721.913793;4856683.590517;-1.875;581.424534;0.107034;341.31236;1
1416722.086207;4856683.409483;-1.875;582.605774;0.098248;372.588072;1
1416722.258621;4856683.228448;-1.875;587.545994;0.089972;410.313479;1
1416722.431034;4856683.047414;-1.875;587.743631;0.080249;460.178735;1
1416722.603448;4856682.866379;-1.875;588.618174;0.071839;514.815445;1
1416722.775862;4856682.685345;-1.875;593.691021;0.066237;563.170942;1
1416722.948276;4856682.50431;-1.875;598.795831;0.061954;607.284334;1
1416723.12069;4856682.323276;-1.875;603.524601;0.059878;633.293813;1
1416723.293103;4856682.142241;-1.875;607.091562;0.058798;648.746667;1
1416723.465517;4856681.961207;-1.875;609.66174;0.060397;634.235016;1
1416723.637931;4856681.780172;-1.875;608.51672;0.062155;615.141276;1
1416723.810345;4856681.599138;-1.875;605.691283;0.061553;618.27692;1
1416723.982759;4856681.418103;-1.875;599.474067;0.06553;574.789278;1
1416724.155172;4856681.237069;-1.875;591.710129;0.068731;540.926777;1
1416724.327586;4856681.056034;-1.875;588.164613;0.069168;534.287802;1
1416724.5;4856680.875;-1.875;585.050485;0.06976;526.947439;1
1416724.672414;4856680.693966;-1.875;577.952581;0.069432;523.009337;1
1416724.844828;4856680.512931;-1.875;569.127514;0.068826;519.565191;1
1416725.017241;4856680.331897;-1.875;561.759598;0.067634;521.87472;1
1416725.189655;4856680.150862;-1.875;556.431506;0.067981;514.284056;1
1416725.362069;4856679.969828;-1.875;551.819225;0.066525;521.186822;1
1416725.534483;4856679.788793;-1.875;548.412524;0.064888;531.037159;1
1416725.706897;4856679.607759;-1.875;545.614698;0.065528;523.162498;1
1416725.87931;4856679.426724;-1.875;544.422911;0.06287;544.095908;1
1416726.051724;4856679.24569;-1.875;542.553514;0.060783;560.842864;1
1416726.224138;4856679.064655;-1.875;539.673995;0.059217;572.619359;1
1416726.396552;4856678.883621;-1.875;536.863707;0.057965;581.941017;1
1416726.568966;4856678.702586;-1.875;535.163722;0.059687;563.360345;1
1416726.741379;4856678.521552;-1.875;535.837088;0.0634;531.037024;1
1416726.913793;4856678.340517;-1.875;536.343505;0.068469;492.186476;1
1416727.086207;4856678.159483;-1.875;535.883434;0.072739;462.892732;1
1416727.258621;4856677.978448;-1.875;535.758687;0.076842;438.079727;1
1416727.431034;4856677.797414;-1.875;535.701792;0.079395;423.946723;1
1416727.603448;4856677.616379;-1.875;535.728578;0.083387;403.670582;1
1416727.775862;4856677.435345;-1.875;536.013048;0.086376;389.910118;1
1416727.948276;4856677.25431;-1.875;537.30818;0.08859;381.082379;1
1416728.12069;4856677.073276;-1.875;539.677394;0.092488;366.629214;1
1416728.293103;4856676.892241;-1.875;542.257242;0.095891;355.310546;1
1416728.465517;4856676.711207;-1.875;544.084493;0.099026;345.221667;1
1416728.637931;4856676.530172;-1.875;545.558502;0.100923;339.648239;1
1416728.810345;4856676.349138;-1.875;547.256967;0.102819;334.424033;1
1416728.982759;4856676.168103;-1.875;549.1514;0.105881;325.876837;1
1416729.155172;4856675.987069;-1.875;550.5226;0.110418;313.266602;1
1416729.327586;4856675.806034;-1.875;551.729152;0.114267;303.379653;1
1416729.5;4856675.625;-1.875;553.148219;0.117579;295.590623;1
1416729.672414;4856675.443966;-1.875;554.236329;0.121315;287.050785;1
1416729.844828;4856675.262931;-1.875;555.190609;0.124887;279.322023;1
1416730.017241;4856675.081897;-1.875;556.446003;0.128303;272.499721;1
1416730.189655;4856674.900862;-1.875;557.385594;0.131847;265.622881;1
1416730.362069;4856674.719828;-1.875;558.625318;0.135074;259.854195;1
1416730.534483;4856674.538793;-1.875;559.309963;0.139269;252.335977;1
1416730.706897;4856674.357759;-1.875;559.856194;0.14286;246.23296;1
1416730.87931;4856674.176724;-1.875;560.329913;0.145711;241.618432;1
1416731.051724;4856673.99569;-1.875;561.210459;0.144121;244.669031;1
1416731.224138;4856673.814655;-1.875;561.553577;0.143349;246.136188;1
1416731.396552;4856673.633621;-1.875;560.561909;0.142235;247.626508;1
1416731.568966;4856673.452586;-1.875;558.808641;0.141687;247.806805;1
1416731.741379;4856673.271552;-1.875;556.252704;0.142606;245.083986;1
1416731.913793;4856673.090517;-1.875;553.100024;0.140755;246.899574;1
1416732.086207;4856672.909483;-1.875;550.67846;0.13686;252.814772;1
1416732.258621;4856672.728448;-1.875;548.845314;0.131293;262.657407;1
1416732.431034;4856672.547414;-1.875;547.547031;0.12332;278.977517;1
1416732.603448;4856672.366379;-1.875;546.587497;0.114542;299.829254;1
1416732.775862;4856672.185345;-1.875;545.798957;0.103597;331.028676;1
1416732.948276;4856672.00431;-1.875;544.992461;0.093135;367.671285;1
1416733.12069;4856671.823276;-1.875;544.177574;0.082656;413.661147;1
1416733.293103;4856671.642241;-1.875;544.414693;0.071487;478.503449;1
1416733.465517;4856671.461207;-1.875;545.080579;0.059779;572.921201;1
1416733.637931;4856671.280172;-1.875;545.699497;0.046754;733.353471;1
1416733.810345;4856671.099138;-1.875;545.964023;0.03602;952.365778;1
1416733.982759;4856670.918103;-1.875;545.135928;0.026807;1277.737239;1
1416734.155172;4856670.737069;-1.875;542.812957;0.019401;1757.904788;1
1416734.327586;4856670.556034;-1.875;539.303566;0.012731;2661.672943;1
1416734.5;4856670.375;-1.875;534.797005;0.007767;4326.102197;1
1416734.672414;4856670.193966;-1.875;529.026046;0.004424;7514.076113;1
1416734.844828;4856670.012931;-1.875;522.199847;0.002621;12516.050639;1
1416735.017241;4856669.831897;-1.875;515.285932;0.00173;18713.099742;1
1416710.189655;4856695.900862;-2.125;683.116271;0.03142;1366.053422;1
1416710.362069;4856695.719828;-2.125;693.477449;0.035758;1218.552305;1
1416710.534483;4856695.538793;-2.125;705.471647;0.044193;1003.007908;1
1416710.706897;4856695.357759;-2.125;718.74038;0.050497;894.302435;1
1416710.87931;4856695.176724;-2.125;731.787777;0.054976;836.34998;1
1416711.051724;4856694.99569;-2.125;746.239673;0.060707;772.3595;1
1416711.224138;4856694.814655;-2.125;762.300832;0.067739;707.080598;2
1416711.396552;4856694.633621;-2.125;779.966466;0.075768;646.796904;2
1416711.568966;4856694.452586;-2.125;793.113985;0.079194;629.253922;2
1416711.741379;4856694.271552;-2.125;802.666336;0.082927;608.16043;2
1416711.913793;4856694.090517;-2.125;811.568833;0.087383;583.553011;2
1416712.086207;4856693.909483;-2.125;818.205892;0.093267;551.209523;2
1416712.258621;4856693.728448;-2.125;820.99503;0.098762;522.312499;2
1416712.431034;4856693.547414;-2.125;823.466388;0.100826;513.159867;2
1416712.603448;4856693.366379;-2.125;827.23135;0.108596;478.621869;2
1416712.775862;4856693.185345;-2.125;827.319782;0.116493;446.225999;2
1416712.948276;4856693.00431;-2.125;819.841583;0.120066;429.032856;2
1416713.12069;4856692.823276;-2.125;809.055494;0.123435;411.8302;2
1416713.293103;4856692.642241;-2.125;797.676619;0.12712;394.268955;2
1416713.465517;4856692.461207;-2.125;789.721358;0.133511;371.651393;2
1416713.637931;4856692.280172;-2.125;784.771854;0.142179;346.805766;2
1416713.810345;4856692.099138;-2.125;778.66467;0.150631;324.798959;2
1416713.982759;4856691.918103;-2.125;773.089804;0.155857;311.66125;2
1416714.155172;4856691.737069;-2.125;768.888346;0.160832;300.378956;2
1416714.327586;4856691.556034;-2.125;764.14112;0.162762;294.985901;2
1416714.5;4856691.375;-2.125;754.61914;0.160032;296.278819;2
1416714.672414;4856691.193966;-2.125;744.950629;0.156198;299.662448;1
1416714.844828;4856691.012931;-2.125;741.427305;0.154658;301.214052;1
1416715.017241;4856690.831897;-2.125;738.722945;0.151224;306.931694;1
1416715.189655;4856690.650862;-2.125;733.518369;0.145785;316.139586;1
1416715.362069;4856690.469828;-2.125;728.949309;0.139402;328.55544;1
1416715.534483;4856690.288793;-2.125;723.144674;0.132322;343.377618;1
1416715.706897;4856690.107759;-2.125;716.910298;0.122772;366.897493;1
1416715.87931;4856689.926724;-2.125;711.442777;0.115779;386.09127;1
1416716.051724;4856689.74569;-2.125;705.995737;0.108042;410.571848;1
1416716.224138;4856689.564655;-2.125;699.955219;0.102625;428.546644;1
1416716.396552;4856689.383621;-2.125;697.297872;0.098736;443.732008;1
1416716.568966;4856689.202586;-2.125;697.641185;0.097695;448.6831;1
1416716.741379;4856689.021552;-2.125;697.550334;0.099912;438.668896;1
1416716.913793;4856688.840517;-2.125;700.515841;0.104578;420.878704;1
1416717.086207;4856688.659483;-2.125;707.23086;0.109434;406.057482;1
1416717.258621;4856688.478448;-2.125;716.695133;0.111991;402.099015;1
1416717.431034;4856688.297414;-2.125;728.142584;0.11754;389.235204;1
1416717.603448;4856688.116379;-2.125;741.028174;0.123532;376.907285;1
1416717.775862;4856687.935345;-2.125;756.189306;0.128419;369.983423;2
1416717.948276;4856687.75431;-2.125;774.342663;0.132717;366.594572;2
1416718.12069;4856687.573276;-2.125;793.772542;0.137224;363.452239;2
1416718.293103;4856687.392241;-2.125;808.442238;0.142009;357.694077;2
1416718.465517;4856687.211207;-2.125;820.4903;0.145002;355.531599;2
1416718.637931;4856687.030172;-2.125;831.607629;0.143561;363.967783;2
1416718.810345;4856686.849138;-2.125;839.58335;0.136679;385.960497;2
1416718.982759;4856686.668103;-2.125;841.37457;0.130332;405.617752;2
1416719.155172;4856686.487069;-2.125;839.031201;0.126108;418.039224;2
1416719.327586;4856686.306034;-2.125;830.767951;0.117855;442.905256;2
1416719.5;4856686.125;-2.125;820.122535;0.107712;478.404444;2
1416719.672414;4856685.943966;-2.125;800.747915;0.099259;506.883046;2
1416719.844828;4856685.762931;-2.125;777.034172;0.096489;505.989081;2
1416720.017241;4856685.581897;-2.125;752.6549;0.095178;496.865136;2
1416720.189655;4856685.400862;-2.125;735.397155;0.094684;488.007035;1
1416720.362069;4856685.219828;-2.125;716.163496;0.094605;475.640919;1
1416720.534483;4856685.038793;-2.125;697.075515;0.096169;455.435052;1
1416720.706897;4856684.857759;-2.125;677.367275;0.100059;425.352925;1
1416720.87931;4856684.676724;-2.125;659.587209;0.101977;406.398264;1
1416721.051724;4856684.49569;-2.125;643.918809;0.103055;392.592694;1
1416721.224138;4856684.314655;-2.125;631.219822;0.104515;379.475389;1
1416721.396552;4856684.133621;-2.125;620.469029;0.105029;371.183558;1
1416721.568966;4856683.952586;-2.125;614.960354;0.104149;370.998534;1
1416721.741379;4856683.771552;-2.125;614.04043;0.099407;388.11391;1
1416721.913793;4856683.590517;-2.125;615.851544;0.09295;416.299809;1
1416722.086207;4856683.409483;-2.125;618.910284;0.084463;460.403867;1
1416722.258621;4856683.228448;-2.125;625.904698;0.075908;518.082139;1
1416722.431034;4856683.047414;-2.125;629.885028;0.06864;576.587187;1
1416722.603448;4856682.866379;-2.125;632.909611;0.063596;625.309173;1
1416722.775862;4856682.685345;-2.125;640.501249;0.059056;681.448197;1
1416722.948276;4856682.50431;-2.125;647.464312;0.05642;721.049452;1
1416723.12069;4856682.323276;-2.125;652.885038;0.053447;767.527696;1
1416723.293103;4856682.142241;-2.125;658.163378;0.051796;798.393761;1
1416723.465517;4856681.961207;-2.125;663.356072;0.052319;796.642994;1
1416723.637931;4856681.780172;-2.125;664.496247;0.051786;806.235704;1
1416723.810345;4856681.599138;-2.125;662.369291;0.051712;804.804455;1
1416723.982759;4856681.418103;-2.125;655.248739;0.051742;795.687357;1
1416724.155172;4856681.237069;-2.125;646.981711;0.051095;795.59765;1
1416724.327586;4856681.056034;-2.125;642.209308;0.049191;820.300988;1
1416724.5;4856680.875;-2.125;639.098587;0.047011;854.176883;1
1416724.672414;4856680.693966;-2.125;630.647831;0.045711;866.854009;1
1416724.844828;4856680.512931;-2.125;621.244203;0.043182;903.948283;1
1416725.017241;4856680.331897;-2.125;614.358939;0.042662;904.827742;1
1416725.189655;4856680.150862;-2.125;608.110059;0.043696;874.4224;1
1416725.362069;4856679.969828;-2.125;603.094891;0.043757;865.990446;1
1416725.534483;4856679.788793;-2.125;598.999491;0.044098;853.469843;1
1416725.706897;4856679.607759;-2.125;595.911405;0.043903;852.847623;1
1416725.87931;4856679.426724;-2.125;594.072276;0.044831;832.609305;1
1416726.051724;4856679.24569;-2.125;592.19368;0.046422;801.521695;1
1416726.224138;4856679.064655;-2.125;589.330453;0.048499;763.494051;1
1416726.396552;4856678.883621;-2.125;586.510284;0.050007;736.926901;1
1416726.568966;4856678.702586;-2.125;584.879072;0.051732;710.37536;1
1416726.741379;4856678.521552;-2.125;585.185335;0.055552;661.873589;1
1416726.913793;4856678.340517;-2.125;584.918937;0.058314;630.230308;1
1416727.086207;4856678.159483;-2.125;583.832805;0.060127;610.101256;1
1416727.258621;4856677.978448;-2.125;581.930326;0.062476;585.243601;1
1416727.431034;4856677.797414;-2.125;580.89511;0.06471;564.031332;1
1416727.603448;4856677.616379;-2.125;579.697517;0.06749;539.689374;1
1416727.775862;4856677.435345;-2.125;579.284669;0.069215;525.860705;1
1416727.948276;4856677.25431;-2.125;579.362031;0.070634;515.366811;1
1416728.12069;4856677.073276;-2.125;580.595159;0.07276;501.371135;1
1416728.293103;4856676.892241;-2.125;582.012185;0.075316;485.537687;1
1416728.465517;4856676.711207;-2.125;583.190533;0.078658;465.850523;1
1416728.637931;4856676.530172;-2.125;583.760295;0.080823;453.816934;1
1416728.810345;4856676.349138;-2.125;584.906847;0.082328;446.395059;1
1416728.982759;4856676.168103;-2.125;586.931325;0.083544;441.419629;1
1416729.155172;4856675.987069;-2.125;588.619496;0.086427;427.921841;1
1416729.327586;4856675.806034;-2.125;589.454746;0.090493;409.275065;1
1416729.5;4856675.625;-2.125;590.190797;0.094512;392.358905;1
1416729.672414;4856675.443966;-2.125;590.530935;0.098201;377.837574;1
1416729.844828;4856675.262931;-2.125;590.719494;0.101423;365.953223;1
1416730.017241;4856675.081897;-2.125;591.47232;0.103619;358.651987;1
1416730.189655;4856674.900862;-2.125;592.563042;0.106423;349.846307;1
1416730.362069;4856674.719828;-2.125;594.168363;0.108931;342.717652;1
1416730.534483;4856674.538793;-2.125;595.605392;0.11248;332.709031;1
1416730.706897;4856674.357759;-2.125;596.139758;0.115904;323.169582;1
1416730.87931;4856674.176724;-2.125;596.862571;0.119802;313.034247;1
1416731.051724;4856673.99569;-2.125;597.538268;0.119868;313.21479;1
1416731.224138;4856673.814655;-2.125;596.659807;0.118814;315.529999;1
1416731.396552;4856673.633621;-2.125;595.423238;0.117082;319.532597;1
1416731.568966;4856673.452586;-2.125;593.569564;0.116029;321.428264;1
1416731.741379;4856673.271552;-2.125;591.646482;0.114691;324.125806;1
1416731.913793;4856673.090517;-2.125;588.777518;0.113386;326.267023;1
1416732.086207;4856672.909483;-2.125;586.039723;0.109154;337.341092;1
1416732.258621;4856672.728448;-2.125;583.821417;0.103194;355.472718;1
1416732.431034;4856672.547414;-2.125;581.769889;0.095117;384.303677;1
1416732.603448;4856672.366379;-2.125;580.297473;0.086945;419.358296;1
1416732.775862;4856672.185345;-2.125;578.462673;0.077544;468.711556;1
1416732.948276;4856672.00431;-2.125;576.712094;0.068885;526.031988;1
1416733.12069;4856671.823276;-2.125;575.798774;0.059635;606.661432;1
1416733.293103;4856671.642241;-2.125;574.953838;0.050427;716.392167;1
1416733.465517;4856671.461207;-2.125;574.392608;0.04097;880.901531;1
1416733.637931;4856671.280172;-2.125;572.953523;0.032175;1118.863942;1
1416733.810345;4856671.099138;-2.125;571.325914;0.023715;1513.70224;1
1416733.982759;4856670.918103;-2.125;568.405076;0.016816;2123.851534;1
1416734.155172;4856670.737069;-2.125;563.93403;0.01177;3010.516251;1
1416734.327586;4856670.556034;-2.125;558.281508;0.007575;4630.672782;1
1416734.5;4856670.375;-2.125;551.873948;0.004568;7590.663422;1
1416734.672414;4856670.193966;-2.125;544.558672;0.002775;12328.058069;1
1416734.844828;4856670.012931;-2.125;536.750142;0.001721;19597.052295;1
1416710.534483;4856695.538793;-2.375;724.331325;0.043042;1057.374395;1
1416710.706897;4856695.357759;-2.375;739.702143;0.047847;971.364238;1
1416710.87931;4856695.176724;-2.375;755.743975;0.053013;895.722996;2
1416711.051724;4856694.99569;-2.375;772.324319;0.056864;853.372679;2
1416711.224138;4856694.814655;-2.375;790.847036;0.060298;824.076655;2
1416711.396552;4856694.633621;-2.375;813.252616;0.066878;764.048323;2
1416711.568966;4856694.452586;-2.375;833.503354;0.069547;753.022815;2
1416711.741379;4856694.271552;-2.375;847.130023;0.071384;745.637655;2
1416711.913793;4856694.090517;-2.375;859.688596;0.073381;736.097374;2
1416712.086207;4856693.909483;-2.375;872.398476;0.076766;714.04593;2
1416712.258621;4856693.728448;-2.375;877.828388;0.080448;685.602312;2
1416712.431034;4856693.547414;-2.375;877.29081;0.081249;678.427512;2
1416712.603448;4856693.366379;-2.375;877.538806;0.087635;629.170227;2
1416712.775862;4856693.185345;-2.375;880.556539;0.094454;585.758441;2
1416712.948276;4856693.00431;-2.375;877.264163;0.09968;552.968324;2
1416713.12069;4856692.823276;-2.375;867.847997;0.105415;517.272818;2
1416713.293103;4856692.642241;-2.375;853.759285;0.108105;496.215116;2
1416713.465517;4856692.461207;-2.375;841.011192;0.112949;467.840827;2
1416713.637931;4856692.280172;-2.375;835.934908;0.121939;430.734921;2
1416713.810345;4856692.099138;-2.375;829.626822;0.131503;396.394568;2
1416713.982759;4856691.918103;-2.375;821.364323;0.138405;372.876824;2
1416714.155172;4856691.737069;-2.375;815.315637;0.141904;361.002553;2
1416714.327586;4856691.556034;-2.375;811.73369;0.143563;355.263189;2
1416714.5;4856691.375;-2.375;802.861449;0.140941;357.916637;2
1416714.672414;4856691.193966;-2.375;789.223455;0.136534;363.19417;2
1416714.844828;4856691.012931;-2.375;780.351714;0.13389;366.202902;2
1416715.017241;4856690.831897;-2.375;774.368428;0.129866;374.65442;2
1416715.189655;4856690.650862;-2.375;766.886956;0.125047;385.33321;2
1416715.362069;4856690.469828;-2.375;760.368485;0.119198;400.806059;2
1416715.534483;4856690.288793;-2.375;750.67718;0.112083;420.816383;2
1416715.706897;4856690.107759;-2.375;740.306646;0.101874;456.590733;1
1416715.87931;4856689.926724;-2.375;731.266328;0.094496;486.232728;1
1416716.051724;4856689.74569;-2.375;725.525309;0.089694;508.240871;1
1416716.224138;4856689.564655;-2.375;720.924569;0.085963;526.933665;1
1416716.396552;4856689.383621;-2.375;719.323738;0.083815;539.23731;1
1416716.568966;4856689.202586;-2.375;720.250822;0.083608;541.274695;1
1416716.741379;4856689.021552;-2.375;722.034459;0.08497;533.917329;1
1416716.913793;4856688.840517;-2.375;725.574566;0.089295;510.543261;1
1416717.086207;4856688.659483;-2.375;733.447721;0.098389;468.384213;1
1416717.258621;4856688.478448;-2.375;743.897811;0.101994;458.267306;1
1416717.431034;4856688.297414;-2.375;756.943123;0.108605;437.91743;2
