1491116.62;4920090.00;17.17;6;1
1491116.62;4920090.00;16.67;6;1
1491116.62;4920090.00;16.17;6;1
1491116.62;4920090.00;15.67;6;1
1491116.62;4920090.00;15.17;6;1
1491116.62;4920090.00;14.67;6;1
1491116.62;4920090.00;14.17;6;1
1491116.62;4920090.00;13.67;6;1
1491116.62;4920090.00;13.17;6;1
1491116.62;4920090.00;12.67;6;1
1491116.62;4920090.00;12.17;6;1
1491116.62;4920090.00;11.67;6;1
1491116.62;4920090.00;11.17;6;1
1491116.62;4920090.00;10.67;6;1
1491116.62;4920090.00;10.17;6;1
1491116.62;4920090.00;9.67;6;1
1491116.62;4920090.00;9.17;6;1
1491116.62;4920090.00;8.67;6;1
1491116.62;4920090.00;8.17;6;1
1491116.62;4920090.00;7.67;6;1
1491116.62;4920090.00;7.17;6;1
1491116.62;4920090.00;6.67;6;1
1491116.62;4920090.00;6.17;6;1
1491116.62;4920090.00;5.67;6;1
1491116.62;4920090.00;5.17;6;1
1491116.62;4920090.00;4.67;6;1
1491116.62;4920090.00;4.17;6;1
1491116.62;4920090.00;3.67;6;1
1491116.62;4920090.00;3.17;6;1
1491116.62;4920090.00;2.67;6;1
1491116.62;4920090.00;2.17;6;1
1491116.62;4920090.00;1.67;6;1
1491116.62;4920090.00;1.17;6;1
1491116.62;4920090.00;0.67;6;1
1491116.62;4920090.00;0.17;6;1
1491116.62;4920090.00;-0.33;6;1
1491116.62;4920090.00;-0.83;6;1
1491116.62;4920090.00;-1.33;6;1
1491116.62;4920090.00;-1.83;6;1
1491116.62;4920090.00;-2.33;6;1
1491116.62;4920090.00;-2.83;6;1
1491116.62;4920090.00;-3.33;6;1
1491116.62;4920090.00;-3.83;6;1
1491116.62;4920090.00;-4.33;6;1
1491116.62;4920090.00;-4.83;6;1
1491116.62;4920090.00;-5.33;6;1
1491116.62;4920090.00;-11.71;5;1
1491116.62;4920090.00;-12.21;5;1
1491116.62;4920090.00;-12.71;5;1
1491116.62;4920090.00;-13.21;5;1
1491116.62;4920090.00;-13.71;5;1
1491116.62;4920090.00;-14.21;5;1
1491116.62;4920090.00;-14.71;5;1
1491116.62;4920090.00;-15.21;5;1
1491116.62;4920090.00;-15.71;5;1
1491116.62;4920090.00;-16.21;5;1
1491116.62;4920090.00;-16.71;5;1
1491116.62;4920090.00;-17.21;5;1
1491116.62;4920090.00;-17.71;5;1
1491116.62;4920090.00;-18.21;5;1
1491116.62;4920090.00;-18.71;5;1
1491116.62;4920090.00;-19.21;5;1
1491116.62;4920090.00;-19.71;5;1
1491116.62;4920090.00;-20.21;5;1
1491114.38;4917464.00;4.08;6;2
1491114.38;4917464.00;3.58;6;2
1491114.38;4917464.00;3.08;6;2
1491114.38;4917464.00;2.58;6;2
1491114.38;4917464.00;2.08;6;2
1491114.38;4917464.00;1.58;6;2
1491114.38;4917464.00;1.08;6;2
1491114.38;4917464.00;0.58;6;2
1491114.38;4917464.00;0.08;6;2
1491114.38;4917464.00;-0.42;6;2
1491114.38;4917464.00;-0.92;6;2
1491114.38;4917464.00;-5.57;5;2
1491114.38;4917464.00;-6.07;5;2
1491114.38;4917464.00;-6.57;5;2
1491114.38;4917464.00;-7.07;5;2
1491114.38;4917464.00;-7.57;5;2
1491114.38;4917464.00;-8.07;5;2
1491114.38;4917464.00;-8.57;5;2
1491114.38;4917464.00;-9.07;5;2
1491114.38;4917464.00;-9.57;5;2
1491114.38;4917464.00;-10.07;5;2
