Timestamp;Temp. Ambiente
2023-04-07 10:43:03;9.07
2023-04-07 11:03:02;8.9
2023-04-07 11:23:02;8.78
2023-04-07 11:43:02;8.72
2023-04-07 12:03:01;8.75
2023-04-07 12:23:01;8.72
2023-04-07 12:43:01;8.77
2023-04-07 13:03:01;8.82
2023-04-07 13:23:01;8.82
2023-04-07 13:43:00;8.91
2023-04-07 14:03:00;8.88
2023-04-07 14:23:00;8.95
2023-04-07 14:43:00;8.98
2023-04-07 15:02:59;9.03
2023-04-07 15:22:59;8.98
2023-04-07 15:42:59;9.08
2023-04-07 16:02:59;9.06
2023-04-07 16:22:58;9.08
2023-04-07 16:42:58;9.05
2023-04-07 17:02:58;9.07
2023-04-07 17:22:58;9.07
2023-04-07 17:42:58;9.06
2023-04-07 18:02:57;9.05
2023-04-07 18:22:57;9.1
2023-04-07 18:42:57;9.07
2023-04-07 19:02:57;9.07
2023-04-07 19:22:57;9.07
2023-04-07 19:42:56;9.04
2023-04-07 20:02:56;9.07
2023-04-07 20:22:56;9.05
2023-04-07 20:42:55;9.04
2023-04-07 21:02:55;8.99
2023-04-07 21:22:55;8.99
2023-04-07 21:42:55;8.94
2023-04-07 22:02:54;8.95
2023-04-07 22:22:54;8.9
2023-04-07 22:42:54;8.88
2023-04-07 23:02:54;8.82
2023-04-07 23:22:54;8.83
2023-04-07 23:42:53;8.79
2023-04-08 00:02:53;8.84
2023-04-08 00:22:53;8.82
2023-04-08 00:42:53;8.83
2023-04-08 01:02:52;8.75
2023-04-08 01:22:52;8.7
2023-04-08 01:42:52;8.71
2023-04-08 02:02:52;8.63
2023-04-08 02:22:51;8.55
2023-04-08 02:42:51;8.5
2023-04-08 03:02:51;8.44
2023-04-08 03:22:51;8.45
2023-04-08 03:42:50;8.47
2023-04-08 04:02:50;8.55
2023-04-08 04:22:50;8.61
2023-04-08 04:42:50;8.58
2023-04-08 05:02:49;8.55
2023-04-08 05:22:49;8.51
2023-04-08 05:42:49;8.48
2023-04-08 06:22:49;8.43
2023-04-08 06:42:48;8.37
2023-04-08 07:02:48;8.37
2023-04-08 07:42:49;8.46
2023-04-08 08:02:47;8.55
2023-04-08 09:42:46;8.9
2023-04-08 10:22:46;9.16
2023-04-08 11:02:45;9.19
2023-04-08 11:22:45;9.18
2023-04-08 11:42:45;9.21
2023-04-08 12:22:44;9.18
2023-04-08 13:02:44;9.26
2023-04-08 13:22:44;9.31
2023-04-08 13:42:43;9.36
2023-04-08 14:22:43;9.35
2023-04-08 14:42:43;9.31
2023-04-08 15:02:42;9.32
2023-04-08 16:02:42;9.14
2023-04-08 16:42:41;8.99
2023-04-08 17:22:41;8.98
2023-04-08 17:42:41;9.02
2023-04-08 18:02:40;9.01
2023-04-08 18:22:40;9.08
2023-04-08 19:42:39;9.01
2023-04-08 20:22:39;8.96
2023-04-08 20:42:38;8.94
2023-04-08 21:02:38;8.85
2023-04-08 21:42:38;8.75
2023-04-08 22:02:38;8.63
2023-04-08 22:22:38;8.58
2023-04-08 22:42:37;8.51
2023-04-08 23:02:37;8.48
2023-04-08 23:42:36;8.49
2023-04-09 00:02:36;8.52
2023-04-09 00:22:36;8.53
2023-04-09 00:42:36;8.53
2023-04-09 01:22:35;8.54
2023-04-09 01:42:35;8.55
2023-04-09 02:02:35;8.63
2023-04-09 02:22:34;8.65
2023-04-09 03:02:34;8.72
2023-04-09 03:22:34;8.73
2023-04-09 03:42:34;8.76
2023-04-09 04:02:33;8.73
2023-04-09 04:22:33;8.72
2023-04-09 04:42:33;8.76
2023-04-09 05:02:33;8.8
2023-04-09 05:42:32;8.78
2023-04-09 06:02:32;8.79
2023-04-09 06:42:31;8.82
2023-04-09 07:02:31;8.8
2023-04-09 07:22:31;8.78
2023-04-09 07:42:31;8.82
2023-04-09 08:02:30;8.82
2023-04-09 08:22:30;8.9
2023-04-09 09:02:30;8.83
2023-04-09 09:22:30;8.81
2023-04-09 09:42:29;8.84
2023-04-09 10:02:29;8.84
2023-04-09 10:22:29;8.9
2023-04-09 10:42:29;8.9
2023-04-09 11:02:28;8.89
2023-04-09 11:22:28;8.86
2023-04-09 11:42:28;8.99
2023-04-09 12:02:28;9.14
2023-04-09 12:22:27;9.19
2023-04-09 12:42:27;9.09
2023-04-09 13:02:27;9.04
2023-04-09 13:22:27;9.04
2023-04-09 13:42:27;9.07
2023-04-09 14:02:26;9.07
2023-04-09 14:22:26;9.05
2023-04-09 14:42:26;9.07
2023-04-09 15:02:26;9.07
2023-04-09 15:22:25;9.05
2023-04-09 15:42:25;9.07
2023-04-09 16:02:25;9.07
2023-04-09 16:22:25;9.07
2023-04-09 16:42:24;9.07
2023-04-09 17:02:24;9.1
2023-04-09 17:22:24;9.09
2023-04-09 17:42:24;9.11
2023-04-09 18:02:23;9.17
2023-04-09 18:22:23;9.13
2023-04-09 18:42:23;9.12
2023-04-09 19:42:22;9.11
2023-04-09 20:02:22;9.07
2023-04-09 20:22:22;9.1
2023-04-09 21:02:21;9.06
2023-04-09 21:22:21;9.06
2023-04-09 21:42:21;9.09
2023-04-09 22:02:21;9.02
2023-04-09 22:22:20;9.06
2023-04-09 22:42:20;9.02
2023-04-09 23:02:20;9.02
2023-04-09 23:22:20;9.04
2023-04-09 23:42:19;9.04
2023-04-10 00:02:19;9.06
2023-04-10 00:22:19;9.08
2023-04-10 00:42:19;9.05
2023-04-10 01:02:19;9.05
2023-04-10 01:22:18;9.06
2023-04-10 01:42:18;9.04
2023-04-10 02:02:18;9.01
2023-04-10 02:42:18;9.01
2023-04-10 03:02:17;9.05
2023-04-10 03:22:17;9
2023-04-10 03:42:17;8.99
2023-04-10 04:02:17;8.97
2023-04-10 04:22:17;8.9
2023-04-10 04:42:16;8.88
2023-04-10 05:02:16;8.87
2023-04-10 05:22:15;8.83
2023-04-10 05:42:15;8.84
2023-04-10 06:22:15;8.85
2023-04-10 06:42:15;8.86
2023-04-10 07:02:14;8.84
2023-04-10 07:22:14;8.76
2023-04-10 08:02:14;8.84
2023-04-10 08:22:13;8.89
2023-04-10 08:42:13;8.87
2023-04-10 09:42:12;8.93
2023-04-10 10:02:12;8.95
2023-04-10 10:22:12;9.23
2023-04-10 10:42:12;9.94
2023-04-10 11:02:11;9.43
2023-04-10 11:22:11;9.23
2023-04-10 11:42:11;9.31
2023-04-10 12:02:11;9.43
2023-04-10 12:22:11;9.27
2023-04-10 12:42:10;9.22
2023-04-10 13:02:10;9.05
2023-04-10 13:22:10;9.04
2023-04-10 13:42:10;8.96
2023-04-10 14:02:09;8.93
2023-04-10 14:22:09;8.95
2023-04-10 14:42:09;8.96
2023-04-10 15:02:09;8.95
2023-04-10 15:22:08;8.96
2023-04-10 15:42:08;9.01
2023-04-10 16:02:08;9.06
2023-04-10 16:22:08;8.99
2023-04-10 16:42:08;9.05
2023-04-10 17:02:07;9.08
2023-04-10 17:22:07;9
2023-04-10 17:42:07;9.06
2023-04-10 18:02:07;9.07
2023-04-10 18:22:06;9.01
2023-04-10 18:42:06;9.08
2023-04-10 19:02:06;9.04
2023-04-10 19:22:06;9.04
2023-04-10 19:42:05;9.03
2023-04-10 20:02:05;9.04
2023-04-10 20:22:05;9.02
2023-04-10 20:42:05;9.05
2023-04-10 21:02:04;9.04
2023-04-10 21:22:04;9.06
2023-04-10 21:42:04;9
2023-04-10 22:02:04;8.99
2023-04-10 22:22:04;8.95
2023-04-10 22:42:03;8.95
2023-04-10 23:02:03;8.94
2023-04-10 23:22:03;8.92
2023-04-10 23:42:03;8.97
2023-04-11 00:02:02;8.95
2023-04-11 00:22:02;8.92
2023-04-11 00:42:02;8.89
2023-04-11 01:02:02;8.87
2023-04-11 01:22:01;8.87
2023-04-11 01:42:01;8.87
2023-04-11 02:02:01;8.84
2023-04-11 02:22:01;8.83
2023-04-11 02:42:02;8.8
2023-04-11 03:02:01;8.82
2023-04-11 03:22:00;8.83
2023-04-11 03:42:00;8.88
2023-04-11 04:02:00;8.92
2023-04-11 04:21:59;8.92
2023-04-11 04:41:59;8.93
2023-04-11 05:01:59;8.93
2023-04-11 05:21:59;8.97
2023-04-11 05:41:58;8.92
2023-04-11 06:01:58;8.97
2023-04-11 06:21:58;8.95
2023-04-11 06:41:58;8.93
2023-04-11 07:01:59;8.89
2023-04-11 07:21:57;8.87
2023-04-11 07:41:57;8.86
2023-04-11 08:01:57;8.94
2023-04-11 08:21:57;8.96
2023-04-11 08:41:56;8.97
2023-04-11 09:01:56;9.02
2023-04-11 09:21:56;9.05
2023-04-11 09:41:56;9.08
2023-04-11 10:01:55;9.09
2023-04-11 10:21:55;9.07
2023-04-11 10:41:55;9.12
2023-04-11 11:01:55;9.19
2023-04-11 11:21:54;9.19
2023-04-11 11:41:55;9.23
2023-04-11 12:01:57;9.26
2023-04-11 12:21:54;9.32
2023-04-11 12:41:54;9.33
2023-04-11 13:01:53;9.4
2023-04-11 13:21:53;9.45
2023-04-11 13:41:53;9.43
2023-04-11 14:01:53;9.53
2023-04-11 14:21:52;9.57
2023-04-11 14:41:52;9.64
2023-04-11 15:01:52;9.66
2023-04-11 15:21:52;9.68
2023-04-11 15:41:51;9.7
2023-04-11 16:01:51;9.72
2023-04-11 16:21:51;9.82
2023-04-11 16:41:51;9.78
2023-04-11 17:01:50;9.73
2023-04-11 17:21:50;9.78
2023-04-11 17:41:50;9.76
2023-04-11 18:01:50;9.73
2023-04-11 18:21:50;9.74
2023-04-11 18:41:49;9.74
2023-04-11 19:01:49;9.69
2023-04-11 19:21:49;9.63
2023-04-11 19:41:49;9.61
2023-04-11 20:01:48;9.58
