X;Y;Z;cat;ID
m;m;m;; 
R;R;A;K;V
;;;; 
xcoord;ycoord;absolute_depth;category;id_survey
;;;; 
1493191.62;4922444.00;53.48;5;3187
1493191.62;4922444.00;43.48;5;3187
1493191.62;4922444.00;33.48;5;3187
1493191.62;4922444.00;23.48;5;3187
1493191.62;4922444.00;13.48;5;3187
1493191.62;4922444.00;3.48;5;3187
1493191.62;4922444.00;-6.52;5;3187
1493191.62;4922444.00;-16.52;5;3187
1493191.62;4922444.00;-26.52;5;3187
1493191.62;4922444.00;-36.52;5;3187
1493191.62;4922444.00;-46.52;5;3187
1493179.62;4922451.00;52.04;5;3188
1493179.62;4922451.00;42.04;5;3188
1493179.62;4922451.00;32.04;5;3188
1493179.62;4922451.00;22.04;5;3188
1493179.62;4922451.00;12.04;5;3188
1493179.62;4922451.00;2.04;5;3188
1493179.62;4922451.00;-7.96;5;3188
1493179.62;4922451.00;-17.96;5;3188
1493179.62;4922451.00;-27.96;5;3188
1493179.62;4922451.00;-37.96;5;3188
1493179.62;4922451.00;-47.96;5;3188
1493166.38;4922458.00;50.61;5;3189
1493166.38;4922458.00;40.61;5;3189
1493166.38;4922458.00;30.61;5;3189
1493166.38;4922458.00;20.61;5;3189
1493166.38;4922458.00;10.61;5;3189
1493166.38;4922458.00;0.61;5;3189
1493166.38;4922458.00;-9.39;5;3189
1493166.38;4922458.00;-19.39;5;3189
1493166.38;4922458.00;-29.39;5;3189
1493166.38;4922458.00;-39.39;5;3189
1493166.38;4922458.00;-49.39;5;3189
1493156.25;4922463.50;50.85;5;3190
1493156.25;4922463.50;40.85;5;3190
1493156.25;4922463.50;30.85;5;3190
1493156.25;4922463.50;20.85;5;3190
1493156.25;4922463.50;10.85;5;3190
1493156.25;4922463.50;0.85;5;3190
1493156.25;4922463.50;-9.15;5;3190
1493156.25;4922463.50;-19.15;5;3190
1493156.25;4922463.50;-29.15;5;3190
1493156.25;4922463.50;-39.15;5;3190
1493156.25;4922463.50;-49.15;5;3190
1493152.38;4922465.00;49.77;5;3191
1493152.38;4922465.00;39.77;5;3191
1493152.38;4922465.00;29.77;5;3191
1493152.38;4922465.00;19.77;5;3191
1493152.38;4922465.00;9.77;5;3191
1493152.38;4922465.00;-0.23;5;3191
1493152.38;4922465.00;-10.23;5;3191
1493152.38;4922465.00;-20.23;5;3191
1493152.38;4922465.00;-30.23;5;3191
1493152.38;4922465.00;-40.23;5;3191
1493152.38;4922465.00;-50.23;5;3191
1493145.12;4922468.00;49.78;5;3192
1493145.12;4922468.00;39.78;5;3192
1493145.12;4922468.00;29.78;5;3192
1493145.12;4922468.00;19.78;5;3192
