id;date;east_UTM;north_UTM;forecast
;;m;m; 
V;V;R;R;R+
;;;; 
id_pluv;date;x_coord_UTM;y_coord_UTM;cumulative
;;;; 
4378780076121;080320181800;388411.71;4849436.97;0.033
4379330076189;080320181800;388969.04;4850038.69;0.039
4382270077862;080320181800;402476.81;4853093.05;0.039
4382760076985;080320181800;395433.07;4853744.48;0.094
4383100075432;080320181800;382952.42;4854330.3;0.094
4384600076210;080320181800;389235.56;4855889.08;0.101
4385260079286;080320181800;413970.76;4856255.79;0.065
4387180102403;080320181800;599737.63;4858578.04;0.029
4387320075448;080320181800;383163.55;4859015.08;0.07
4387960080165;080320181800;421071.27;4859166.82;0.14
4387970077739;080320181800;401581.59;4859438.45;0.033
4388860076018;080320181800;387772.24;4860646.47;0.06
4389590102419;080320181800;599825.96;4861256.7;0.073
4390460077333;080320181800;398362.29;4862253.23;0.035
4390590079515;080320181800;415886.42;4862152.08;0.291
4391860076945;080320181800;395271.07;4863856.69;0.088
4391990080677;080320181800;425235.05;4863595.16;0.095
4393070078420;080320181800;407131.97;4865024;0.052
4393330080007;080320181800;419874.09;4865146.37;0.044
4393960076081;080320181800;388373.75;4866302.42;0.034
4396140076850;080320181800;394584.09;4868622.53;0.145
4397240101848;080320181800;595118.02;4869686.08;0.189
4397710079532;080320181800;416123.2;4870058.41;0.151
4397920081036;080320181800;428188.73;4870149.6;0.052
4398130078667;080320181800;409191.77;4870616.57;0.132
4398150076998;080320181800;395806.64;4870836.21;0.242
4399180102519;080320181800;600467.59;4871920.31;0.112
4399290102094;080320181800;597057.87;4871991.63;0.05
4399450077624;080320181800;400848.85;4872202.89;0.023
4400620081693;080320181800;433488.28;4873093.31;0.033
4400650080352;080320181800;422738.3;4873243.67;0.078
4402370102285;080320181800;598538.43;4875435.22;0.155
4403010101718;080320181800;593984.19;4876079.91;0.109
4403910102463;080320181800;599939.12;4877167.12;0.215
4404200077934;080320181800;403411.74;4877441.88;0.415
4404420077211;080320181800;397622.93;4877773.6;0.037
4404520100601;080320181800;585011.56;4877635.88;0.513
4404630101118;080320181800;589151.82;4877812.64;0.329
4404780101100;080320181800;589005.38;4877977.3;0.049
4404880082108;080320181800;436860.49;4877792.21;0.085
4404950079147;080320181800;413141.12;4878139.76;0.374
4405020100141;080320181800;581319.46;4878144.85;0.258
4405200098359;080320181800;567042.27;4878184.52;0.218
4405690101742;080320181800;594134.1;4879059.33;0.007
4405720080413;080320181800;423292.81;4878869.21;0.158
4405760102075;080320181800;596800.24;4879175.64;0.143
4405830101682;080320181800;593651.3;4879208;0.328
4406390078664;080320181800;409293.88;4879791.28;0.344
4406390099723;080320181800;577953.01;4879626.15;0.014
4406390100817;080320181800;586714.76;4879735.39;0.06
4406510100767;080320181800;586312.57;4879863.43;0.063
4406540080043;080320181800;420340.19;4879815.14;0.158
4406880081796;080320181800;434383.2;4880038.02;0.038
4406940077306;080320181800;398427.16;4880560.81;0.069
4407130099384;080320181800;575228.62;4880416.59;0.212
4407490100090;080320181800;580877.31;4880883.28;0.246
4407680081342;080320181800;430756.8;4880963.8;0.11
4408050081582;080320181800;432682.72;4881354.84;0.061
4408320078733;080320181800;409875.82;4881927.37;0.311
4408380101288;080320181800;590456.67;4881996.31;0.029
4408940101794;080320181800;594498.92;4882675.09;0.008
4409110101034;080320181800;588412.22;4882779.57;0.117
4409400101707;080320181800;593795.17;4883176.08;0.389
4409450098097;080320181800;564897.11;4882884.06;0.239
4409470098094;080320181800;564872.88;4882906.04;0.008
4410330099305;080320181800;574555.83;4883963.68;0.013
4410380100070;080320181800;580677.9;4884091.27;0.308
4410630097348;080320181800;558889.84;4884138.46;0.207
4410700098282;080320181800;566364.03;4884287.18;0.212
4411230099655;080320181800;577345.37;4884995.58;0.302
4411600101040;080320181800;588423.16;4885545.89;0.203
4411780078675;080320181800;409464.32;4885776.81;0.009
4412280079965;080320181800;419793.22;4886198.21;0.288
4412750077292;080320181800;398414.67;4887015.8;0.006
4412780100003;080320181800;580109.27;4886750.45;0.075
4412950098689;080320181800;569594.9;4886819.87;0.03
4413200081189;080320181800;429597.33;4887107.93;0.022
4413250097903;080320181800;563303.66;4887089.68;0.232
4413490101972;080320181800;595850.38;4887749.42;0.23
4413800099062;080320181800;572568.52;4887796.17;0.264
4414440081634;080320181800;433171.21;4888448.06;0.05
4414660082624;080320181800;441091.46;4888616.65;0.106
4414820081645;080320181800;433263.48;4888869.24;0.086
4414830096402;080320181800;551282.55;4888740.23;0.22
4415320097637;080320181800;561154.41;4889368.77;0.246
4415590100333;080320181800;582710.16;4889904.2;0.333
4416170075908;080320181800;387407.26;4890994.82;0.001
4416400082200;080320181800;437718.75;4890580.59;0.049
4416910101500;080320181800;592021.57;4891494.24;0.433
4417090102082;080320181800;596671.56;4891760.9;0.42
4417140096068;080320181800;548592.46;4891285.75;0.209
4417750080444;080320181800;423696.27;4892228.24;0.011
4417890096187;080320181800;549537.52;4892125.88;0.145
4418990097150;080320181800;557224.5;4893410.12;0.227
4419310077331;080320181800;398838.95;4894297.36;0.013
4419320083788;080320181800;450439.92;4893715.73;0.065
4419420074894;080320181800;379365.9;4894748.67;0.038
4419510097710;080320181800;561694.54;4894028.16;0.234
4419570083020;080320181800;444304.86;4894042.67;0.039
4419800098490;080320181800;567924.33;4894411.7;0.234
4420310082933;080320181800;443616.7;4894870.55;0.103
4421090101163;080320181800;589264.29;4896099.96;0.344
4421110079444;080320181800;415750.63;4896058.07;0.031
4421360095403;080320181800;543245.38;4895935.93;0.231
4422000078328;080320181800;406848.9;4897167.24;0.006
4422200099000;080320181800;571970.44;4897120.83;0.293
4422670099667;080320181800;577291.99;4897703.41;0.08
4422890100683;080320181800;585403.53;4898048.3;0.038
4423130097155;080320181800;557224.42;4898008.9;0.191
4423230082024;080320181800;436385.19;4898180.37;0.039
