id;date;east_UTM;north_UTM;forecast
;;m;m; 
V;V;R;R;R+
;;;; 
id_pluv;date;x_coord_UTM;y_coord_UTM;cumulative
;;;; 
4378780076121;100320180700;388411.71;4849436.97;0.02
4379330076189;100320180700;388969.04;4850038.69;0.021
4382270077862;100320180700;402476.81;4853093.05;0.02
4382760076985;100320180700;395433.07;4853744.48;0.042
4383100075432;100320180700;382952.42;4854330.3;0.045
4384600076210;100320180700;389235.56;4855889.08;0.093
4385260079286;100320180700;413970.76;4856255.79;0.038
4387180102403;100320180700;599737.63;4858578.04;0.1052
4387320075448;100320180700;383163.55;4859015.08;0.039
4387960080165;100320180700;421071.27;4859166.82;0.026
4387970077739;100320180700;401581.59;4859438.45;0.025
4388860076018;100320180700;387772.24;4860646.47;0.036
4389590102419;100320180700;599825.96;4861256.7;0.1019
4390460077333;100320180700;398362.29;4862253.23;0.028
4390590079515;100320180700;415886.42;4862152.08;0.053
4391860076945;100320180700;395271.07;4863856.69;0.042
4391990080677;100320180700;425235.05;4863595.16;0.064
4393070078420;100320180700;407131.97;4865024;0.027
4393330080007;100320180700;419874.09;4865146.37;0.038
4393960076081;100320180700;388373.75;4866302.42;0.058
4396140076850;100320180700;394584.09;4868622.53;0.145
4397240101848;100320180700;595118.02;4869686.08;0.0991
4397710079532;100320180700;416123.2;4870058.41;0.039
4397920081036;100320180700;428188.73;4870149.6;0.039
4398130078667;100320180700;409191.77;4870616.57;0.128
4398150076998;100320180700;395806.64;4870836.21;0.306
4399180102519;100320180700;600467.59;4871920.31;0.1018
4399290102094;100320180700;597057.87;4871991.63;0.1034
4399450077624;100320180700;400848.85;4872202.89;0.085
4400620081693;100320180700;433488.28;4873093.31;0.02
4400650080352;100320180700;422738.3;4873243.67;0.03
4402370102285;100320180700;598538.43;4875435.22;0.1039
4403010101718;100320180700;593984.19;4876079.91;0.1004
4403910102463;100320180700;599939.12;4877167.12;0.0993
4404200077934;100320180700;403411.74;4877441.88;0.305
4404420077211;100320180700;397622.93;4877773.6;0.308
4404520100601;100320180700;585011.56;4877635.88;0.06
4404630101118;100320180700;589151.82;4877812.64;0.031
4404780101100;100320180700;589005.38;4877977.3;0.049
4404880082108;100320180700;436860.49;4877792.21;0.041
4404950079147;100320180700;413141.12;4878139.76;0.295
4405020100141;100320180700;581319.46;4878144.85;0.022
4405200098359;100320180700;567042.27;4878184.52;0.013
4405690101742;100320180700;594134.1;4879059.33;0.007
4405720080413;100320180700;423292.81;4878869.21;0.18
4405760102075;100320180700;596800.24;4879175.64;0.1038
4405830101682;100320180700;593651.3;4879208;0.025
4406390078664;100320180700;409293.88;4879791.28;0.279
4406390099723;100320180700;577953.01;4879626.15;0.014
4406390100817;100320180700;586714.76;4879735.39;0.06
4406510100767;100320180700;586312.57;4879863.43;0.063
4406540080043;100320180700;420340.19;4879815.14;0.076
4406880081796;100320180700;434383.2;4880038.02;0.027
4406940077306;100320180700;398427.16;4880560.81;0.25
4407130099384;100320180700;575228.62;4880416.59;0.009
4407490100090;100320180700;580877.31;4880883.28;0.019
4407680081342;100320180700;430756.8;4880963.8;0.101
4408050081582;100320180700;432682.72;4881354.84;0.037
4408320078733;100320180700;409875.82;4881927.37;0.189
4408380101288;100320180700;590456.67;4881996.31;0.025
4408940101794;100320180700;594498.92;4882675.09;0.008
4409110101034;100320180700;588412.22;4882779.57;0.0970
4409400101707;100320180700;593795.17;4883176.08;0.041
4409450098097;100320180700;564897.11;4882884.06;0.029
4409470098094;100320180700;564872.88;4882906.04;0.008
4410330099305;100320180700;574555.83;4883963.68;0.013
4410380100070;100320180700;580677.9;4884091.27;0.024
4410630097348;100320180700;558889.84;4884138.46;0.029
4410700098282;100320180700;566364.03;4884287.18;0.014
4411230099655;100320180700;577345.37;4884995.58;0.024
4411600101040;100320180700;588423.16;4885545.89;0.1039
4411780078675;100320180700;409464.32;4885776.81;0.077
4412280079965;100320180700;419793.22;4886198.21;0.312
4412750077292;100320180700;398414.67;4887015.8;0.135
4412780100003;100320180700;580109.27;4886750.45;0.075
4412950098689;100320180700;569594.9;4886819.87;0.03
4413200081189;100320180700;429597.33;4887107.93;0.099
4413250097903;100320180700;563303.66;4887089.68;0.04
4413490101972;100320180700;595850.38;4887749.42;0.1044
4413800099062;100320180700;572568.52;4887796.17;0.018
4414440081634;100320180700;433171.21;4888448.06;0.05
4414660082624;100320180700;441091.46;4888616.65;0.104
4414820081645;100320180700;433263.48;4888869.24;0.086
4414830096402;100320180700;551282.55;4888740.23;0.024
4415320097637;100320180700;561154.41;4889368.77;0.038
4415590100333;100320180700;582710.16;4889904.2;0.038
4416170075908;100320180700;387407.26;4890994.82;0.002
4416400082200;100320180700;437718.75;4890580.59;0.135
4416910101500;100320180700;592021.57;4891494.24;0.094
4417090102082;100320180700;596671.56;4891760.9;0.058
4417140096068;100320180700;548592.46;4891285.75;0.014
4417750080444;100320180700;423696.27;4892228.24;0.011
4417890096187;100320180700;549537.52;4892125.88;0.093
4418990097150;100320180700;557224.5;4893410.12;0.06
4419310077331;100320180700;398838.95;4894297.36;0.019
4419320083788;100320180700;450439.92;4893715.73;0.052
4419420074894;100320180700;379365.9;4894748.67;0.004
4419510097710;100320180700;561694.54;4894028.16;0.02
4419570083020;100320180700;444304.86;4894042.67;0.032
4419800098490;100320180700;567924.33;4894411.7;0.015
4420310082933;100320180700;443616.7;4894870.55;0.103
4421090101163;100320180700;589264.29;4896099.96;0.062
4421110079444;100320180700;415750.63;4896058.07;0.073
4421360095403;100320180700;543245.38;4895935.93;0.024
4422000078328;100320180700;406848.9;4897167.24;0.005
4422200099000;100320180700;571970.44;4897120.83;0.053
4422670099667;100320180700;577291.99;4897703.41;0.08
4422890100683;100320180700;585403.53;4898048.3;0.038
4423130097155;100320180700;557224.42;4898008.9;0.014
4423230082024;100320180700;436385.19;4898180.37;0.168
