id;date;east_UTM;north_UTM;forecast
;;m;m; 
V;V;R;R;R+
;;;; 
id_pluv;date;x_coord_UTM;y_coord_UTM;cumulative
;;;; 
4378780076121;130320182100;388411.71;4849436.97;0.221
4379330076189;130320182100;388969.04;4850038.69;0.225
4382270077862;130320182100;402476.81;4853093.05;0.237
4382760076985;130320182100;395433.07;4853744.48;0.247
4383100075432;130320182100;382952.42;4854330.3;0.257
4384600076210;130320182100;389235.56;4855889.08;0.238
4385260079286;130320182100;413970.76;4856255.79;0.24
4387180102403;130320182100;599737.63;4858578.04;0.403
4387320075448;130320182100;383163.55;4859015.08;0.583
4387960080165;130320182100;421071.27;4859166.82;0.223
4387970077739;130320182100;401581.59;4859438.45;0.227
4388860076018;130320182100;387772.24;4860646.47;0.298
4389590102419;130320182100;599825.96;4861256.7;0.363
4390460077333;130320182100;398362.29;4862253.23;0.214
4390590079515;130320182100;415886.42;4862152.08;0.319
4391860076945;130320182100;395271.07;4863856.69;0.233
4391990080677;130320182100;425235.05;4863595.16;0.248
4393070078420;130320182100;407131.97;4865024;0.227
4393330080007;130320182100;419874.09;4865146.37;0.265
4393960076081;130320182100;388373.75;4866302.42;0.391
4396140076850;130320182100;394584.09;4868622.53;0.145
4397240101848;130320182100;595118.02;4869686.08;0.299
4397710079532;130320182100;416123.2;4870058.41;0.209
4397920081036;130320182100;428188.73;4870149.6;0.249
4398130078667;130320182100;409191.77;4870616.57;0.432
4398150076998;130320182100;395806.64;4870836.21;0.513
4399180102519;130320182100;600467.59;4871920.31;0.453
4399290102094;130320182100;597057.87;4871991.63;0.433
4399450077624;130320182100;400848.85;4872202.89;0.259
4400620081693;130320182100;433488.28;4873093.31;0.226
4400650080352;130320182100;422738.3;4873243.67;0.214
4402370102285;130320182100;598538.43;4875435.22;0.516
4403010101718;130320182100;593984.19;4876079.91;0.477
4403910102463;130320182100;599939.12;4877167.12;0.613
4404200077934;130320182100;403411.74;4877441.88;0.547
4404420077211;130320182100;397622.93;4877773.6;0.579
4404520100601;130320182100;585011.56;4877635.88;0.558
4404630101118;130320182100;589151.82;4877812.64;0.557
4404780101100;130320182100;589005.38;4877977.3;0.049
4404880082108;130320182100;436860.49;4877792.21;0.415
4404950079147;130320182100;413141.12;4878139.76;0.279
4405020100141;130320182100;581319.46;4878144.85;0.373
4405200098359;130320182100;567042.27;4878184.52;0.438
4405690101742;130320182100;594134.1;4879059.33;0.007
4405720080413;130320182100;423292.81;4878869.21;0.289
4405760102075;130320182100;596800.24;4879175.64;0.612
4405830101682;130320182100;593651.3;4879208;0.624
4406390078664;130320182100;409293.88;4879791.28;0.235
4406390099723;130320182100;577953.01;4879626.15;0.014
4406390100817;130320182100;586714.76;4879735.39;0.06
4406510100767;130320182100;586312.57;4879863.43;0.063
4406540080043;130320182100;420340.19;4879815.14;0.515
4406880081796;130320182100;434383.2;4880038.02;0.244
4406940077306;130320182100;398427.16;4880560.81;0.513
4407130099384;130320182100;575228.62;4880416.59;0.509
4407490100090;130320182100;580877.31;4880883.28;0.448
4407680081342;130320182100;430756.8;4880963.8;0.256
4408050081582;130320182100;432682.72;4881354.84;0.234
4408320078733;130320182100;409875.82;4881927.37;0.251
4408380101288;130320182100;590456.67;4881996.31;0.034
4408940101794;130320182100;594498.92;4882675.09;0.008
4409110101034;130320182100;588412.22;4882779.57;0.406
4409400101707;130320182100;593795.17;4883176.08;0.829
4409450098097;130320182100;564897.11;4882884.06;0.527
4409470098094;130320182100;564872.88;4882906.04;0.008
4410330099305;130320182100;574555.83;4883963.68;0.013
4410380100070;130320182100;580677.9;4884091.27;0.433
4410630097348;130320182100;558889.84;4884138.46;0.302
4410700098282;130320182100;566364.03;4884287.18;0.437
4411230099655;130320182100;577345.37;4884995.58;0.368
4411600101040;130320182100;588423.16;4885545.89;0.426
4411780078675;130320182100;409464.32;4885776.81;0.282
4412280079965;130320182100;419793.22;4886198.21;0.441
4412750077292;130320182100;398414.67;4887015.8;0.236
4412780100003;130320182100;580109.27;4886750.45;0.075
4412950098689;130320182100;569594.9;4886819.87;0.03
4413200081189;130320182100;429597.33;4887107.93;0.322
4413250097903;130320182100;563303.66;4887089.68;0.513
4413490101972;130320182100;595850.38;4887749.42;0.4
4413800099062;130320182100;572568.52;4887796.17;0.607
4414440081634;130320182100;433171.21;4888448.06;0.05
4414660082624;130320182100;441091.46;4888616.65;0.252
4414820081645;130320182100;433263.48;4888869.24;0.086
4414830096402;130320182100;551282.55;4888740.23;0.377
4415320097637;130320182100;561154.41;4889368.77;0.548
4415590100333;130320182100;582710.16;4889904.2;0.563
4416170075908;130320182100;387407.26;4890994.82;0.12
4416400082200;130320182100;437718.75;4890580.59;0.255
4416910101500;130320182100;592021.57;4891494.24;0.457
4417090102082;130320182100;596671.56;4891760.9;0.588
4417140096068;130320182100;548592.46;4891285.75;0.24
4417750080444;130320182100;423696.27;4892228.24;0.247
4417890096187;130320182100;549537.52;4892125.88;0.275
4418990097150;130320182100;557224.5;4893410.12;0.495
4419310077331;130320182100;398838.95;4894297.36;0.252
4419320083788;130320182100;450439.92;4893715.73;0.278
4419420074894;130320182100;379365.9;4894748.67;0.584
4419510097710;130320182100;561694.54;4894028.16;0.503
4419570083020;130320182100;444304.86;4894042.67;0.24
4419800098490;130320182100;567924.33;4894411.7;0.561
4420310082933;130320182100;443616.7;4894870.55;0.103
4421090101163;130320182100;589264.29;4896099.96;0.597
4421110079444;130320182100;415750.63;4896058.07;0.299
4421360095403;130320182100;543245.38;4895935.93;0.303
4422000078328;130320182100;406848.9;4897167.24;0.203
4422200099000;130320182100;571970.44;4897120.83;0.571
4422670099667;130320182100;577291.99;4897703.41;0.08
4422890100683;130320182100;585403.53;4898048.3;0.038
4423130097155;130320182100;557224.42;4898008.9;0.429
4423230082024;130320182100;436385.19;4898180.37;0.265
