id;date;east_UTM;north_UTM;forecast
;;m;m; 
V;V;R;R;R+
;;;; 
id_pluv;date;x_coord_UTM;y_coord_UTM;cumulative
;;;; 
4378780076121;110320180000;388411.71;4849436.97;0.709
4379330076189;110320180000;388969.04;4850038.69;0.738
4382270077862;110320180000;402476.81;4853093.05;0.813
4382760076985;110320180000;395433.07;4853744.48;0.774
4383100075432;110320180000;382952.42;4854330.3;0.888
4384600076210;110320180000;389235.56;4855889.08;0.344
4385260079286;110320180000;413970.76;4856255.79;0.843
4387180102403;110320180000;599737.63;4858578.04;0.616
4387320075448;110320180000;383163.55;4859015.08;0.979
4387960080165;110320180000;421071.27;4859166.82;0.85
4387970077739;110320180000;401581.59;4859438.45;0.812
4388860076018;110320180000;387772.24;4860646.47;0.883
4389590102419;110320180000;599825.96;4861256.7;0.581
4390460077333;110320180000;398362.29;4862253.23;0.773
4390590079515;110320180000;415886.42;4862152.08;0.918
4391860076945;110320180000;395271.07;4863856.69;0.8
4391990080677;110320180000;425235.05;4863595.16;0.868
4393070078420;110320180000;407131.97;4865024;0.818
4393330080007;110320180000;419874.09;4865146.37;0.86
4393960076081;110320180000;388373.75;4866302.42;0.979
4396140076850;110320180000;394584.09;4868622.53;0.145
4397240101848;110320180000;595118.02;4869686.08;0.528
4397710079532;110320180000;416123.2;4870058.41;0.849
4397920081036;110320180000;428188.73;4870149.6;0.803
4398130078667;110320180000;409191.77;4870616.57;0.957
4398150076998;110320180000;395806.64;4870836.21;0.936
4399180102519;110320180000;600467.59;4871920.31;0.596
4399290102094;110320180000;597057.87;4871991.63;0.548
4399450077624;110320180000;400848.85;4872202.89;0.832
4400620081693;110320180000;433488.28;4873093.31;0.79
4400650080352;110320180000;422738.3;4873243.67;0.876
4402370102285;110320180000;598538.43;4875435.22;0.61
4403010101718;110320180000;593984.19;4876079.91;0.587
4403910102463;110320180000;599939.12;4877167.12;0.605
4404200077934;110320180000;403411.74;4877441.88;0.812
4404420077211;110320180000;397622.93;4877773.6;0.963
4404520100601;110320180000;585011.56;4877635.88;0.899
4404630101118;110320180000;589151.82;4877812.64;0.787
4404780101100;110320180000;589005.38;4877977.3;0.049
4404880082108;110320180000;436860.49;4877792.21;0.899
4404950079147;110320180000;413141.12;4878139.76;0.823
4405020100141;110320180000;581319.46;4878144.85;0.648
4405200098359;110320180000;567042.27;4878184.52;0.718
4405690101742;110320180000;594134.1;4879059.33;0.007
4405720080413;110320180000;423292.81;4878869.21;0.898
4405760102075;110320180000;596800.24;4879175.64;0.623
4405830101682;110320180000;593651.3;4879208;0.786
4406390078664;110320180000;409293.88;4879791.28;0.788
4406390099723;110320180000;577953.01;4879626.15;0.014
4406390100817;110320180000;586714.76;4879735.39;0.06
4406510100767;110320180000;586312.57;4879863.43;0.063
4406540080043;110320180000;420340.19;4879815.14;0.89
4406880081796;110320180000;434383.2;4880038.02;0.852
4406940077306;110320180000;398427.16;4880560.81;0.721
4407130099384;110320180000;575228.62;4880416.59;0.724
4407490100090;110320180000;580877.31;4880883.28;0.757
4407680081342;110320180000;430756.8;4880963.8;0.372
4408050081582;110320180000;432682.72;4881354.84;0.889
4408320078733;110320180000;409875.82;4881927.37;0.873
4408380101288;110320180000;590456.67;4881996.31;0.039
4408940101794;110320180000;594498.92;4882675.09;0.008
4409110101034;110320180000;588412.22;4882779.57;0.649
4409400101707;110320180000;593795.17;4883176.08;0.796
4409450098097;110320180000;564897.11;4882884.06;0.805
4409470098094;110320180000;564872.88;4882906.04;0.008
4410330099305;110320180000;574555.83;4883963.68;0.013
4410380100070;110320180000;580677.9;4884091.27;0.789
4410630097348;110320180000;558889.84;4884138.46;0.755
4410700098282;110320180000;566364.03;4884287.18;0.639
4411230099655;110320180000;577345.37;4884995.58;0.733
4411600101040;110320180000;588423.16;4885545.89;0.619
4411780078675;110320180000;409464.32;4885776.81;0.811
4412280079965;110320180000;419793.22;4886198.21;0.936
4412750077292;110320180000;398414.67;4887015.8;0.752
4412780100003;110320180000;580109.27;4886750.45;0.075
4412950098689;110320180000;569594.9;4886819.87;0.03
4413200081189;110320180000;429597.33;4887107.93;0.827
4413250097903;110320180000;563303.66;4887089.68;0.798
4413490101972;110320180000;595850.38;4887749.42;0.62
4413800099062;110320180000;572568.52;4887796.17;0.674
4414440081634;110320180000;433171.21;4888448.06;0.05
4414660082624;110320180000;441091.46;4888616.65;0.349
4414820081645;110320180000;433263.48;4888869.24;0.086
4414830096402;110320180000;551282.55;4888740.23;0.704
4415320097637;110320180000;561154.41;4889368.77;0.825
4415590100333;110320180000;582710.16;4889904.2;0.762
4416170075908;110320180000;387407.26;4890994.82;0.607
4416400082200;110320180000;437718.75;4890580.59;0.886
4416910101500;110320180000;592021.57;4891494.24;0.727
4417090102082;110320180000;596671.56;4891760.9;0.727
4417140096068;110320180000;548592.46;4891285.75;0.748
4417750080444;110320180000;423696.27;4892228.24;0.731
4417890096187;110320180000;549537.52;4892125.88;0.341
4418990097150;110320180000;557224.5;4893410.12;0.822
4419310077331;110320180000;398838.95;4894297.36;0.338
4419320083788;110320180000;450439.92;4893715.73;0.797
4419420074894;110320180000;379365.9;4894748.67;0.313
4419510097710;110320180000;561694.54;4894028.16;0.718
4419570083020;110320180000;444304.86;4894042.67;0.749
4419800098490;110320180000;567924.33;4894411.7;0.735
4420310082933;110320180000;443616.7;4894870.55;0.103
4421090101163;110320180000;589264.29;4896099.96;0.693
4421110079444;110320180000;415750.63;4896058.07;0.412
4421360095403;110320180000;543245.38;4895935.93;0.789
4422000078328;110320180000;406848.9;4897167.24;0.663
4422200099000;110320180000;571970.44;4897120.83;0.84
4422670099667;110320180000;577291.99;4897703.41;0.08
4422890100683;110320180000;585403.53;4898048.3;0.038
4423130097155;110320180000;557224.42;4898008.9;0.795
4423230082024;110320180000;436385.19;4898180.37;0.683
