Timestamp;T (°C);CT (°C);H (%)
2023/11/10 00:18:14;12.25;;92.6
2023/11/10 00:38:14;12.31;;91.6
2023/11/10 00:58:14;12.35;;90.9
2023/11/10 01:18:14;12.36;;90.3
2023/11/10 01:38:13;12.42;;90.1
2023/11/10 01:58:13;12.5;;89.8
2023/11/10 02:18:13;12.53;;
2023/11/10 02:38:13;12.67;;88.4
2023/11/10 03:18:12;12.51;;92.8
2023/11/10 03:38:12;12.4;;93.7
2023/11/10 03:58:12;12.37;;93.5
2023/11/10 04:18:12;12.43;;
2023/11/10 04:58:11;12.34;;93.6
2023/11/10 05:58:11;12.31;;
2023/11/10 06:18:10;12.38;;94.1
2023/11/10 06:38:10;12.38;;94.6
2023/11/10 06:58:10;12.28;;94.3
2023/11/10 07:38:10;12.53;;93.3
2023/11/10 07:58:09;12.83;;92.7
2023/11/10 08:18:09;13.14;;92.5
2023/11/10 08:38:09;13.27;;
2023/11/10 08:58:09;13.53;;91.5
2023/11/10 09:18:08;13.57;;91.8
2023/11/10 09:38:08;13.91;;90.1
2023/11/10 09:58:08;14.62;;85.8
2023/11/10 10:18:08;14.48;;85.2
2023/11/10 10:38:08;14.38;;86.1
2023/11/10 11:18:07;15.02;;86.1
2023/11/10 11:38:07;15.84;;
2023/11/10 11:58:07;15.77;;79.6
2023/11/10 12:18:06;15.76;;78.6
2023/11/10 12:38:07;15.83;;79.6
2023/11/10 12:58:07;16.07;;80.1
2023/11/10 13:38:06;15.88;;75.6
2023/11/10 13:58:05;15.61;;75.7
2023/11/10 14:18:07;15.31;;
2023/11/10 14:58:05;15.22;;76.9
2023/11/10 15:18:04;15.13;;76.9
2023/11/10 15:38:04;14.47;;80.9
2023/11/10 15:58:04;14.17;;84.5
2023/11/10 16:38:04;13.83;;89.2
2023/11/10 16:58:03;13.73;;
2023/11/10 17:18:03;13.67;;88.8
2023/11/10 17:38:03;13.52;;89.7
2023/11/10 17:58:03;13.46;;86.4
2023/11/10 18:18:02;13.45;;84.9
2023/11/10 18:38:02;13.23;;85.1
2023/11/10 18:58:02;13.01;;85.3
2023/11/10 19:18:02;13.04;;85.8
2023/11/10 19:58:01;13.1;;
2023/11/10 20:38:01;13.1;;88.9
2023/11/10 21:18:00;12.75;;91.8
2023/11/10 21:38:00;12.8;;91.2
2023/11/10 21:58:00;12.83;;88.2
2023/11/10 22:18:00;12.6;;89.9
2023/11/10 22:38:00;12.62;;90.9
2023/11/10 22:57:59;12.55;;90.5
2023/11/10 23:18:00;12.4;;
2023/11/10 23:37:59;12.34;;
2023/11/10 23:57:59;12.65;;
2023/11/11 00:17:59;12.58;;89.8
2023/11/11 00:37:58;12.32;;89.5
2023/11/11 00:57:58;12.04;;91.8
2023/11/11 01:17:58;11.95;;91.8
2023/11/11 01:57:57;12.14;;88.4
2023/11/11 02:17:57;12.23;;
2023/11/11 02:37:57;12.28;;89.2
2023/11/11 02:57:57;12.29;;90.9
2023/11/11 03:17:56;12.41;;93.1
2023/11/11 03:37:56;;;92.3
2023/11/11 03:57:56;11.78;;93.6
2023/11/11 04:37:56;11.87;;93.7
2023/11/11 04:57:55;11.45;;93.2
2023/11/11 05:17:55;11.38;;94.4
2023/11/11 05:37:55;11.38;;93.6
2023/11/11 06:37:54;11.31;;93.4
2023/11/11 07:17:54;11.32;;93.8
2023/11/11 07:37:54;11.48;;91.9
2023/11/11 07:57:53;11.58;;
2023/11/11 08:17:53;11.66;;90.1
2023/11/11 08:37:53;11.88;;89.5
2023/11/11 08:57:53;11.93;;88.2
2023/11/11 09:17:53;12.25;;83.1
2023/11/11 09:37:52;12.46;;83.7
2023/11/11 09:57:52;12.8;;81.2
2023/11/11 10:17:52;12.89;;77.2
2023/11/11 10:37:52;12.9;;77.9
2023/11/11 10:57:51;12.89;;80.2
2023/11/11 11:17:51;12.87;;77.6
2023/11/11 11:57:51;13.06;;77.5
2023/11/11 12:17:51;13.38;;74.3
2023/11/11 12:57:50;13.6;;72.6
2023/11/11 13:37:50;13.79;;74.2
2023/11/11 13:57:49;13.9;;72.6
2023/11/11 14:17:49;13.72;;71.3
2023/11/11 14:37:49;13.57;;73.1
2023/11/11 15:17:49;13.25;;72.9
2023/11/11 15:37:48;13.11;;74.5
2023/11/11 15:57:48;12.89;;81.9
2023/11/11 16:17:48;12.69;;86.6
2023/11/11 16:37:48;12.48;;87.5
2023/11/11 17:17:47;11.95;;90.1
2023/11/11 17:37:47;11.81;;90.2
2023/11/11 18:17:47;11.78;;92.1
2023/11/11 18:37:46;11.73;;93.1
2023/11/11 19:17:46;11.65;;92.6
2023/11/11 19:57:46;11.64;;91.2
2023/11/11 20:17:45;11.59;;
2023/11/11 20:37:45;11.55;;92.1
2023/11/11 20:57:45;11.51;;92.3
2023/11/11 21:17:45;11.42;;92.8
2023/11/11 21:37:44;11.41;;93.2
2023/11/11 21:57:44;11.43;;93.3
2023/11/11 22:17:44;11.38;;
2023/11/11 22:37:44;11.46;;93.2
2023/11/11 22:57:44;11.66;;93.5
2023/11/11 23:17:43;11.66;;93.5
2023/11/11 23:37:43;11.66;;93.2
2023/11/11 23:57:43;11.49;;
2023/11/12 00:17:43;11.62;;92.2
2023/11/12 00:37:42;11.61;;91.7
2023/11/12 00:57:42;11.69;;92.8
2023/11/12 01:17:42;11.69;;93.1
2023/11/12 01:37:42;11.8;;
2023/11/12 01:57:42;12.06;;92.8
2023/11/12 02:37:41;11.8;;93.5
2023/11/12 02:57:41;11.79;;94.7
2023/11/12 03:17:41;12.01;;94.3
2023/11/12 03:37:40;12.17;;94.5
2023/11/12 04:17:40;12.01;;95.7
2023/11/12 04:37:40;11.87;;96.2
2023/11/12 04:57:40;12.12;;95.6
2023/11/12 05:37:39;12.32;;95.6
2023/11/12 05:57:39;12.43;;96.3
2023/11/12 06:37:39;12.48;;95.6
2023/11/12 06:57:38;12.55;;95.2
2023/11/12 07:17:38;12.73;;94.4
2023/11/12 07:37:38;12.9;;93.8
2023/11/12 07:57:38;13.07;;94.4
2023/11/12 08:17:37;13.38;;93.6
2023/11/12 08:37:37;13.2;;92.5
2023/11/12 08:57:37;13.19;;92.3
2023/11/12 09:17:37;13.29;;
2023/11/12 09:37:37;13.25;;92.8
2023/11/12 09:57:36;13.5;;92.3
2023/11/12 10:57:36;14.88;;84.9
2023/11/12 11:17:35;15.3;;80.1
2023/11/12 11:37:35;15.4;;80.4
2023/11/12 11:57:35;15.66;;78.2
2023/11/12 12:17:35;15.28;;78.1
2023/11/12 12:37:35;15.22;;76.4
2023/11/12 13:17:36;15.14;;79.9
2023/11/12 13:37:34;14.93;;82.1
2023/11/12 14:37:33;14.99;;85.9
2023/11/12 16:37:32;14.32;;95.8
2023/11/12 17:37:31;13.99;;97.4
2023/11/12 18:17:31;13.57;;
2023/11/12 19:17:30;13.15;;98.2
2023/11/12 20:17:29;12.95;;97.7
2023/11/12 20:37:29;12.68;;97.6
2023/11/12 21:17:29;12.67;;98.2
2023/11/12 22:17:28;12.54;;98.3
2023/11/12 22:37:28;12.33;;97.9
2023/11/12 23:37:27;11.83;;97.5
2023/11/13 00:17:28;11.56;;
2023/11/13 00:37:27;11.45;;97.3
2023/11/13 01:17:26;11.26;;97.3
2023/11/13 01:37:26;11.06;;96.9
2023/11/13 01:57:26;11.01;;97.1
2023/11/13 02:17:25;10.91;;96.2
2023/11/13 02:37:25;10.75;;95.5
2023/11/13 03:17:25;10.75;;97.1
2023/11/13 03:37:25;10.78;;97.3
2023/11/13 03:57:24;10.79;;97.9
2023/11/13 04:37:24;10.58;;97.7
2023/11/13 04:57:25;10.52;;97.8
2023/11/13 05:37:23;10.34;;97.8
2023/11/13 05:57:23;10.32;;
2023/11/13 06:37:23;10.12;;97.7
2023/11/13 06:57:22;10.23;;98.2
2023/11/13 07:37:22;10.47;;98.3
2023/11/13 07:57:22;10.76;;98.4
2023/11/13 08:17:22;11.01;;98.6
2023/11/13 08:37:21;11.33;;98.7
2023/11/13 09:17:21;11.95;;98.3
2023/11/13 09:37:21;12.2;;95.6
2023/11/13 10:17:20;12.92;;81.8
2023/11/13 10:37:20;13.16;;79.3
2023/11/13 10:57:22;13.67;;73.7
2023/11/13 11:17:25;14.29;;67.3
2023/11/13 11:37:19;14.82;;69.6
2023/11/13 11:57:19;14.96;;69.3
2023/11/13 12:17:19;15.26;;70.9
2023/11/13 12:37:19;15.57;;
2023/11/13 12:57:18;15.5;;72.9
2023/11/13 13:17:18;15.81;;71.3
2023/11/13 13:37:18;15.97;;69.1
2023/11/13 13:57:18;15.83;;
2023/11/13 14:17:18;15.86;;69.2
2023/11/13 14:37:17;15.77;;70.4
2023/11/13 14:57:17;15.79;;71.3
2023/11/13 15:17:17;15.87;;70.3
2023/11/13 15:37:17;15.49;;72.2
2023/11/13 15:57:16;15.1;;73.9
2023/11/13 16:17:16;14.52;;76.1
2023/11/13 16:37:16;14.35;;75.2
2023/11/15 10:57:15;18.38;;80.3
2023/11/15 11:16:49;18.57;;78.2
2023/11/15 11:36:48;18.76;;79.3
2023/11/15 11:56:47;18.88;;78.8
2023/11/15 12:16:47;18.95;;76.4
2023/11/15 12:36:47;18.98;;74.4
2023/11/15 12:56:47;19.08;;75.5
2023/11/15 13:16:46;18.86;;74.8
2023/11/15 13:36:46;18.66;;75.4
2023/11/15 13:56:46;18.62;;76.7
2023/11/15 14:16:46;18.47;;77.2
2023/11/15 14:36:45;18.43;;77.2
2023/11/15 14:56:46;18.42;;76.5
2023/11/15 15:16:45;18.23;;
2023/11/15 15:36:45;18.21;;77.8
2023/11/15 15:56:45;17.91;;79.5
2023/11/15 16:16:44;17.36;;82.2
2023/11/15 16:36:44;16.88;;84.7
2023/11/15 16:56:44;16.46;;87.3
2023/11/15 17:16:44;15.95;;
2023/11/15 18:16:43;14.94;;92.5
