762698.65;4835142.11;0
762477.55;4856702.73;0
764312.54;4865120.10;0
768273.11;4852824.19;0
769047.89;4838021.19;0
768906.19;4853124.30;0
770974.06;4823667.05;0
771330.66;4823778.67;0
770322.60;4850741.27;0
775004.86;4840519.65;0
775027.72;4840725.53;0
777135.40;4829156.52;0
778564.05;4861002.41;0
781234.32;4853451.50;0
783870.16;4832175.93;0
784004.24;4840988.42;0
783568.36;4865222.62;0
787268.86;4823972.93;0
791220.57;4855609.57;0
792820.41;4824615.40;0
793424.59;4819509.53;0
793026.42;4847765.77;0
794570.21;4819320.99;0
794785.62;4828008.40;0
796341.12;4812657.31;0
797333.19;4837383.40;0
798678.63;4820686.54;0
798402.74;4854483.85;0
801498.63;4820074.90;0
801517.29;4819804.85;0
800536.19;4854078.87;0
803321.40;4837632.57;0
802646.23;4862279.16;0
804458.87;4862588.77;0
806191.05;4845156.94;0
810234.48;4802587.10;0
810513.76;4831347.32;0
813215.99;4788863.79;0
812246.43;4815434.04;0
812372.18;4816373.53;0
810887.39;4867201.57;0
813189.39;4861663.13;0
813073.39;4869190.84;0
817013.73;4789950.66;0
816600.04;4805093.91;0
816096.09;4816588.88;0
819251.90;4771855.74;0
818369.21;4823787.31;0
820190.12;4796675.71;0
821474.59;4781673.01;0
821663.63;4781904.01;0
819146.53;4835796.94;0
822069.30;4776753.19;0
819455.56;4853364.83;0
819725.27;4850575.56;0
822913.48;4786329.89;0
823007.38;4788792.20;0
822381.98;4813846.57;0
824027.06;4788473.38;0
825745.30;4766950.93;0
826190.70;4767827.42;0
825842.77;4777489.57;0
826033.99;4778525.11;0
823766.20;4842695.94;0
825393.42;4833344.15;0
827447.90;4812111.07;0
826355.72;4842324.57;0
826051.25;4860772.54;0
830922.05;4784602.78;0
832742.28;4775472.02;0
832827.64;4777181.37;0
834577.38;4760968.74;0
833675.06;4824391.75;0
833935.66;4824646.43;0
837921.64;4758715.27;0
838062.24;4763083.24;0
838662.02;4773252.10;0
835909.25;4843037.65;0
840279.75;4756798.95;0
839489.00;4773423.55;0
835910.48;4852725.64;0
840228.72;4795019.61;0
839754.98;4804610.22;0
843559.56;4755540.74;0
838979.68;4847465.50;0
844656.75;4768578.32;0
841889.08;4828783.86;0
847017.97;4740686.22;0
845677.52;4768746.20;0
847221.65;4740249.96;0
845791.98;4770491.46;0
848599.90;4778058.07;0
847995.34;4792968.41;0
851811.38;4728450.30;0
851430.95;4744453.65;0
851483.12;4745291.83;0
849035.28;4793209.57;0
852411.67;4728385.72;0
850521.80;4773764.37;0
853550.21;4720774.06;0
853074.57;4758582.40;0
853297.58;4758931.20;0
856405.66;4721140.09;0
852001.20;4810619.66;0
852242.33;4818614.38;0
854914.93;4767581.99;0
855509.31;4767742.04;0
855022.21;4823194.63;0
857929.95;4780923.72;0
860811.63;4741275.18;0
859855.57;4759913.26;0
860827.00;4744717.79;0
858987.42;4788807.09;0
858554.99;4802952.95;0
858950.35;4806884.85;0
861545.82;4760540.01;0
859448.19;4838185.52;0
865248.28;4752938.40;0
862730.56;4824467.89;0
866225.97;4780373.19;0
864095.47;4825543.76;0
863913.56;4838677.98;0
870860.81;4754310.21;0
867366.30;4819687.47;0
867978.91;4815840.70;0
872246.31;4747743.93;0
872767.54;4766042.47;0
872655.74;4800228.13;0
872157.28;4813876.70;0
874290.75;4783067.77;0
873966.63;4819781.42;0
878637.72;4774378.74;0
878309.31;4818640.03;0
881264.74;4776092.40;0
887632.30;4797918.70;0
1044899.78;4076977.78;0
1044907.32;4077000.57;0
1035466.77;4081690.64;0
1035493.60;4081692.32;0
1045849.66;4082917.83;0
1008028.58;4083367.99;0
1006938.46;4083448.00;0
1028292.42;4087644.81;0
763706.37;4075994.82;0
993311.90;4090784.24;0
990879.35;4090866.32;0
993426.49;4091125.25;0
