ID;E;N;H;PM10;
n;m;m;m;ppm;
R+;R+;R+;AR+;R+;
;;;;;
ID;Easting;Northing;Quota;PM10;
;;;;;
19819;635658.92;4503219.77;404;5.73;
19820;635427.95;4502939.19;401;10.71;
19821;635968.56;4502575.56;400;8.04;
19822;635896.06;4502690.19;400;4.33;
19823;635748.63;4503019.24;400;9.09;
19824;636072.05;4502848.55;400;6.56;
19825;636072.57;4502567.34;400;5.52;
19826;634978.73;4502947.18;400;4.5;
19827;635981.57;4503093.41;400;9.16;
19828;635708.25;4502711.40;360;4.85;
