1547014;4896226;2070.00000000
1567248;4879009;95.00000000
1574213;4879725;98.00000000
1574702;4878906;110.00000000
1564071;4880673;122.00000000
1565237;4881878;130.00000000
1571543;4882075;183.00000000
1559979;4883586;174.00000000
1561381;4883062;167.00000000
1562783;4882371;133.00000000
1569443;4883379;91.00000000
1571663;4882655;109.00000000
1556083;4887068;193.00000000
1556658;4886274;156.00000000
1558970;4884859;147.00000000
1567644;4887246;64.00000000
1569368;4886020;146.00000000
1556259;4887442;158.00000000
1549126;4890657;338.00000000
1551007;4890995;191.00000000
1552195;4891199;176.00000000
1546009;4894326;179.00000000
1546988;4893730;1320.00000000
1549959;4893134;164.00000000
1550654;4892762;157.00000000
1541703;4896365;519.00000000
1544495;4894690;284.00000000
1541967;4897130;85.00000000
1542823;4897568;545.00000000
1544788;4897421;824.00000000
1537690;4900078;361.00000000
1540771;4899524;130.00000000
1544292;4899960;1250.00000000
1577850;4879087;150.00000000
1579154;4877933;300.00000000
1581324;4879572;150.00000000
1575877;4882292;80.00000000
1577184;4881459;150.00000000
1579808;4880842;70.00000000
1581170;4881874;100.00000000
1583117;4881356;90.00000000
1585228;4882015;150.00000000
1573243;4884188;120.00000000
1575244;4883557;130.00000000
1577741;4882973;140.00000000
1579008;4883094;120.00000000
1581065;4883837;110.00000000
1582948;4884021;80.00000000
1584726;4883501;170.00000000
1570290;4886946;130.00000000
1573212;4886917;150.00000000
1575383;4886845;210.00000000
1577620;4886472;130.00000000
1579028;4885568;130.00000000
1557316;4889461;170.00000000
1559489;4888194;120.00000000
1560783;4888763;110.00000000
1563144;4888288;70.00000000
1571305;4888605;160.00000000
1573158;4888030;130.00000000
1575402;4887924;590.00000000
1576407;4889398;150.00000000
1554831;4890458;190.00000000
1557321;4891554;170.00000000
1559672;4891078;260.00000000
1560621;4890052;110.00000000
1562392;4890384;80.00000000
1565744;4890889;60.00000000
1567455;4891834;70.00000000
1569430;4890971;220.00000000
1571616;4890322;140.00000000
1573103;4891012;110.00000000
1553593;4892535;170.00000000
1555750;4893804;160.00000000
1556757;4893208;160.00000000
1559283;4893628;220.00000000
1561288;4892834;90.00000000
1562870;4892566;80.00000000
1564810;4894083;160.00000000
1567565;4894144;220.00000000
1568563;4893435;160.00000000
1570469;4894090;120.00000000
1549661;4895537;180.00000000
1550401;4896844;200.00000000
1553548;4896468;160.00000000
1555344;4895678;190.00000000
1556843;4895711;180.00000000
1559126;4895106;180.00000000
1560979;4895321;80.00000000
1563084;4895342;380.00000000
1565742;4895545;200.00000000
1566494;4896093;150.00000000
1546600;4898562;960.00000000
1548545;4899093;870.00000000
1551072;4898231;490.00000000
1553119;4897306;190.00000000
1554710;4897449;50.00000000
1556646;4898519;140.00000000
1558587;4898306;490.00000000
1561636;4897686;900.00000000
1563593;4898520;110.00000000
1565536;4897748;120.00000000
1566978;4898945;130.00000000
1550976;4901107;60.00000000
1553005;4901292;150.00000000
1555289;4900621;70.00000000
1556498;4901217;240.00000000
1559345;4900386;520.00000000
1560638;4899879;220.00000000
1562872;4901042;390.00000000
1565368;4900409;170.00000000
1566699;4900653;160.00000000
1552744;4903067;120.00000000
1559693;4903835;340.00000000
1560801;4902906;490.00000000
1563451;4903823;130.00000000
1564681;4903239;170.00000000
1543757;4905667;150.00000000
1545054;4905305;140.00000000
1550909;4905978;120.00000000
1553194;4906297;80.00000000
1559418;4905111;320.00000000
1560546;4904968;310.00000000
1540826;4908853;160.00000000
1543239;4907418;260.00000000
1545228;4908425;120.00000000
1548984;4908026;130.00000000
1550854;4907487;80.00000000
1552959;4907264;50.00000000
1541887;4910810;680.00000000
1544356;4910558;210.00000000
1540363;4913494;150.00000000
1572932;4882249;131.00000000
1561127;4885489;64.00000000
1562616;4885501;70.00000000
1564730;4887180;97.00000000
1554017;4889477;154.00000000
1555297;4889136;166.00000000
1564703;4887590;87.00000000
1566691;4889045;73.00000000
1568695;4889373;95.00000000
1546935;4899631;1390.00000000
1549641;4901778;382.00000000
1545831;4902852;159.00000000
1546984;4903583;1500.00000000
1548715;4903011;217.00000000
1551786;4902124;385.00000000
1554714;4904404;61.00000000
1556143;4904163;105.00000000
1546513;4905455;148.00000000
1548262;4905890;164.00000000
1554315;4905045;124.00000000
1556213;4905271;219.00000000
1545887;4908087;148.00000000
1546303;4908255;130.00000000
1555814;4907351;127.00000000
1557627;4907317;141.00000000
1558178;4908410;125.00000000
1543081;4911225;72.00000000
1546312;4911572;119.00000000
1549235;4911110;113.00000000
1550734;4909916;111.00000000
1552150;4909787;117.00000000
1555579;4909449;137.00000000
1556187;4910593;144.00000000
1543136;4912690;123.00000000
1545668;4912851;119.00000000
1547638;4913854;93.00000000
1549190;4914008;111.00000000
1550774;4912713;155.00000000
1553104;4913889;124.00000000
1539090;4914721;97.00000000
1541510;4914997;123.00000000
