Timestamp;T (°C);CT (°C);H (%)
2023/09/10 00:11:47;17.31;16.81;
2023/09/10 00:31:47;17.32;16.81;97.7
2023/09/10 00:51:47;17.27;16.75;97.5
2023/09/10 01:11:47;17.17;16.75;97.4
2023/09/10 01:31:46;17.19;16.75;97.2
2023/09/10 01:51:46;17.12;16.68;96.9
2023/09/10 02:11:46;17.12;16.68;96.8
2023/09/10 02:31:46;17.13;16.68;96.7
2023/09/10 02:51:46;17.12;16.68;96.9
2023/09/10 03:11:45;17.12;16.68;96.9
2023/09/10 03:31:45;17.09;16.62;96.9
2023/09/10 03:51:45;17.09;16.62;96.9
2023/09/10 04:11:45;17.05;16.62;96.8
2023/09/10 04:31:44;17.07;16.62;96.9
2023/09/10 04:51:44;17.03;16.62;96.7
2023/09/10 05:11:44;17.02;16.56;96.7
2023/09/10 05:31:44;17.02;16.56;96.6
2023/09/10 05:51:43;16.95;16.56;96.7
2023/09/10 06:11:43;16.93;16.56;96.4
2023/09/10 06:31:43;16.93;16.5;96.4
2023/09/10 06:51:43;16.85;16.5;96.3
2023/09/10 07:11:42;16.9;16.5;96.2
2023/09/10 07:31:42;16.91;16.5;96.3
2023/09/10 07:51:42;16.97;16.5;96.9
2023/09/10 08:11:42;17.03;16.56;96.8
2023/09/10 08:31:42;17.09;16.56;96.2
2023/09/10 08:51:41;17.14;16.56;95.6
2023/09/10 09:11:41;17.18;16.56;95.1
2023/09/10 09:31:41;17.19;16.56;94.8
2023/09/10 09:51:41;17.2;16.56;94.6
2023/09/10 10:11:41;17.27;16.62;94.3
2023/09/10 10:31:40;17.28;16.62;94.3
2023/09/10 10:51:40;17.34;16.62;93.7
2023/09/10 11:11:40;17.39;16.62;93.3
2023/09/10 11:31:39;17.38;16.62;93.1
2023/09/10 11:51:39;17.41;16.62;
2023/09/10 12:11:39;17.45;16.68;92.8
2023/09/10 12:31:39;17.49;16.68;92.4
2023/09/10 12:51:38;17.53;16.68;92.4
2023/09/10 13:11:38;17.55;16.75;92.3
2023/09/10 13:31:38;17.63;16.75;92.4
2023/09/10 13:51:38;17.66;16.81;92.3
2023/09/10 14:11:38;17.66;16.81;92.4
2023/09/10 14:31:37;17.71;16.81;92.4
