Timestamp;T (°C);CT (°C);H (%)
2023/09/11 00:19:21;17.18;17.37;97.7
2023/09/11 00:39:21;17.15;17.43;97.5
2023/09/11 00:59:21;17.13;17.37;97.5
2023/09/11 01:19:21;17.13;17.37;97.6
2023/09/11 01:39:20;17.05;17.37;97.4
2023/09/11 01:59:20;17.05;17.31;97.4
2023/09/11 02:19:20;17.04;17.37;97.2
2023/09/11 02:39:20;17.03;17.31;97.2
2023/09/11 02:59:20;16.97;17.31;96.9
2023/09/11 03:19:19;16.96;17.25;96.8
2023/09/11 03:39:20;16.96;17.31;96.8
2023/09/11 03:59:19;16.9;17.25;96.6
2023/09/11 04:19:19;16.9;17.25;96.6
2023/09/11 04:39:19;16.86;17.31;96.5
2023/09/11 04:59:18;16.85;17.18;96.6
2023/09/11 05:19:18;16.84;17.25;96.4
2023/09/11 05:39:18;16.82;17.18;96.4
2023/09/11 05:59:18;16.76;17.18;96.4
2023/09/11 06:19:18;16.72;17.25;96.2
2023/09/11 06:39:17;16.81;17.18;96.3
2023/09/11 06:59:17;16.78;17.18;96.1
2023/09/11 07:19:17;16.77;17.12;96.3
2023/09/11 07:39:17;16.82;17.12;96.7
2023/09/11 07:59:16;16.89;17.25;97.4
2023/09/11 08:19:16;16.95;17.12;97.6
2023/09/11 08:39:16;17.03;17.25;97.2
2023/09/11 08:59:16;17.1;17.12;96.1
2023/09/11 09:19:16;17.17;17.25;94.4
2023/09/11 09:39:15;17.24;17.18;93.4
2023/09/11 09:59:15;17.43;17.12;91.5
2023/09/11 10:19:15;17.63;17.12;89.6
2023/09/11 10:39:15;17.54;17.18;89.8
2023/09/11 10:59:15;17.46;17.25;90.1
2023/09/11 11:19:14;17.51;17.25;89.6
2023/09/11 11:39:14;17.49;17.18;89.2
2023/09/11 11:59:14;17.5;17.18;88.6
2023/09/11 12:19:14;17.58;17.18;88.2
2023/09/11 12:39:14;17.59;17.18;87.2
2023/09/11 12:59:13;17.65;17.18;86.2
2023/09/11 13:19:13;17.68;17.18;84.7
2023/09/11 13:39:13;17.69;17.18;83.1
2023/09/11 13:59:13;17.79;17.18;82.2
2023/09/11 14:19:13;17.81;17.31;82.7
2023/09/11 14:39:12;17.76;17.18;82.8
2023/09/11 14:59:12;17.81;17.12;82.9
2023/09/11 15:19:12;17.8;17.12;82.2
2023/09/11 15:39:12;17.85;17.12;81.8
2023/09/11 15:59:13;17.89;17.12;81.3
2023/09/11 16:19:11;17.85;17.12;81.4
2023/09/11 16:39:11;17.85;17.06;81.9
2023/09/11 16:59:11;18.21;17.12;75.4
2023/09/11 17:19:11;18.87;17.12;
2023/09/11 17:39:10;19.09;17.18;65.4
2023/09/11 17:59:10;19.5;17.25;70.4
2023/09/11 18:19:10;18.59;17.18;81.9
2023/09/11 18:39:10;18.08;17.25;
2023/09/11 18:59:10;17.89;17.25;89.8
2023/09/11 19:19:09;17.77;17.18;91.7
2023/09/11 19:39:09;17.63;17.31;92.9
2023/09/11 19:59:09;17.52;17.25;93.9
2023/09/11 20:19:09;17.42;17.31;94.7
2023/09/11 20:39:08;17.41;17.25;95.8
2023/09/11 20:59:08;17.35;17.31;96.5
2023/09/11 21:19:08;17.34;17.31;96.5
2023/09/11 21:39:09;17.29;17.25;96.4
2023/09/11 21:59:09;17.31;17.37;96.5
2023/09/11 22:19:07;17.25;17.25;96.3
2023/09/11 22:39:07;17.23;17.31;96.4
2023/09/11 22:59:07;17.16;17.25;96.3
2023/09/11 23:19:07;17.18;17.25;96.2
2023/09/11 23:39:07;17.13;17.25;96.2
2023/09/11 23:59:06;17.16;17.25;96.2
