Timestamp;Temp. Ambiente
2023-04-07 10:44:24;9.95
2023-04-07 11:04:24;9.64
2023-04-07 11:24:24;9.51
2023-04-07 11:44:24;9.39
2023-04-07 12:24:23;9.4
2023-04-07 12:44:23;9.46
2023-04-07 13:04:23;9.46
2023-04-07 13:24:23;9.45
2023-04-07 13:44:22;9.51
2023-04-07 14:04:22;9.53
2023-04-07 14:24:22;9.54
2023-04-07 14:44:22;9.58
2023-04-07 15:04:21;9.62
2023-04-07 15:24:21;9.72
2023-04-07 15:44:22;9.67
2023-04-07 16:04:22;9.66
2023-04-07 16:24:21;9.7
2023-04-07 16:44:20;9.68
2023-04-07 17:04:20;9.68
2023-04-07 17:24:20;9.69
2023-04-07 17:44:20;9.74
2023-04-07 18:04:19;9.73
2023-04-07 18:24:19;9.74
2023-04-07 18:44:19;9.74
2023-04-07 19:04:19;9.71
2023-04-07 19:24:18;9.7
2023-04-07 19:44:18;9.74
2023-04-07 20:04:18;9.74
2023-04-07 20:24:18;9.72
2023-04-07 20:44:17;9.71
2023-04-07 21:04:17;9.69
2023-04-07 21:24:17;9.72
2023-04-07 21:44:17;9.64
2023-04-07 22:04:17;9.65
2023-04-07 22:24:16;9.59
2023-04-07 22:44:16;9.53
2023-04-07 23:04:16;9.5
2023-04-07 23:24:16;9.53
2023-04-07 23:44:15;9.51
2023-04-08 00:04:15;9.51
2023-04-08 00:24:15;9.53
2023-04-08 00:44:15;9.57
2023-04-08 01:04:14;9.51
2023-04-08 01:24:14;9.52
2023-04-08 01:44:14;9.43
2023-04-08 02:04:14;9.43
2023-04-08 02:24:14;9.39
2023-04-08 02:44:14;9.33
2023-04-08 03:04:13;9.33
2023-04-08 03:24:13;9.31
2023-04-08 03:44:13;9.35
2023-04-08 04:04:12;9.35
2023-04-08 04:24:12;9.36
2023-04-08 04:44:14;9.41
2023-04-08 05:04:12;9.41
2023-04-08 05:24:11;9.37
2023-04-08 05:44:11;9.33
2023-04-08 06:04:11;9.23
2023-04-08 06:24:13;9.26
2023-04-08 06:44:11;9.23
2023-04-08 07:04:10;9.26
2023-04-08 07:24:10;9.33
2023-04-08 07:44:10;9.32
2023-04-08 08:04:10;9.3
2023-04-08 08:24:09;9.39
2023-04-08 08:44:09;9.44
2023-04-08 09:04:09;9.47
2023-04-08 09:24:09;9.52
2023-04-08 09:44:09;9.58
2023-04-08 10:04:08;9.62
2023-04-08 10:24:10;9.93
2023-04-08 10:44:08;10.01
2023-04-08 11:04:08;9.88
2023-04-08 11:24:07;9.88
2023-04-08 11:44:07;9.83
2023-04-08 12:04:07;9.87
2023-04-08 12:24:07;9.83
2023-04-08 12:44:06;10.02
2023-04-08 13:04:06;10.05
2023-04-08 13:44:06;10.13
2023-04-08 14:04:05;10.11
2023-04-08 14:24:08;10.13
2023-04-08 14:44:05;10.04
2023-04-08 15:04:05;10.05
2023-04-08 15:24:05;9.97
2023-04-08 15:44:04;9.85
2023-04-08 16:04:04;9.79
2023-04-08 16:24:04;9.77
2023-04-08 16:44:04;9.71
2023-04-08 17:24:03;9.73
2023-04-08 17:44:03;9.74
2023-04-08 18:04:03;9.74
2023-04-08 18:24:02;9.64
2023-04-08 18:44:02;9.69
2023-04-08 19:04:02;9.71
2023-04-08 19:24:02;9.74
2023-04-08 19:44:02;9.71
2023-04-08 20:04:01;9.72
2023-04-08 20:24:01;9.69
2023-04-08 20:44:01;9.67
2023-04-08 21:04:01;9.58
2023-04-08 21:24:00;9.61
2023-04-08 22:04:00;9.45
2023-04-08 22:24:00;9.4
2023-04-08 22:43:59;9.34
2023-04-08 23:03:59;9.33
2023-04-08 23:23:59;9.33
2023-04-08 23:43:59;9.3
2023-04-09 00:03:59;9.35
2023-04-09 00:23:58;9.38
2023-04-09 00:43:58;9.33
2023-04-09 01:03:58;9.36
2023-04-09 01:23:58;9.37
2023-04-09 01:43:57;9.37
2023-04-09 02:03:57;9.39
