2023-04-11-18:03:13;10.66
2023-04-11-18:23:14;10.62
2023-04-11-18:43:12;10.64
2023-04-11-19:03:12;10.47
2023-04-11-19:23:12;10.4
2023-04-11-19:43:12;10.35
2023-04-11-20:03:12;10.31
2023-04-11-20:23:11;10.21
2023-04-11-20:43:11;10.25
2023-04-11-21:03:11;10.28
2023-04-11-21:23:11;10.25
2023-04-11-21:43:10;10.22
2023-04-11-22:03:10;10.16
2023-04-11-22:23:10;10.09
2023-04-11-22:43:10;10.11
2023-04-11-23:03:09;10.14
2023-04-11-23:23:09;10.03
2023-04-11-23:43:10;10.01
