Timestamp;T (°C);CT (°C);H (%)
2023/10/02 00:07:43;16.62;15.62;99.6
2023/10/02 00:27:43;16.57;15.62;99.7
2023/10/02 00:47:43;16.59;15.62;99.8
2023/10/02 01:07:42;16.62;15.62;99.9
2023/10/02 01:27:42;16.64;15.62;99.9
2023/10/02 01:47:42;16.62;15.62;99.9
2023/10/02 02:07:42;16.59;15.62;99.9
2023/10/02 02:27:41;16.61;15.62;99.9
2023/10/02 02:47:41;16.59;15.62;99.9
2023/10/02 03:07:41;16.55;15.62;99.9
2023/10/02 03:27:41;16.58;15.62;99.9
2023/10/02 03:47:40;16.59;15.62;99.9
2023/10/02 04:07:40;16.59;15.62;99.9
2023/10/02 04:27:40;16.59;15.62;99.9
2023/10/02 04:47:40;16.6;15.62;99.9
2023/10/02 05:07:40;16.58;15.62;99.9
2023/10/02 05:27:39;16.65;15.62;99.9
2023/10/02 05:47:39;16.71;15.62;99.9
2023/10/02 06:07:39;16.73;15.68;99.9
2023/10/02 06:27:39;16.76;15.68;99.9
2023/10/02 06:47:39;16.73;15.68;99.9
2023/10/02 07:07:38;16.72;15.68;99.9
2023/10/02 07:27:38;16.76;15.68;99.9
2023/10/02 07:47:38;16.75;15.68;99.9
2023/10/02 08:07:37;16.76;15.68;99.9
2023/10/02 08:27:37;16.74;15.68;99.9
2023/10/02 08:47:37;16.75;15.68;99.9
2023/10/02 09:07:37;16.82;15.68;99.9
2023/10/02 09:27:37;16.94;15.75;99.9
2023/10/02 09:47:36;17.01;15.81;99.9
2023/10/02 10:07:36;17.03;15.81;99.8
2023/10/02 10:27:36;;15.81;99.7
2023/10/02 10:47:36;17.16;15.87;99.2
2023/10/02 11:07:35;17.19;15.87;98.9
2023/10/02 11:27:35;17.03;15.81;98.7
2023/10/02 11:47:35;16.95;15.81;98.6
2023/10/02 12:07:35;16.87;15.81;98.3
2023/10/02 12:27:34;16.92;15.81;97.9
2023/10/02 12:47:34;16.91;15.81;97.4
2023/10/02 13:07:34;16.97;15.81;96.6
2023/10/02 13:27:34;16.98;15.81;96.6
2023/10/02 13:47:34;17.03;15.81;96.1
2023/10/02 14:07:34;17.06;15.81;95.9
2023/10/02 14:27:33;17.06;15.87;95.5
2023/10/02 14:47:33;17.03;15.87;95.3
2023/10/02 15:07:33;17.09;15.87;95.3
2023/10/02 15:27:32;17.13;15.87;95.1
2023/10/02 15:47:32;17.09;15.87;
2023/10/02 16:27:32;17.11;15.87;94.2
2023/10/02 16:47:31;17.07;15.87;
2023/10/02 17:07:31;17.01;15.87;
2023/10/02 17:27:31;17.02;15.87;
2023/10/02 17:47:31;17.02;15.87;93.9
2023/10/02 18:07:31;16.92;15.81;93.9
2023/10/02 18:27:30;16.85;15.81;94.3
2023/10/02 18:47:30;16.77;15.81;95.1
2023/10/02 19:07:30;16.77;15.81;
2023/10/02 19:27:30;16.76;15.81;96.9
2023/10/02 19:47:29;16.77;15.81;97.4
2023/10/02 20:07:29;16.75;15.81;97.7
2023/10/02 20:27:29;16.75;15.75;98.1
2023/10/02 20:47:29;16.78;15.75;98.1
2023/10/02 21:07:28;16.82;15.75;98.1
2023/10/02 21:27:28;16.72;15.75;
2023/10/02 21:47:28;16.7;15.75;97.9
2023/10/02 22:07:28;16.72;15.75;97.8
2023/10/02 22:27:28;16.67;15.75;97.8
2023/10/02 22:47:27;16.66;15.75;97.7
2023/10/02 23:07:27;16.59;15.68;97.7
2023/10/02 23:27:27;16.63;15.68;97.4
2023/10/02 23:47:27;16.53;15.68;97.2
