  1497259.00  4920810.50    17.90   6      1
  1497259.00  4920810.50    17.70   6      1
  1497259.00  4920810.50    17.50   6      1
  1497259.00  4920810.50    17.30   6      1
  1497259.00  4920810.50    17.10   6      1
  1497259.00  4920810.50    16.90   6      1
  1497259.00  4920810.50    16.70   6      1
  1497259.00  4920810.50    16.50   6      1
  1497259.00  4920810.50    16.30   6      1
  1497259.00  4920810.50    16.10   6      1
  1497259.00  4920810.50    15.90   6      1
  1497259.00  4920810.50    15.70   6      1
  1497259.00  4920810.50    15.50   6      1
  1497259.00  4920810.50    15.30   6      1
  1497259.00  4920810.50    15.10   6      1
  1497259.00  4920810.50    14.90   6      1
  1497259.00  4920810.50    14.70   6      1
  1497259.00  4920810.50    14.50   6      1
  1497259.00  4920810.50    14.30   6      1
  1497259.00  4920810.50    14.10   6      1
  1497259.00  4920810.50    13.90   6      1
  1497259.00  4920810.50    13.70   6      1
  1497259.00  4920810.50    13.50   6      1
  1497259.00  4920810.50    13.30   6      1
  1497259.00  4920810.50    13.10   6      1
  1497259.00  4920810.50    12.90   6      1
  1497259.00  4920810.50    12.70   6      1
  1497259.00  4920810.50    12.50   6      1
  1497259.00  4920810.50    12.30   6      1
  1497259.00  4920810.50    12.10   6      1
  1497259.00  4920810.50    11.90   6      1
  1497259.00  4920810.50    11.70   6      1
  1497259.00  4920810.50    11.50   6      1
  1497259.00  4920810.50    11.30   6      1
  1497259.00  4920810.50    11.10   6      1
  1497259.00  4920810.50    10.90   6      1
  1497259.00  4920810.50    10.70   6      1
  1497259.00  4920810.50    10.50   6      1
  1497259.00  4920810.50    10.30   6      1
  1497259.00  4920810.50    10.10   6      1
  1497259.00  4920810.50     9.90   6      1
  1497259.00  4920810.50     9.70   6      1
  1497259.00  4920810.50     9.50   6      1
  1497259.00  4920810.50     9.30   6      1
  1497259.00  4920810.50     9.10   6      1
  1497259.00  4920810.50     8.90   6      1
  1497259.00  4920810.50     8.70   6      1
  1497259.00  4920810.50     8.50   6      1
  1497259.00  4920810.50     8.30   6      1
  1497259.00  4920810.50     8.10   6      1
  1497259.00  4920810.50     7.90   6      1
  1497259.00  4920810.50     7.70   6      1
  1497259.00  4920810.50     7.50   6      1
  1497259.00  4920810.50     7.30   6      1
  1497259.00  4920810.50     7.10   6      1
  1497259.00  4920810.50     6.90   6      1
  1497259.00  4920810.50     6.70   6      1
  1497259.00  4920810.50     6.50   6      1
  1497259.00  4920810.50     6.30   6      1
  1497259.00  4920810.50     6.10   6      1
  1497259.00  4920810.50     5.90   6      1
