2023-04-12-13:42:25;16.57
2023-04-12-14:02:25;16.52
2023-04-12-14:22:24;17.11
2023-04-12-15:02:24;17.81
2023-04-12-15:22:24;17.81
2023-04-12-15:42:25;17.76
2023-04-12-16:02:24;18.01
2023-04-12-16:22:23;17.81
2023-04-12-16:42:23;17.72
2023-04-12-17:02:23;17.95
2023-04-12-17:22:22;17.18
2023-04-12-17:42:22;16.79
