2023-04-14-18:01:50;10.09
2023-04-14-18:21:50;9.88
2023-04-14-18:41:50;9.54
2023-04-14-19:01:49;9.16
2023-04-14-19:21:49;8.88
2023-04-14-19:41:49;8.67
2023-04-14-20:01:49;8.53
2023-04-14-20:21:49;8.27
2023-04-14-20:41:48;8.27
2023-04-14-21:01:48;8.2
2023-04-14-21:21:48;8.43
2023-04-14-21:41:48;8.5
2023-04-14-22:01:48;8.43
2023-04-14-22:21:47;8.22
2023-04-14-22:41:47;8.05
2023-04-14-23:01:47;8.06
2023-04-14-23:21:47;8.03
2023-04-14-23:41:46;7.7
