"id";"date";"lat";"lon";"forecast"
"4378780076121";"100320180000";"388411.71";"4849436.97";"0.04"
"4379330076189";"100320180000";"388969.04";"4850038.69";"0.152"
"4382270077862";"100320180000";"402476.81";"4853093.05";"0.253"
"4382760076985";"100320180000";"395433.07";"4853744.48";"0.305"
"4383100075432";"100320180000";"382952.42";"4854330.3";"0.305"
"4384600076210";"100320180000";"389235.56";"4855889.08";"0.109"
"4385260079286";"100320180000";"413970.76";"4856255.79";"0.305"
"4387180102403";"100320180000";"599737.63";"4858578.04";"0"
"4387320075448";"100320180000";"383163.55";"4859015.08";"0.064"
"4387960080165";"100320180000";"421071.27";"4859166.82";"0.291"
"4387970077739";"100320180000";"401581.59";"4859438.45";"0.296"
"4388860076018";"100320180000";"387772.24";"4860646.47";"0.245"
"4389590102419";"100320180000";"599825.96";"4861256.7";"0"
"4390460077333";"100320180000";"398362.29";"4862253.23";"0.305"
"4390590079515";"100320180000";"415886.42";"4862152.08";"0.312"
"4391860076945";"100320180000";"395271.07";"4863856.69";"0.31"
"4391990080677";"100320180000";"425235.05";"4863595.16";"0.305"
"4393070078420";"100320180000";"407131.97";"4865024";"0.305"
"4393330080007";"100320180000";"419874.09";"4865146.37";"0.311"
"4393960076081";"100320180000";"388373.75";"4866302.42";"0.305"
"4396140076850";"100320180000";"394584.09";"4868622.53";"0.145"
"4397240101848";"100320180000";"595118.02";"4869686.08";"0"
"4397710079532";"100320180000";"416123.2";"4870058.41";"0.306"
"4397920081036";"100320180000";"428188.73";"4870149.6";"0.334"
"4398130078667";"100320180000";"409191.77";"4870616.57";"0.333"
"4398150076998";"100320180000";"395806.64";"4870836.21";"0.351"
"4399180102519";"100320180000";"600467.59";"4871920.31";"0.003"
"4399290102094";"100320180000";"597057.87";"4871991.63";"0"
"4399450077624";"100320180000";"400848.85";"4872202.89";"0.318"
"4400620081693";"100320180000";"433488.28";"4873093.31";"0.305"
"4400650080352";"100320180000";"422738.3";"4873243.67";"0.332"
"4402370102285";"100320180000";"598538.43";"4875435.22";"0.063"
"4403010101718";"100320180000";"593984.19";"4876079.91";"0.001"
"4403910102463";"100320180000";"599939.12";"4877167.12";"0.064"
"4404200077934";"100320180000";"403411.74";"4877441.88";"0.617"
"4404420077211";"100320180000";"397622.93";"4877773.6";"0.307"
