388411.71;4849436.97
388969.04;4850038.69
402476.81;4853093.05
395433.07;4853744.48
382952.42;4854330.3
389235.56;4855889.08
413970.76;4856255.79
599737.63;4858578.04
383163.55;4859015.08
421071.27;4859166.82
401581.59;4859438.45
387772.24;4860646.47
599825.96;4861256.7
398362.29;4862253.23
415886.42;4862152.08
395271.07;4863856.69
425235.05;4863595.16
407131.97;4865024
419874.09;4865146.37
388373.75;4866302.42
394584.09;4868622.53
595118.02;4869686.08
416123.2;4870058.41
428188.73;4870149.6
409191.77;4870616.57
395806.64;4870836.21
600467.59;4871920.31
597057.87;4871991.63
400848.85;4872202.89
433488.28;4873093.31
422738.3;4873243.67
598538.43;4875435.22
593984.19;4876079.91
599939.12;4877167.12
403411.74;4877441.88
397622.93;4877773.6
585011.56;4877635.88
589151.82;4877812.64
589005.38;4877977.3
436860.49;4877792.21
413141.12;4878139.76
581319.46;4878144.85
567042.27;4878184.52
594134.1;4879059.33
423292.81;4878869.21
596800.24;4879175.64
593651.3;4879208
409293.88;4879791.28
577953.01;4879626.15
586714.76;4879735.39
586312.57;4879863.43
420340.19;4879815.14
434383.2;4880038.02
398427.16;4880560.81
575228.62;4880416.59
580877.31;4880883.28
430756.8;4880963.8
432682.72;4881354.84
409875.82;4881927.37
590456.67;4881996.31
594498.92;4882675.09
588412.22;4882779.57
593795.17;4883176.08
564897.11;4882884.06
564872.88;4882906.04
574555.83;4883963.68
580677.9;4884091.27
558889.84;4884138.46
566364.03;4884287.18
577345.37;4884995.58
588423.16;4885545.89
409464.32;4885776.81
419793.22;4886198.21
398414.67;4887015.8
580109.27;4886750.45
569594.9;4886819.87
429597.33;4887107.93
563303.66;4887089.68
595850.38;4887749.42
572568.52;4887796.17
433171.21;4888448.06
441091.46;4888616.65
433263.48;4888869.24
551282.55;4888740.23
561154.41;4889368.77
582710.16;4889904.2
387407.26;4890994.82
437718.75;4890580.59
592021.57;4891494.24
596671.56;4891760.9
548592.46;4891285.75
423696.27;4892228.24
549537.52;4892125.88
557224.5;4893410.12
398838.95;4894297.36
450439.92;4893715.73
379365.9;4894748.67
561694.54;4894028.16
444304.86;4894042.67
567924.33;4894411.7
443616.7;4894870.55
589264.29;4896099.96
415750.63;4896058.07
543245.38;4895935.93
406848.9;4897167.24
571970.44;4897120.83
577291.99;4897703.41
585403.53;4898048.3
557224.42;4898008.9
436385.19;4898180.37
436393.17;4898180.29
392846.94;4898892.16
429662.99;4898449.05
429760.25;4898581.31
580193.9;4899482.32
435870.07;4899407.32
435870.83;4899485.07
549162.85;4899465.42
592036.34;4900137.65
577190.07;4900257.26
567146.21;4900169.02
577445.16;4900293.59
456114;4900850.95
404740.84;4901641.44
381815.09;4902448.49
558908.57;4901689.52
534377.14;4902148.33
407222.58;4903238.92
552721.35;4902792.13
547781.08;4902809.83
412478.31;4903510.9
568984.42;4903798.4
436671.95;4903876.22
449925.92;4903827.92
449926.01;4903839.03
416615.73;4904378.92
436451.66;4904200.51
444281.91;4904484.55
444069.82;4904875.15
538486.98;4904959.19
529878.29;4905092.06
529886.22;4905103.21
554128.02;4905447.34
391481.3;4906136.48
563898.45;4905701.96
589379.66;4906388.92
597139.85;4906566.1
561164.72;4906275.72
458846.02;4906209.4
458854;4906209.35
399924.63;4907268.34
578602.55;4906983.9
535254.57;4906696.06
543834.88;4906947.76
433075.08;4907200.21
433059.24;4907211.48
526382.29;4907531.87
527616.88;4907881.29
527632.68;4907914.68
549105.76;4908151.5
513565.48;4908414.82
450884.3;4909241.41
582478.55;4909575.61
427311.05;4909594.67
448087.1;4909407.47
385169.43;4910222.03
458635.27;4909454.26
516855.86;4909433.22
565617.83;4910062.43
590979.77;4910654.87
528476.3;4910128.73
455246.9;4910609.65
512779.81;4910623.65
555802.6;4911148.85
538403.03;4911112.48
546634.68;4911377.01
560979.96;4911550.54
516762.98;4911465.68
571529.16;4912646.11
462415.12;4912374.98
595769.57;4912967.48
588181.34;4913016.21
457589.41;4912904.47
576248.33;4913232.7
446100.03;4913044.9
417568.56;4913476.49
570436.57;4913456.31
570452.5;4913456.48
571217.15;4913486.99
435625.17;4913439.86
382762.28;4914287.07
466078.72;4913510.1
536546.79;4913812.19
429492.03;4914414.23
464682.58;4914639.42
546618.33;4914787.1
504917.75;4914722.91
421848.79;4915545.66
384365.76;4916169.57
405678.73;4916259.58
521665.85;4915823.16
521665.82;4915834.27
442769.09;4916661.34
495774.45;4916544.2
442127.11;4917011.38
507504.17;4916824.69
472029.18;4916947.46
549491.21;4917274.26
580879.56;4917643.25
554403.46;4917402.21
470191.21;4917277.76
462340.33;4917351.8
542586.45;4917392.21
453280.1;4917566.07
514534.17;4917447.4
490854.82;4917771.15
453251.84;4918066.14
434065.55;4918376.64
458883.02;4918383.57
500807.1;4918364.47
395945.07;4919340.92
525707.67;4918892.45
497901.54;4919131.23
522761.06;4919225.87
532727.1;4919279.29
593459.15;4920133.29
494853.16;4919610.59
505136.95;4919665.99
486122.48;4920101.09
582193.45;4920814.76
479517.18;4920340.75
496986.68;4920320.12
587050.19;4921333.31
508629.73;4920780.41
503838.75;4921031.37
538168.35;4921263.85
487732.36;4921230.83
513602.41;4921366.44
562500.15;4921762.67
426565.71;4921978.53
549328.36;4921960.76
555733.45;4922045.68
491776.66;4922646.21
479047.52;4922774.87
565574.76;4923070.4
498459.75;4923118.74
530924.66;4923358.25
466743.37;4923503.86
531520.44;4923538.83
531528.39;4923538.86
411205.65;4924314.31
476608.58;4923749.6
466673.32;4923804.14
573303.01;4924285.9
507670.96;4924033.8
470446.08;4924285.72
536573.41;4924698.23
478855.15;4924774.92
478855.18;4924786.02
500647.31;4924840.27
584247.83;4925684.8
459101.89;4925324.82
484074.18;4925426.45
459184.21;4925768.63
519390.43;4925757.54
498373;4926006.79
479090.06;4926096
514562.36;4926244.85
527133.55;4926329.43
492139.18;4926333.55
435529.22;4927060.23
418924.04;4927590.76
593843.68;4928249.21
550360.59;4928422.67
578665.85;4928825.59
434461.15;4929170.53
567012.28;4929506.04
512449.25;4929372.91
512766.94;4929484.6
412778.89;4930081.26
508300.35;4929521.85
474102.46;4929624.15
474102.5;4929635.26
498962.09;4929838.87
495902.47;4929873.45
463391.82;4930120.16
