"id";"date";"lat";"lon";"forecast"
"4378780076121";"120320181700";"388411.71";"4849436.97";"0.586"
"4379330076189";"120320181700";"388969.04";"4850038.69";"0.61"
"4382270077862";"120320181700";"402476.81";"4853093.05";"0.698"
"4382760076985";"120320181700";"395433.07";"4853744.48";"0.649"
"4383100075432";"120320181700";"382952.42";"4854330.3";"0.746"
"4384600076210";"120320181700";"389235.56";"4855889.08";"0.311"
"4385260079286";"120320181700";"413970.76";"4856255.79";"0.687"
"4387180102403";"120320181700";"599737.63";"4858578.04";"0.529"
"4387320075448";"120320181700";"383163.55";"4859015.08";"0.822"
"4387960080165";"120320181700";"421071.27";"4859166.82";"0.69"
"4387970077739";"120320181700";"401581.59";"4859438.45";"0.676"
"4388860076018";"120320181700";"387772.24";"4860646.47";"0.728"
"4389590102419";"120320181700";"599825.96";"4861256.7";"0.51"
"4390460077333";"120320181700";"398362.29";"4862253.23";"0.625"
"4390590079515";"120320181700";"415886.42";"4862152.08";"0.822"
"4391860076945";"120320181700";"395271.07";"4863856.69";"0.66"
"4391990080677";"120320181700";"425235.05";"4863595.16";"0.72"
"4393070078420";"120320181700";"407131.97";"4865024";"0.673"
"4393330080007";"120320181700";"419874.09";"4865146.37";"0.765"
"4393960076081";"120320181700";"388373.75";"4866302.42";"0.783"
"4396140076850";"120320181700";"394584.09";"4868622.53";"0.145"
"4397240101848";"120320181700";"595118.02";"4869686.08";"0.404"
"4397710079532";"120320181700";"416123.2";"4870058.41";"0.671"
"4397920081036";"120320181700";"428188.73";"4870149.6";"0.713"
"4398130078667";"120320181700";"409191.77";"4870616.57";"0.751"
"4398150076998";"120320181700";"395806.64";"4870836.21";"0.797"
"4399180102519";"120320181700";"600467.59";"4871920.31";"0.488"
"4399290102094";"120320181700";"597057.87";"4871991.63";"0.445"
"4399450077624";"120320181700";"400848.85";"4872202.89";"0.716"
"4400620081693";"120320181700";"433488.28";"4873093.31";"0.671"
"4400650080352";"120320181700";"422738.3";"4873243.67";"0.709"
"4402370102285";"120320181700";"598538.43";"4875435.22";"0.556"
"4403010101718";"120320181700";"593984.19";"4876079.91";"0.53"
"4403910102463";"120320181700";"599939.12";"4877167.12";"0.571"
"4404200077934";"120320181700";"403411.74";"4877441.88";"0.815"
"4404420077211";"120320181700";"397622.93";"4877773.6";"0.765"
"4404520100601";"120320181700";"585011.56";"4877635.88";"0.744"
"4404630101118";"120320181700";"589151.82";"4877812.64";"0.664"
"4404780101100";"120320181700";"589005.38";"4877977.3";"0.049"
"4404880082108";"120320181700";"436860.49";"4877792.21";"0.879"
"4404950079147";"120320181700";"413141.12";"4878139.76";"0.642"
"4405020100141";"120320181700";"581319.46";"4878144.85";"0.561"
"4405200098359";"120320181700";"567042.27";"4878184.52";"0.636"
"4405690101742";"120320181700";"594134.1";"4879059.33";"0.007"
"4405720080413";"120320181700";"423292.81";"4878869.21";"0.733"
"4405760102075";"120320181700";"596800.24";"4879175.64";"0.567"
"4405830101682";"120320181700";"593651.3";"4879208";"0.687"
"4406390078664";"120320181700";"409293.88";"4879791.28";"0.631"
"4406390099723";"120320181700";"577953.01";"4879626.15";"0.014"
"4406390100817";"120320181700";"586714.76";"4879735.39";"0.06"
"4406510100767";"120320181700";"586312.57";"4879863.43";"0.063"
"4406540080043";"120320181700";"420340.19";"4879815.14";"0.725"
"4406880081796";"120320181700";"434383.2";"4880038.02";"0.723"
"4406940077306";"120320181700";"398427.16";"4880560.81";"0.794"
"4407130099384";"120320181700";"575228.62";"4880416.59";"0.659"
"4407490100090";"120320181700";"580877.31";"4880883.28";"0.66"
"4407680081342";"120320181700";"430756.8";"4880963.8";"0.315"
"4408050081582";"120320181700";"432682.72";"4881354.84";"0.699"
"4408320078733";"120320181700";"409875.82";"4881927.37";"0.675"
"4408380101288";"120320181700";"590456.67";"4881996.31";"0.054"
"4408940101794";"120320181700";"594498.92";"4882675.09";"0.008"
"4409110101034";"120320181700";"588412.22";"4882779.57";"0.545"
"4409400101707";"120320181700";"593795.17";"4883176.08";"0.767"
"4409450098097";"120320181700";"564897.11";"4882884.06";"0.698"
"4409470098094";"120320181700";"564872.88";"4882906.04";"0.008"
