"id";"date";"lat";"lon";"forecast"
"4378780076121";"080320182300";"388411.71";"4849436.97";"0.024"
"4379330076189";"080320182300";"388969.04";"4850038.69";"0.027"
"4382270077862";"080320182300";"402476.81";"4853093.05";"0.025"
"4382760076985";"080320182300";"395433.07";"4853744.48";"0.056"
"4383100075432";"080320182300";"382952.42";"4854330.3";"0.095"
"4384600076210";"080320182300";"389235.56";"4855889.08";"0.097"
"4385260079286";"080320182300";"413970.76";"4856255.79";"0.047"
"4387180102403";"080320182300";"599737.63";"4858578.04";"0.009"
"4387320075448";"080320182300";"383163.55";"4859015.08";"0.054"
"4387960080165";"080320182300";"421071.27";"4859166.82";"0.087"
"4387970077739";"080320182300";"401581.59";"4859438.45";"0.028"
"4388860076018";"080320182300";"387772.24";"4860646.47";"0.041"
"4389590102419";"080320182300";"599825.96";"4861256.7";"0.024"
"4390460077333";"080320182300";"398362.29";"4862253.23";"0.026"
"4390590079515";"080320182300";"415886.42";"4862152.08";"0.254"
"4391860076945";"080320182300";"395271.07";"4863856.69";"0.059"
"4391990080677";"080320182300";"425235.05";"4863595.16";"0.063"
"4393070078420";"080320182300";"407131.97";"4865024";"0.039"
"4393330080007";"080320182300";"419874.09";"4865146.37";"0.033"
"4393960076081";"080320182300";"388373.75";"4866302.42";"0.028"
"4396140076850";"080320182300";"394584.09";"4868622.53";"0.145"
"4397240101848";"080320182300";"595118.02";"4869686.08";"0.117"
"4397710079532";"080320182300";"416123.2";"4870058.41";"0.295"
"4397920081036";"080320182300";"428188.73";"4870149.6";"0.055"
"4398130078667";"080320182300";"409191.77";"4870616.57";"0.172"
"4398150076998";"080320182300";"395806.64";"4870836.21";"0.261"
"4399180102519";"080320182300";"600467.59";"4871920.31";"0.045"
"4399290102094";"080320182300";"597057.87";"4871991.63";"0.016"
"4399450077624";"080320182300";"400848.85";"4872202.89";"0.02"
"4400620081693";"080320182300";"433488.28";"4873093.31";"0.027"
"4400650080352";"080320182300";"422738.3";"4873243.67";"0.267"
"4402370102285";"080320182300";"598538.43";"4875435.22";"0.069"
"4403010101718";"080320182300";"593984.19";"4876079.91";"0.046"
"4403910102463";"080320182300";"599939.12";"4877167.12";"0.162"
"4404200077934";"080320182300";"403411.74";"4877441.88";"0.333"
"4404420077211";"080320182300";"397622.93";"4877773.6";"0.035"
"4404520100601";"080320182300";"585011.56";"4877635.88";"0.32"
"4404630101118";"080320182300";"589151.82";"4877812.64";"0.248"
"4404780101100";"080320182300";"589005.38";"4877977.3";"0.049"
"4404880082108";"080320182300";"436860.49";"4877792.21";"0.065"
"4404950079147";"080320182300";"413141.12";"4878139.76";"0.35"
"4405020100141";"080320182300";"581319.46";"4878144.85";"0.232"
"4405200098359";"080320182300";"567042.27";"4878184.52";"0.209"
"4405690101742";"080320182300";"594134.1";"4879059.33";"0.007"
"4405720080413";"080320182300";"423292.81";"4878869.21";"0.104"
"4405760102075";"080320182300";"596800.24";"4879175.64";"0.069"
"4405830101682";"080320182300";"593651.3";"4879208";"0.262"
"4406390078664";"080320182300";"409293.88";"4879791.28";"0.32"
"4406390099723";"080320182300";"577953.01";"4879626.15";"0.014"
"4406390100817";"080320182300";"586714.76";"4879735.39";"0.06"
