388411.71|4849436.97|2238|4378780076121
388969.04|4850038.69|2242|4379330076189
402476.81|4853093.05|2263|4382270077862
395433.07|4853744.48|2267|4382760076985
382952.42|4854330.3|2271|4383100075432
389235.56|4855889.08|2287|4384600076210
413970.76|4856255.79|2293|4385260079286
599737.63|4858578.04|2303|4387180102403
383163.55|4859015.08|2304|4387320075448
421071.27|4859166.82|2309|4387960080165
401581.59|4859438.45|2310|4387970077739
387772.24|4860646.47|2322|4388860076018
599825.96|4861256.7|2327|4389590102419
600117.27|4861649.91|2328|4389940102456
398362.29|4862253.23|2330|4390460077333
415886.42|4862152.08|2331|4390590079515
395271.07|4863856.69|2340|4391860076945
425235.05|4863595.16|2342|4391990080677
407131.97|4865024|2352|4393070078420
419874.09|4865146.37|2353|4393330080007
388373.75|4866302.42|2358|4393960076081
394584.09|4868622.53|2374|4396140076850
595118.02|4869686.08|2390|4397240101848
416123.2|4870058.41|2391|4397710079532
428188.73|4870149.6|2394|4397920081036
409191.77|4870616.57|2397|4398130078667
395806.64|4870836.21|2398|4398150076998
600467.59|4871920.31|2408|4399180102519
597057.87|4871991.63|2409|4399290102094
400848.85|4872202.89|2411|4399450077624
433488.28|4873093.31|2422|4400620081693
422738.3|4873243.67|2423|4400650080352
596477.87|4873816.19|2429|4400940102025
599555.43|4874972.75|2432|4401940102411
598538.43|4875435.22|2441|4402370102285
594490.47|4875987.14|2444|4402920101781
593984.19|4876079.91|2446|4403010101718
599939.12|4877167.12|2454|4403910102463
600082.33|4877235.94|2455|4403970102481
403411.74|4877441.88|2458|4404200077934
397622.93|4877773.6|2461|4404420077211
585011.56|4877635.88|2462|4404520100601
589151.82|4877812.64|2463|4404630101118
589005.38|4877977.3|2465|4404780101100
436860.49|4877792.21|2466|4404880082108
413141.12|4878139.76|2468|4404950079147
581319.46|4878144.85|2470|4405020100141
567042.27|4878184.52|2471|4405200098359
594134.1|4879059.33|2481|4405690101742
596825.41|4879098.24|2482|4405690102078
423292.81|4878869.21|2484|4405720080413
596800.24|4879175.64|2485|4405760102075
593651.3|4879208|2486|4405830101682
409293.88|4879791.28|2492|4406390078664
577953.01|4879626.15|2493|4406390099723
586714.76|4879735.39|2494|4406390100817
586312.57|4879863.43|2497|4406510100767
420340.19|4879815.14|2498|4406540080043
434383.2|4880038.02|2502|4406880081796
398427.16|4880560.81|2503|4406940077306
575228.62|4880416.59|2505|4407130099384
580877.31|4880883.28|2509|4407490100090
430756.8|4880963.8|2511|4407680081342
432682.72|4881354.84|2513|4408050081582
600051.35|4881923.74|2516|4408190102486
409875.82|4881927.37|2517|4408320078733
590456.67|4881996.31|2518|4408380101288
594498.92|4882675.09|2521|4408940101794
588412.22|4882779.57|2523|4409110101034
593795.17|4883176.08|2525|4409400101707
564897.11|4882884.06|2526|4409450098097
564872.88|4882906.04|2527|4409470098094
574555.83|4883963.68|2532|4410330099305
580677.9|4884091.27|2533|4410380100070
558889.84|4884138.46|2534|4410630097348
566364.03|4884287.18|2535|4410700098282
577345.37|4884995.58|2539|4411230099655
588423.16|4885545.89|2541|4411600101040
409464.32|4885776.81|2543|4411780078675
419793.22|4886198.21|2548|4412280079965
398414.67|4887015.8|2551|4412750077292
580109.27|4886750.45|2552|4412780100003
569594.9|4886819.87|2554|4412950098689
596303.21|4887422.74|2556|4413190102028
429597.33|4887107.93|2557|4413200081189
563303.66|4887089.68|2558|4413250097903
595850.38|4887749.42|2561|4413490101972
572568.52|4887796.17|2562|4413800099062
433171.21|4888448.06|2569|4414440081634
441091.46|4888616.65|2570|4414660082624
433263.48|4888869.24|2571|4414820081645
551282.55|4888740.23|2572|4414830096402
389645.45|4889968.02|2575|4415280076190
561154.41|4889368.77|2576|4415320097637
582710.16|4889904.2|2578|4415590100333
387407.26|4890994.82|2580|4416170075908
437718.75|4890580.59|2583|4416400082200
592021.57|4891494.24|2587|4416910101500
596671.56|4891760.9|2589|4417090102082
548592.46|4891285.75|2590|4417140096068
423696.27|4892228.24|2592|4417750080444
549537.52|4892125.88|2594|4417890096187
557224.5|4893410.12|2597|4418990097150
398838.95|4894297.36|2600|4419310077331
450439.92|4893715.73|2601|4419320083788
379365.9|4894748.67|2603|4419420074894
561694.54|4894028.16|2604|4419510097710
444304.86|4894042.67|2606|4419570083020
567924.33|4894411.7|2608|4419800098490
443616.7|4894870.55|2613|4420310082933
589264.29|4896099.96|2619|4421090101163
415750.63|4896058.07|2620|4421110079444
543245.38|4895935.93|2621|4421360095403
406848.9|4897167.24|2626|4422000078328
571970.44|4897120.83|2629|4422200099000
577291.99|4897703.41|2634|4422670099667
585403.53|4898048.3|2637|4422890100683
557224.42|4898008.9|2638|4423130097155
436385.19|4898180.37|2640|4423230082024
436393.17|4898180.29|2641|4423230082025
392846.94|4898892.16|2642|4423360076572
429662.99|4898449.05|2643|4423410081182
429760.25|4898581.31|2645|4423530081194
580193.9|4899482.32|2648|4424240100033
435870.07|4899407.32|2649|4424330081958
435870.83|4899485.07|2650|4424400081958
549162.85|4899465.42|2651|4424500096147
592036.34|4900137.65|2653|4424690101517
577190.07|4900257.26|2656|4424970099658
567146.21|4900169.02|2657|4424990098400
577445.16|4900293.59|2658|4425000099690
577516.48|4900338.87|2659|4425040099699
577275.66|4900447.12|2660|4425140099669
456114|4900850.95|2663|4425780084492
404740.84|4901641.44|2664|4426000078056
381815.09|4902448.49|2671|4426390075183
558908.57|4901689.52|2672|4426430097370
534377.14|4902148.33|2674|4427000094297
407222.58|4903238.92|2675|4427470078364
552721.35|4902792.13|2676|4427470096596
547781.08|4902809.83|2677|4427520095977
412478.31|4903510.9|2680|4427780079022
568984.42|4903798.4|2682|4428240098635
436671.95|4903876.22|2683|4428360082053
449925.92|4903827.92|2684|4428420083714
449926.01|4903839.03|2685|4428430083714
416615.73|4904378.92|2687|4428610079539
436451.66|4904200.51|2688|4428650082025
444281.91|4904484.55|2690|4428970083006
444069.82|4904875.15|2692|4429320082979
538486.98|4904959.19|2695|4429510094814
529878.29|4905092.06|2696|4429670093735
529886.22|4905103.21|2697|4429680093736
554128.02|4905447.34|2700|4429850096775
391481.3|4906136.48|2701|4429860076386
598863.01|4906047.5|2702|4429920102383
563898.45|4905701.96|2703|4430000098000
589379.66|4906388.92|2706|4430350101195
597139.85|4906566.1|2707|4430410102168
561164.72|4906275.72|2708|4430540097658
458846.02|4906209.4|2709|4430620084830
458854|4906209.35|2710|4430620084831
399924.63|4907268.34|2711|4431000077442
578602.55|4906983.9|2712|4431010099845
535254.57|4906696.06|2715|4431090094410
543834.88|4906947.76|2716|4431270095486
433075.08|4907200.21|2717|4431320081598
433059.24|4907211.48|2718|4431330081596
526382.29|4907531.87|2722|4431880093298
527616.88|4907881.29|2723|4432190093453
527632.68|4907914.68|2724|4432220093455
549105.76|4908151.5|2725|4432320096148
513565.48|4908414.82|2727|4432710091691
450884.3|4909241.41|2730|4433300083829
582478.55|4909575.61|2731|4433300100335
427311.05|4909594.67|2732|4433420080872
448087.1|4909407.47|2733|4433430083478
385169.43|4910222.03|2734|4433440075586
458635.27|4909454.26|2736|4433540084801
516855.86|4909433.22|2737|4433620092104
565617.83|4910062.43|2738|4433910098221
590979.77|4910654.87|2741|4434170101403
528476.3|4910128.73|2742|4434210093562
455246.9|4910609.65|2746|4434560084375
512779.81|4910623.65|2747|4434700091593
555802.6|4911148.85|2749|4434970096991
538403.03|4911112.48|2750|4435050094808
546634.68|4911377.01|2751|4435240095841
560979.96|4911550.54|2752|4435290097641
516762.98|4911465.68|2753|4435450092093
571529.16|4912646.11|2756|4436180098966
462415.12|4912374.98|2757|4436190085273
595769.57|4912967.48|2758|4436190102008
588181.34|4913016.21|2759|4436330101056
457589.41|4912904.47|2761|4436640084667
576248.33|4913232.7|2762|4436660099559
446100.03|4913044.9|2763|4436690083225
571115.51|4913308.14|2764|4436780098915
417568.56|4913476.49|2765|4436810079644
570436.57|4913456.31|2766|4436920098830
570452.5|4913456.48|2767|4436920098832
571217.15|4913486.99|2769|4436940098928
435625.17|4913439.86|2770|4436960081910
571200.97|4913509.03|2771|4436960098926
382762.28|4914287.07|2772|4437060075275
466078.72|4913510.1|2773|4437230085732
536546.79|4913812.19|2775|4437490094577
429492.03|4914414.23|2776|4437780081139
464682.58|4914639.42|2777|4438240085556
546618.33|4914787.1|2778|4438310095842
504917.75|4914722.91|2779|4438400090607
421848.79|4915545.66|2780|4438720080178
384365.76|4916169.57|2781|4438780075472
405678.73|4916259.58|2783|4439170078147
521665.85|4915823.16|2785|4439360092710
521665.82|4915834.27|2787|4439370092710
442769.09|4916661.34|2789|4439920082803
495774.45|4916544.2|2790|4440040089459
442127.11|4917011.38|2791|4440230082722
507504.17|4916824.69|2792|4440290090932
472029.18|4916947.46|2794|4440350086477
549491.21|4917274.26|2795|4440530096205
580879.56|4917643.25|2796|4440580100147
554403.46|4917402.21|2797|4440610096822
470191.21|4917277.76|2798|4440640086246
462340.33|4917351.8|2799|4440670085260
542586.45|4917392.21|2800|4440680095338
453280.1|4917566.07|2801|4440810084122
514534.17|4917447.4|2802|4440840091815
490854.82|4917771.15|2807|4441140088841
453251.84|4918066.14|2808|4441260084118
434065.55|4918376.64|2809|4441390081708
458883.02|4918383.57|2811|4441580084825
500807.1|4918364.47|2814|4441680090091
395945.07|4919340.92|2815|4441810076919
525707.67|4918892.45|2817|4442110093219
497901.54|4919131.23|2818|4442370089726
522761.06|4919225.87|2819|4442420092849
532727.1|4919279.29|2820|4442430094101
593459.15|4920133.29|2821|4442670101731
494853.16|4919610.59|2822|4442800089343
505136.95|4919665.99|2824|4442850090635
486122.48|4920101.09|2825|4443230088246
582193.45|4920814.76|2827|4443420100317
479517.18|4920340.75|2828|4443430087416
496986.68|4920320.12|2829|4443440089611
587050.19|4921333.31|2831|4443830100928
508629.73|4920780.41|2832|4443850091074
503838.75|4921031.37|2834|4444080090472
538168.35|4921263.85|2835|4444190094786
487732.36|4921230.83|2836|4444250088448
513602.41|4921366.44|2837|4444370091699
562500.15|4921762.67|2838|4444470097844
426565.71|4921978.53|2839|4444560080761
549328.36|4921960.76|2840|4444750096189
555733.45|4922045.68|2841|4444780096994
491776.66|4922646.21|2845|4445530088956
479047.52|4922774.87|2847|4445620087356
565574.76|4923070.4|2848|4445620098232
498459.75|4923118.74|2849|4445960089796
530924.66|4923358.25|2850|4446110093877
466743.37|4923503.86|2851|4446230085809
531520.44|4923538.83|2852|4446270093952
531528.39|4923538.86|2853|4446270093953
411205.65|4924314.31|2854|4446490078827
476608.58|4923749.6|2855|4446490087049
466673.32|4923804.14|2856|4446500085800
427545.96|4924244.92|2857|4446610080881
573303.01|4924285.9|2858|4446640099205
507670.96|4924033.8|2859|4446780090954
470446.08|4924285.72|2860|4446950086274
536573.41|4924698.23|2861|4447290094588
478855.15|4924774.92|2863|4447420087331
478855.18|4924786.02|2865|4447430087331
500647.31|4924840.27|2866|4447510090071
584247.83|4925684.8|2868|4447780100583
459101.89|4925324.82|2869|4447830084847
484074.18|4925426.45|2871|4448020087987
459184.21|4925768.63|2872|4448230084857
519390.43|4925757.54|2873|4448310092428
498373|4926006.79|2878|4448560089785
479090.06|4926096|2880|4448610087360
514562.36|4926244.85|2881|4448760091821
527133.55|4926329.43|2882|4448800093402
492139.18|4926333.55|2883|4448850089001
435529.22|4927060.23|2884|4449220081881
418924.04|4927590.76|2887|4449530079792
593843.68|4928249.21|2889|4449970101794
550360.59|4928422.67|2892|4450560096325
578665.85|4928825.59|2893|4450670099886
434461.15|4929170.53|2896|4451110081744
567012.28|4929506.04|2897|4451400098421
512449.25|4929372.91|2898|4451580091556
512766.94|4929484.6|2900|4451680091596
412778.89|4930081.26|2901|4451700079015
508300.35|4929521.85|2902|4451720091034
474102.46|4929624.15|2903|4451770086731
474102.5|4929635.26|2904|4451780086731
498962.09|4929838.87|2906|4452010089859
495902.47|4929873.45|2908|4452040089474
463391.82|4930120.16|2910|4452170085383
451297.06|4930255.31|2911|4452220083861
543650.69|4930873.6|2912|4452810095483
488815.56|4930959.35|2914|4453010088582
488815.58|4930970.45|2915|4453020088582
516633.49|4931026.21|2916|4453060092083
421827.63|4932310.03|2917|4453810080150
495173.02|4932084.43|2918|4454030089382
403212.58|4933050.07|2919|4454250077806
475765.89|4932383.62|2920|4454260086939
582055.97|4932966.97|2921|4454360100319
548651.25|4932697.56|2922|4454420096114
433754.08|4933099.22|2924|4454640081650
535955.15|4932948.2|2925|4454720094516
496444.63|4933005.55|2927|4454860089542
535604.79|4933101.79|2928|4454860094472
496659.22|4933227.6|2929|4455060089569
459774.16|4933685.18|2931|4455360084925
522655.15|4933665.86|2932|4455420092842
380507.27|4935095.6|2933|4455750074944
441264.57|4934326.52|2934|4455810082594
481642.92|4934608.08|2935|4456280087678
554033.56|4935084.03|2937|4456530096794
495913.71|4934983.09|2938|4456640089475
473060.41|4935126.93|2940|4456720086597
506260.39|4935195.75|2941|4456830090778
570491.23|4935608.48|2942|4456860098867
447302.1|4935452.09|2944|4456870083353
506029.91|4935417.69|2946|4457030090749
496025.22|4935527.31|2948|4457130089489
472911.91|4935694.07|2949|4457230086578
422121.33|4936250.4|2950|4457360080181
522090.61|4936185.46|2952|4457690092772
522558.92|4936220.39|2953|4457720092831
546500.41|4936847.53|2955|4458170095847
538383.61|4937372.1|2956|4458690094825
490382.7|4937488.31|2957|4458890088778
561000|4938289.59|2959|4459360097675
588533.45|4938640.42|2960|4459390101144
600017.28|4939396.31|2962|4459920102592
480687.76|4939176.3|2964|4460390087556
518834.46|4939263.28|2965|4460470092363
518842.4|4939263.3|2966|4460470092364
444650.11|4940128.84|2967|4461060083014
514959.69|4940208.51|2968|4461330091875
550459.8|4941220.61|2970|4462080096350
558098.45|4942306.62|2972|4463000097314
568941.37|4942446.28|2973|4463030098681
379383.98|4943450.38|2974|4463250074783
532238.11|4942426.31|2975|4463270094054
546036.75|4942887.32|2978|4463610095794
424762.41|4943473.72|2980|4463890080503
526254.17|4943232.45|2982|4464020093300
539734.5|4943623.21|2984|4464310095000
483540.33|4943700.52|2985|4464470087914
471225.89|4943988.14|2986|4464690086361
599862.05|4944827.08|2987|4464810102583
565168.34|4944506.87|2988|4464920098208
546241.21|4945354.91|2992|4465830095822
398633.82|4946608.59|2994|4466390077203
424223.98|4946257.44|2995|4466390080431
507350.97|4946893.71|2996|4467360090917
439312.94|4947242.15|2997|4467420082333
515957.86|4947309.02|2998|4467720092003
457546.06|4947551.79|2999|4467830084633
501913.43|4947445.29|3000|4467860090231
517470.69|4947679.49|3001|4468050092194
490905.39|4947818.12|3003|4468190088842
428168.64|4948767.54|3007|4468690080925
592619.91|4949307.98|3010|4468940101678
546967.06|4949126.01|3012|4469220095917
481684.64|4949259.67|3014|4469470087678
554333.75|4949461.45|3015|4469470096847
589167.97|4950192.69|3017|4469780101244
409034.6|4950375.63|3019|4469920078508
595632.3|4950874.04|3021|4470310102061
423002.96|4950904.69|3022|4470560080270
545208.39|4951324.13|3024|4471210095697
563312.57|4951798.36|3025|4471500097983
433417.11|4952021.82|3026|4471670081583
511937.46|4952732.34|3027|4472610091497
574076.93|4953268.27|3028|4472720099344
387093.67|4954178.28|3029|4473030075731
581108.61|4954008.31|3031|4473310100233
590904.44|4955183.29|3032|4474250101472
434771|4955085.28|3034|4474440081750
