Timestamp;T (°C);CT (°C);H (%)
2023/12/05 00:32:51;12.08;11.5;90.6
2023/12/05 00:52:51;12.05;11.43;90.7
2023/12/05 01:12:51;12.1;11.5;90.6
2023/12/05 01:32:50;12.07;11.5;90.5
2023/12/05 02:12:50;12.05;11.43;90.6
2023/12/05 02:52:50;12.03;11.43;90.7
2023/12/05 03:12:49;12.01;11.5;90.8
2023/12/05 03:32:49;12.05;11.5;
2023/12/05 03:52:49;12.08;11.5;90.9
2023/12/05 04:12:49;12.08;11.5;90.9
2023/12/05 05:12:48;12.12;11.56;91.1
2023/12/05 05:52:48;12.1;11.56;91.1
2023/12/05 06:12:47;12.11;11.62;91.1
2023/12/05 06:32:47;12.16;11.62;91.2
2023/12/05 06:52:47;12.16;11.56;91.2
2023/12/05 07:32:47;12.16;11.56;91.4
2023/12/05 07:52:46;12.17;11.62;91.5
2023/12/05 08:12:46;12.24;11.68;91.7
2023/12/05 08:32:46;12.27;11.68;91.7
2023/12/05 09:12:45;12.27;11.75;
2023/12/05 09:32:45;12.33;11.75;
2023/12/05 10:12:45;12.43;11.87;92.6
2023/12/05 11:32:44;12.6;12.06;93.6
2023/12/05 11:52:44;12.63;12.06;93.8
2023/12/05 12:12:43;12.61;12.06;93.7
2023/12/05 12:32:43;12.64;12.06;93.1
2023/12/05 13:32:43;12.67;12.06;92.8
2023/12/05 13:52:42;12.65;12.06;93.3
2023/12/05 14:12:42;12.68;12.06;93.6
2023/12/05 14:32:42;12.64;12.06;93.6
2023/12/05 14:52:42;12.6;;93.7
2023/12/05 15:12:41;12.62;12.06;93.9
2023/12/05 15:32:41;12.63;;
2023/12/05 16:12:41;12.61;;
2023/12/05 16:52:40;12.6;12.06;
2023/12/05 17:32:40;12.6;11.93;94.2
2023/12/05 18:12:40;12.48;11.87;94.2
2023/12/05 18:32:39;12.44;11.87;93.9
2023/12/05 18:52:39;12.43;11.81;93.9
2023/12/05 19:12:39;12.45;11.87;93.8
2023/12/05 19:52:38;12.39;11.81;93.9
2023/12/05 20:12:38;12.39;11.81;93.9
2023/12/05 20:32:38;12.38;11.75;93.8
2023/12/05 20:52:38;12.36;11.75;93.7
2023/12/05 21:12:38;12.31;11.75;93.7
2023/12/05 21:32:37;12.3;11.75;93.6
2023/12/05 21:52:37;12.3;11.75;93.5
2023/12/05 22:12:37;12.32;11.75;93.5
2023/12/05 23:12:36;12.33;11.81;93.8
2023/12/05 23:32:36;12.28;11.75;93.7
2023/12/05 23:52:36;12.27;11.62;93.5
