Timestamp;T (°C);CT (°C);H (%)
2023/08/24 00:16:35;18.49;17.93;99.1
2023/08/24 00:36:35;18.47;17.93;
2023/08/24 00:56:35;18.47;17.93;98.9
2023/08/24 01:16:35;18.42;17.87;
2023/08/24 01:36:34;18.4;17.87;99.1
2023/08/24 01:56:34;18.38;17.87;99.1
2023/08/24 02:16:34;18.37;17.87;99.1
2023/08/24 02:36:34;18.32;17.87;99.3
2023/08/24 02:56:33;18.34;17.81;99.3
2023/08/24 03:16:33;18.3;17.81;99.2
2023/08/24 03:36:33;18.35;17.81;99.1
2023/08/24 03:56:33;18.38;17.81;99.1
2023/08/24 04:16:33;18.29;17.81;99.2
2023/08/24 04:36:32;18.32;17.81;99.1
2023/08/24 04:56:32;18.29;17.81;99.1
2023/08/24 05:16:32;18.3;17.75;
2023/08/24 05:36:32;18.26;17.75;99.1
2023/08/24 05:56:32;18.27;17.75;99.2
2023/08/24 06:16:31;18.26;17.75;99.2
2023/08/24 06:36:31;18.2;17.75;99.2
2023/08/24 06:56:31;18.22;17.75;99.2
2023/08/24 07:16:30;18.22;17.75;99.1
2023/08/24 07:36:30;18.27;17.75;99.1
2023/08/24 07:56:30;18.29;17.75;99.2
2023/08/24 08:16:30;18.34;17.75;99.3
2023/08/24 08:36:29;18.4;17.81;99.2
2023/08/24 08:56:29;18.53;17.81;
2023/08/24 09:16:29;18.59;17.87;98.3
2023/08/24 09:36:29;18.66;17.87;97.8
2023/08/24 09:56:29;18.67;17.87;97.1
2023/08/24 10:16:28;18.73;17.87;96.6
2023/08/24 10:36:28;18.78;17.93;96.2
2023/08/24 10:56:28;18.86;17.93;95.9
2023/08/24 11:16:28;18.87;;95.5
2023/08/24 11:36:27;18.91;;94.9
2023/08/24 11:56:27;18.95;;94.3
2023/08/24 12:16:27;18.99;;94.2
2023/08/24 12:36:27;19.05;18.06;93.8
2023/08/24 12:56:26;19.08;18.06;93.5
2023/08/24 13:16:26;19.1;18.06;93.2
2023/08/24 13:36:26;19.15;18.12;92.5
2023/08/24 13:56:26;19.22;18.12;91.8
2023/08/24 14:16:26;19.25;18.18;91.4
2023/08/24 14:36:25;19.25;18.12;91.3
2023/08/24 14:56:25;19.26;18.12;91.2
2023/08/24 15:16:25;19.24;18.12;90.7
2023/08/24 15:36:25;19.3;18.18;90.5
2023/08/24 15:56:24;19.76;18.43;
2023/08/24 16:16:24;20.42;18.62;
2023/08/24 16:36:24;20.77;18.68;81.2
2023/08/24 16:56:24;20.78;18.68;78.3
2023/08/24 17:16:23;20.83;18.75;76.4
2023/08/24 17:36:23;20.47;18.56;80.2
2023/08/24 17:56:23;20.26;18.62;81.7
2023/08/24 18:16:23;20.14;18.56;83.1
2023/08/24 18:36:22;19.74;18.43;86.9
2023/08/24 18:56:22;19.55;18.43;88.4
2023/08/24 19:16:22;19.4;18.37;90.1
2023/08/24 19:36:22;19.32;18.37;92.2
2023/08/24 19:56:21;19.14;18.31;93.5
2023/08/24 20:16:21;19.03;18.25;94.1
2023/08/24 20:36:21;18.95;18.25;94.8
2023/08/24 20:56:21;18.93;18.18;95.2
2023/08/24 21:16:21;18.83;18.18;95.7
2023/08/24 21:36:20;18.78;18.12;
2023/08/24 21:56:20;18.76;18.12;96.1
2023/08/24 22:16:20;18.72;18.12;96.2
2023/08/24 22:36:20;18.71;18.12;96.5
2023/08/24 22:56:19;18.64;18.06;96.6
2023/08/24 23:16:19;18.66;18.06;96.7
2023/08/24 23:36:19;18.62;18.06;96.8
2023/08/24 23:56:19;18.59;;96.8
