Timestamp;T (°C);CT (°C);H (%)
2023/11/19 00:12:05;12.32;12.5;90.8
2023/11/19 00:32:05;12.29;12.43;90.7
2023/11/19 00:52:05;12.3;12.43;90.5
2023/11/19 01:12:04;12.33;12.43;90.5
2023/11/19 01:32:04;12.3;12.43;90.4
2023/11/19 01:52:04;12.28;12.43;90.3
2023/11/19 02:12:04;12.2;12.37;
2023/11/19 02:32:03;12.12;12.31;89.9
2023/11/19 02:52:03;12.1;12.31;90.1
2023/11/19 03:12:03;12.07;12.31;89.8
2023/11/19 03:32:03;12.03;12.25;89.8
2023/11/19 03:52:03;12.05;12.31;89.6
2023/11/19 04:12:02;12.05;12.25;89.1
2023/11/19 04:32:02;12.01;12.25;
2023/11/19 04:52:02;11.93;12.18;88.7
2023/11/19 05:12:02;11.94;12.18;88.7
2023/11/19 05:32:01;11.88;12.18;88.6
2023/11/19 05:52:01;11.84;12.12;88.4
2023/11/19 06:12:01;11.73;12.06;88.3
2023/11/19 06:32:01;11.69;12.06;88.4
2023/11/19 06:52:00;11.72;12.06;88.5
2023/11/19 07:12:00;11.77;12.06;88.2
2023/11/19 07:32:00;11.79;12.06;88.1
2023/11/19 07:52:00;11.82;12.06;88.4
2023/11/19 08:12:00;11.96;12.12;88.9
2023/11/19 08:31:59;12.07;12.12;89.7
2023/11/19 08:51:59;12.18;12.18;89.9
2023/11/19 09:11:59;12.34;12.25;90.1
2023/11/19 09:31:59;12.49;12.25;89.9
2023/11/19 09:51:58;12.55;12.31;89.3
2023/11/19 10:11:58;12.58;12.31;89.8
2023/11/19 10:31:58;12.77;12.43;
2023/11/19 10:51:58;12.8;12.43;89.1
2023/11/19 11:11:58;12.82;12.43;89.9
2023/11/19 11:31:57;12.84;12.43;90.6
2023/11/19 11:51:57;12.89;12.5;
2023/11/19 12:11:57;12.95;12.5;90.9
2023/11/19 12:31:57;12.96;12.5;90.4
2023/11/19 12:51:56;13.03;12.56;90.1
2023/11/19 13:11:57;13.05;12.56;91.3
2023/11/19 13:31:56;13.11;12.56;91.8
2023/11/19 13:51:56;13.11;12.62;92.2
2023/11/19 14:11:55;13.14;12.62;92.3
2023/11/19 14:31:55;13.1;12.62;92.6
2023/11/19 14:51:55;13.15;12.62;92.6
2023/11/19 15:11:55;13.18;12.68;
2023/11/19 15:31:54;13.17;12.68;93.2
2023/11/19 15:51:54;13.17;12.68;93.4
2023/11/19 16:11:54;13.15;12.68;93.8
2023/11/19 16:31:54;13.19;12.68;93.9
2023/11/19 16:51:53;13.15;12.68;
2023/11/19 17:11:53;13.1;12.68;93.9
2023/11/19 17:31:53;13.09;12.68;93.9
2023/11/19 17:51:53;13.06;12.68;
2023/11/19 18:11:53;13.04;12.68;
2023/11/19 18:31:52;13.03;12.68;94.1
2023/11/19 18:51:52;13.05;12.68;94.2
2023/11/19 19:11:52;;12.68;94.3
2023/11/19 19:31:52;;12.68;94.5
2023/11/19 19:51:52;13.03;12.68;94.7
2023/11/19 20:11:51;13.05;12.68;
2023/11/19 20:31:51;13.06;12.68;
2023/11/19 20:51:51;13.12;12.68;95.2
2023/11/19 21:11:50;13.13;12.75;95.4
2023/11/19 21:31:50;13.11;12.75;95.3
2023/11/19 21:51:50;13.16;12.75;95.6
2023/11/19 22:11:50;13.18;12.75;95.5
2023/11/19 22:31:50;13.19;12.75;95.8
2023/11/19 22:51:49;13.16;12.75;95.9
2023/11/19 23:11:49;13.21;12.75;95.9
2023/11/19 23:31:49;13.2;12.81;
2023/11/19 23:51:49;13.25;12.81;96.1
