Timestamp;T (°C);CT (°C);H (%)
2023/05/26 00:03:52;13.61;12.56;98.3
2023/05/26 00:23:50;13.62;12.5;98.3
2023/05/26 01:03:50;13.57;12.5;98.6
2023/05/26 01:23:52;13.55;12.5;98.5
2023/05/26 01:43:50;13.56;12.5;98.5
2023/05/26 02:03:49;13.48;12.5;98.6
2023/05/26 02:23:49;13.5;12.43;98.6
2023/05/26 02:43:51;13.49;12.43;98.7
2023/05/26 03:43:48;13.46;12.43;98.5
2023/05/26 04:03:48;13.48;12.43;98.5
2023/05/26 04:23:48;13.47;12.43;98.5
2023/05/26 04:43:47;13.51;12.43;98.4
2023/05/26 05:03:48;13.48;12.43;98.4
2023/05/26 05:23:47;13.45;12.43;98.4
2023/05/26 05:43:47;13.47;12.43;98.4
2023/05/26 06:03:47;13.45;12.43;98.3
2023/05/26 07:03:46;13.48;12.43;
2023/05/26 07:23:46;13.51;12.43;
2023/05/26 08:23:45;13.61;12.5;97.9
2023/05/26 08:43:45;13.59;12.5;97.9
2023/05/26 09:23:47;13.73;12.56;98.1
2023/05/26 10:03:44;13.84;12.62;98.3
2023/05/26 10:43:43;13.86;12.62;98.4
2023/05/26 11:03:43;13.88;12.62;98.6
2023/05/26 11:43:43;;12.75;98.7
2023/05/26 12:03:43;14.14;12.87;98.7
2023/05/26 12:23:42;14.45;13.12;98.7
2023/05/26 12:43:42;14.65;13.18;98.8
2023/05/26 13:03:42;14.47;13.06;98.5
2023/05/26 13:23:42;14.35;;98.7
2023/05/26 13:43:41;14.38;13.06;98.8
2023/05/26 15:23:40;14.33;13.06;98.9
2023/05/26 15:43:40;14.36;;98.6
2023/05/26 16:03:40;14.4;13.06;98.7
2023/05/26 16:23:40;14.41;13.06;98.6
2023/05/26 16:43:40;14.33;;98.7
2023/05/26 17:03:39;14.31;12.93;98.8
2023/05/26 17:23:39;14.19;12.93;98.7
2023/05/26 17:43:39;14.25;12.93;98.7
2023/05/26 18:03:39;14.22;12.93;98.6
2023/05/26 19:03:38;14.13;12.87;98.6
2023/05/26 19:23:38;14.08;12.87;98.6
2023/05/26 19:43:38;14.01;12.81;98.5
2023/05/26 20:03:37;13.99;12.81;98.5
2023/05/26 20:23:37;13.93;12.75;98.5
2023/05/26 20:43:37;13.88;12.75;98.5
2023/05/26 21:03:37;13.82;12.75;98.7
2023/05/26 22:03:36;13.77;12.68;98.6
2023/05/26 22:23:36;13.78;12.68;98.6
2023/05/26 22:43:36;13.72;12.68;98.6
